,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Current Ratio,0.90,1.09,1.06,1.10,1.17,1.58,0.77,1.18,,,1.23,0.93,0.77,0.78,0.69,0.88,1.18,1.24,0.90,0.69
Quick Ratio,0.12,0.34,0.25,0.28,0.24,0.64,0.38,0.43,,,0.48,0.37,0.38,0.34,0.26,0.40,0.43,0.56,0.38,0.28
Days Inventory Outstanding,206.5,147.2,210.6,205.1,148.1,141.0,123.9,134.2,,,133.0,135.8,122.6,122.3,133.4,140.3,143.4,129.9,117.2,112.5
Days Sale Outstanding,29.1,71.9,54.9,69.0,56.4,68.9,70.4,80.9,,,80.6,84.3,70.4,76.9,80.2,87.2,80.9,88.7,77.8,71.0
Days Payable Outstanding,89.4,76.1,97.0,58.5,50.0,54.2,58.9,63.3,,,71.9,77.6,70.7,64.9,60.0,57.8,55.6,52.9,49.8,47.9
Cash Conversion Cycle,173.5,88.5,231.6,209.9,138.2,144.3,116.6,154.2,,,127.1,143.5,126.1,136.4,152.9,167.6,171.7,161.4,151.4,140.3
Debt to Asset Ratio,0.50,0.55,0.50,0.50,0.53,0.55,0.62,0.62,,,0.55,0.56,0.62,0.60,0.63,0.64,0.62,0.59,0.58,0.57
Debt to Equity Ratio,1.01,1.22,1.01,1.03,1.13,1.30,1.69,1.79,,,1.31,1.32,1.69,1.61,1.80,1.88,1.79,1.61,1.53,1.46
Interest Coverage Ratio,1.60,2.69,,0.99,1.37,1.49,1.50,1.25,,,2.96,2.37,,0.27,1.08,1.77,1.57,2.07,2.44,0.80
Cash and Short Term Investments,4.48,5.50,4.65,11.9,213.2,159.5,341.6,64.1,,,84.2,62.7,341.6,114.7,53.5,129.0,64.1,45.7,40.7,67.0
"Total Receivables, Net",61.1,252.5,136.0,173.5,208.2,301.9,368.5,431.5,,,397.6,415.3,368.5,407.0,415.9,456.7,431.5,491.3,441.9,396.0
Total Inventory,359.5,526.0,431.9,457.8,493.0,547.7,532.3,633.8,,,570.8,536.9,532.3,544.6,611.8,612.9,633.8,516.7,524.0,462.9
Total Current Assets,464.4,804.3,583.6,684.2,"1,028","1,041","1,257","1,170",,,"1,095","1,044","1,257","1,103","1,129","1,236","1,170","1,098","1,050",960.3
"Property/Plant/Equipment, Total - Net",714.0,718.5,747.2,757.8,773.6,"1,291","2,003","2,511",,,"1,594","1,806","2,003","2,124","2,381","2,468","2,511","2,557","2,562","2,544"
Total Assets,"1,236","1,623","1,429","1,523","1,908","2,660","3,553","3,958",,,"3,051","3,137","3,553","3,525","3,790","3,989","3,958","3,935","3,888","3,780"
Accounts Payable,146.8,310.8,130.5,123.2,197.6,202.7,311.1,239.0,,,328.3,304.9,311.1,260.6,259.5,244.6,239.0,229.5,212.8,207.7
Accrued Expenses,16.9,21.0,16.6,20.0,25.5,46.9,70.0,55.1,,,45.9,55.9,70.0,75.3,61.2,60.3,55.1,43.2,46.8,58.8
Debt Due,334.7,342.0,345.4,383.5,557.0,251.9,"1,106",543.5,,,272.8,610.6,"1,106",984.0,"1,138",949.9,543.5,490.4,804.8,"1,049"
Total Current Liabilities,517.5,737.2,551.9,623.8,876.2,660.3,"1,639",994.4,,,890.7,"1,122","1,639","1,411","1,637","1,400",994.4,882.3,"1,169","1,395"
Long Term Debt,89.5,82.7,85.7,73.9,65.0,732.3,466.6,"1,387",,,727.2,549.3,466.6,635.6,668.1,"1,074","1,387","1,358",996.0,670.0
Total Liabilities,622.0,893.2,710.1,768.1,"1,005","1,460","2,185","2,472",,,"1,686","1,744","2,185","2,128","2,396","2,563","2,472","2,329","2,260","2,154"
Common Stock,236.3,328.4,361.2,361.3,427.0,561.8,619.0,619.0,,,619.0,619.0,619.0,619.0,619.0,619.0,619.0,630.1,630.1,630.1
Additional Paid-In Capital,1.37,163.2,163.2,163.2,163.2,163.2,334.8,334.8,,,334.8,334.8,334.8,334.8,334.8,334.8,334.8,356.9,356.9,356.9
Retained Earnings (Accumulated Deficit),29.9,96.0,37.6,67.7,104.6,123.0,150.4,204.2,,,147.9,176.0,150.4,182.4,151.5,183.1,204.2,238.9,265.4,266.3
Shareholders' Equity,613.6,729.5,703.8,742.7,890.9,"1,126","1,292","1,382",,,"1,290","1,318","1,292","1,324","1,330","1,361","1,382","1,450","1,476","1,477"
Cash from Operating Activities,115.5,-105.9,19.8,-1.56,-14.9,-10.7,176.1,-149.2,,,51.0,-41.8,62.5,-147.9,-114.0,81.9,30.8,74.6,91.8,122.3
Cash from Investing Activities,-11.9,15.1,-0.64,-21.3,-8.43,-706.9,-807.8,-131.4,,,-162.9,-61.8,-458.1,52.0,26.8,-325.8,125.4,-30.6,-13.5,2.94
Cash from Financing Activities,-114.1,91.8,-20.4,29.7,225.4,542.5,679.9,258.4,,,90.2,112.0,419.6,50.1,90.2,225.6,-117.3,-62.4,-83.4,-99.0
Net Change in Cash,-10.4,1.03,-1.39,6.84,202.2,-175.1,48.1,-22.3,,,-21.7,8.40,24.0,-45.8,2.96,-18.2,38.8,-18.4,-5.06,26.3
Free Cashflows,97.6,-136.1,-24.4,-45.8,-63.3,-547.2,-571.9,-650.9,,,-129.4,-248.8,-110.1,-279.7,-224.0,-145.2,-1.94,1.05,59.3,126.4
Free Cashflow per Share,0.38,-0.38,-0.067,-0.13,-0.15,-0.97,-0.92,-1.05,,,-0.21,-0.40,-0.18,-0.45,-0.36,-0.23,-0.003,0.002,0.094,0.20
