,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Current Ratio,0.65,0.76,6.03,7.78,7.19,8.32,7.52,7.36,,,6.96,8.99,7.52,7.42,5.92,8.62,7.36,4.59,3.89,6.71
Quick Ratio,0.28,0.34,0.50,5.22,6.86,7.93,7.11,2.65,,,6.25,8.64,7.11,7.07,4.07,1.79,2.65,2.61,1.95,3.82
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,35.0,36.7,40.3,41.6,29.6,30.6,31.3,30.0,,,29.1,36.8,31.3,39.2,33.9,37.0,30.0,36.4,24.8,27.3
Days Payable Outstanding,11.6,7.16,4.26,5.25,6.43,5.97,5.93,6.49,,,0.00,0.00,3.05,3.00,0.00,0.00,3.56,3.51,0.00,0.00
Cash Conversion Cycle,29.4,26.5,33.4,33.6,28.3,24.0,25.2,23.2,,,31.8,33.1,28.1,35.4,36.9,35.6,26.6,33.2,30.9,26.7
Debt to Asset Ratio,0.56,0.55,0.17,0.15,0.16,0.15,0.14,0.14,,,0.16,0.13,0.14,0.14,0.16,0.14,0.14,0.14,0.15,0.12
Debt to Equity Ratio,1.29,1.22,0.21,0.18,0.18,0.17,0.16,0.17,,,0.19,0.15,0.16,0.16,0.18,0.16,0.17,0.17,0.18,0.14
Interest Coverage Ratio,22.3,11.4,9.29,40.1,50.6,53.3,61.0,78.8,,,57.6,59.0,70.0,75.5,68.9,95.3,76.8,108.4,93.1,109.0
Cash and Short Term Investments,181.3,131.5,"1,483","1,631","1,888","1,923","2,007","2,123",,,"1,896","1,694","2,007","2,160","1,926","1,985","2,123","1,356","1,173","1,346"
"Total Receivables, Net",81.5,116.0,137.1,146.8,110.6,116.2,119.2,118.2,,,108.7,138.5,119.2,151.2,130.7,145.3,118.2,146.6,100.8,109.0
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,292.3,267.2,"1,654","1,820","2,039","2,094","2,164","2,285",,,"2,041","1,872","2,164","2,349","2,106","2,164","2,285","1,541","1,311","1,487"
"Property/Plant/Equipment, Total - Net","1,141","1,211","1,453","1,383","1,283","1,242","1,117","1,087",,,"1,184","1,149","1,117","1,084","1,052","1,052","1,087","1,103","1,076","1,051"
Total Assets,"1,486","2,174","4,334","4,354","4,447","4,380","4,357","4,418",,,"4,225","4,209","4,357","4,487","4,236","4,280","4,418","4,550","4,260","4,229"
Accounts Payable,15.4,7.76,6.81,12.3,12.3,12.1,12.8,15.5,,,,,12.8,,,,15.5,,,
Accrued Expenses,59.4,110.9,153.3,154.0,160.5,168.1,183.4,198.1,,,222.5,134.4,183.4,203.2,112.0,162.4,198.1,216.2,108.9,155.6
Debt Due,127.6,167.5,7.30,4.00,3.46,1.76,1.17,1.93,,,1.82,1.58,1.17,0.74,0.30,0.15,1.93,1.35,0.79,0.19
Total Current Liabilities,450.4,353.9,274.3,233.9,283.6,251.6,287.6,310.3,,,293.3,208.2,287.6,316.4,356.0,251.0,310.3,335.6,337.3,221.8
Long Term Debt,230.6,646.1,6.15,2.15,2.65,1.45,0.29,0.13,,,0.51,0.32,0.29,0.25,0.21,0.17,0.13,0.095,0.13,0.076
Total Liabilities,836.3,"1,196",747.5,673.6,693.6,643.0,602.6,631.0,,,665.0,556.0,602.6,627.7,657.5,583.3,631.0,646.0,640.4,515.6
Common Stock,290.0,414.5,620.0,620.0,620.0,620.0,620.0,620.0,,,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0,620.0
Additional Paid-In Capital,,,"2,178","2,178","2,178","2,178","2,178","2,178",,,"2,178","2,178","2,178","2,178","2,178","2,178","2,178","2,178","2,178","2,178"
Retained Earnings (Accumulated Deficit),360.1,563.9,787.9,882.1,954.7,939.0,955.7,988.7,,,761.5,854.7,955.7,"1,060",780.3,898.5,988.7,"1,105",821.6,915.1
Shareholders' Equity,650.1,978.4,"3,586","3,681","3,753","3,737","3,754","3,787",,,"3,560","3,653","3,754","3,859","3,579","3,697","3,787","3,904","3,620","3,714"
Cash from Operating Activities,352.5,539.5,554.2,603.8,715.0,571.7,557.3,569.6,,,170.2,4.79,225.7,147.9,175.7,72.4,173.6,178.3,185.3,24.7
Cash from Investing Activities,-162.7,-610.8,-632.0,"-1,206",-833.5,-205.7,-191.7,806.8,,,-591.9,-141.5,-223.7,-153.8,774.1,704.3,-517.6,"-1,071",258.9,-135.7
Cash from Financing Activities,-130.5,61.5,"1,434",-324.2,-383.1,-377.0,-374.1,-375.0,,,-372.5,-0.50,-0.50,-0.50,-372.5,-0.20,-1.80,-0.65,-372.6,-0.66
Net Change in Cash,59.2,-9.77,"1,356",-926.6,-501.7,-11.0,-8.40,"1,001",,,-794.2,-137.2,1.50,-6.46,577.2,776.5,-345.9,-893.1,71.5,-111.6
Free Cashflows,224.8,330.1,-121.5,455.9,669.1,452.4,530.4,499.0,,,158.2,2.91,214.7,147.3,173.8,48.1,129.8,115.4,175.4,19.9
Free Cashflow per Share,0.18,0.27,-0.098,0.37,0.54,0.36,0.43,0.40,,,0.13,0.002,0.17,0.12,0.14,0.039,0.10,0.093,0.14,0.016
