,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,20.2%,22.6%,12.2%,10.1%,7.9%,7.2%,8.7%,6.8%,-5.8%,,19.2%,6.0%,3.4%,23.4%,17.3%,-83.3%,-132.4%,18.2%,134.0%,2.4%
Current Ratio,3.13,2.97,3.24,3.59,3.78,3.70,4.12,4.48,3.78,,4.74,4.97,5.09,4.48,5.31,4.96,4.65,3.78,4.85,4.54
Quick Ratio,0.84,0.80,1.62,2.31,2.47,2.38,2.61,3.30,2.55,,2.81,3.57,3.24,3.30,3.06,2.91,3.06,2.55,3.07,2.59
Days Inventory Outstanding,33.2,37.9,42.8,48.7,49.1,49.3,46.1,48.3,51.0,,46.5,47.3,53.6,57.2,52.9,47.1,48.6,51.0,48.3,46.2
Days Sale Outstanding,49.4,49.1,54.8,50.8,59.9,63.7,68.3,58.3,64.3,,58.3,43.4,43.5,58.3,52.7,49.0,46.4,64.3,46.7,44.9
Days Payable Outstanding,45.5,46.0,47.3,46.1,44.3,48.9,49.9,46.6,46.6,,47.9,39.9,36.2,42.8,43.8,37.6,34.0,40.1,41.1,35.6
Cash Conversion Cycle,29.9,32.6,48.5,62.4,57.7,58.5,64.3,68.5,68.6,,63.3,66.2,56.6,63.3,68.5,63.9,63.6,60.1,69.1,56.5
Debt to Asset Ratio,0.35,0.36,0.32,0.28,0.27,0.27,0.24,0.22,0.25,,0.21,0.20,0.20,0.22,0.19,0.20,0.21,0.25,0.22,0.23
Debt to Equity Ratio,0.53,0.57,0.46,0.40,0.36,0.36,0.31,0.28,0.33,,0.27,0.25,0.24,0.28,0.23,0.26,0.27,0.33,0.27,0.29
Interest Coverage Ratio,17.81M,"58,006","29,244",,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"2,219","2,546","2,385","2,476","2,888","3,264","4,031","3,909","2,890",,"4,183","4,077","3,938","3,909","3,944","3,922","2,669","2,890","2,982","3,250"
"Total Receivables, Net","1,076","1,263","1,434","1,178","1,424","1,538","1,697","1,379","1,401",,"1,405","1,047","1,039","1,379","1,190","1,098","1,013","1,401","1,003",962.2
Total Inventory,733.6,865.3,"1,010",961.4,"1,033","1,002",878.2,"1,046",896.6,,974.8,903.1,"1,229","1,046","1,002",843.9,"1,044",896.6,912.6,797.1
Total Current Assets,"4,032","4,683","4,838","4,624","5,358","5,815","6,625","6,349","5,195",,"6,574","6,058","6,237","6,349","6,149","5,871","4,735","5,195","4,904","5,017"
"Property/Plant/Equipment, Total - Net",832.7,905.0,"1,161","1,186","1,208","1,268","1,366","1,463","1,422",,"1,354","1,420","1,453","1,463","1,447","1,446","1,450","1,422","1,418","1,463"
Total Assets,"5,098","5,808","6,324","6,120","6,877","7,376","8,297","8,136","6,946",,"8,234","7,792","8,004","8,136","7,911","7,639","6,530","6,946","6,647","6,800"
Accounts Payable,870.9,"1,071","1,004",862.4,938.3,"1,078",959.1,894.5,879.2,,949.0,633.9,807.6,894.5,800.2,672.3,648.3,879.2,658.3,659.0
Accrued Expenses,288.6,321.6,383.3,345.0,335.8,366.5,378.4,95.9,113.6,,,,,95.9,,,,113.6,7.02,6.16
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"1,287","1,579","1,491","1,288","1,416","1,572","1,608","1,417","1,374",,"1,388","1,219","1,225","1,417","1,158","1,184","1,018","1,374","1,010","1,105"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"1,759","2,101","2,003","1,735","1,831","1,955","1,964","1,761","1,729",,"1,748","1,565","1,564","1,761","1,504","1,566","1,388","1,729","1,430","1,532"
Common Stock,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,198.0
Additional Paid-In Capital,726.1,726.1,726.1,726.1,726.1,726.1,726.1,726.1,726.1,,726.1,726.1,726.1,726.1,726.1,726.1,726.1,726.1,726.1,726.1
Retained Earnings (Accumulated Deficit),"2,367","2,749","3,365","3,435","4,095","4,468","5,382","5,427","5,242",,"5,536","5,277","5,492","5,427","5,459","5,126","5,166","5,242","5,242","4,345"
Shareholders' Equity,"3,339","3,706","4,320","4,385","5,046","5,421","6,333","6,375","5,217",,"6,485","6,227","6,440","6,375","6,407","6,073","5,142","5,217","5,217","5,268"
Cash from Operating Activities,268.0,568.6,352.8,194.6,409.7,542.0,760.3,223.4,343.0,,12.3,362.8,-207.7,55.9,83.0,337.5,-109.3,31.9,181.9,344.8
Cash from Investing Activities,-21.3,72.2,"-1,146",-493.0,-24.8,176.9,127.9,-477.2,"1,168",,140.0,-601.3,439.0,-454.8,902.0,0.35,191.1,74.3,-89.2,215.3
Cash from Financing Activities,-467.5,-313.5,-348.1,-430.1,-253.0,-463.5,-421.1,-667.9,"-1,330",,,-667.9,0.00,0.00,,-359.7,-970.4,0.00,,-90.1
Net Change in Cash,-220.8,327.3,"-1,141",-728.5,132.0,255.4,467.2,-921.7,180.7,,152.3,-906.4,231.3,-398.9,985.0,-21.9,-888.6,106.2,91.8,468.2
Free Cashflows,-62.3,314.4,-90.6,-120.7,130.9,165.2,325.6,-221.1,47.3,,-62.1,230.1,-320.7,-68.4,6.07,261.9,-203.9,-16.7,79.4,219.4
Free Cashflow per Share,-2.83,14.3,-4.12,-5.48,5.95,7.51,14.8,-10.1,2.39,,-2.82,10.5,-14.6,-3.11,0.28,11.9,-10.0,-0.84,4.01,11.1
