,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,588.7,436.6,497.2,445.9,76.2,-48.4,-14.5,75.0,,,-1.90,-19.9,25.6,48.6,45.1,-2.38,-16.3,2.60,82.7,2.72
"Selling/General/Administrative Expenses, Total",272.5,275.0,262.7,296.7,177.0,138.6,151.9,148.3,,,37.7,30.8,48.8,38.7,36.8,35.9,37.0,37.2,42.0,36.5
Operating Income,336.3,161.5,234.5,150.4,-98.2,-185.8,-164.8,-71.7,,,-38.9,-50.7,-21.6,15.9,8.89,-37.9,-51.7,-31.3,41.3,-32.5
Net Income,192.1,61.1,121.0,93.8,-125.0,-212.4,-195.9,-92.7,,,-49.9,-55.7,-30.3,7.74,0.56,-42.8,-58.2,-36.6,34.2,-38.7
EBITDA,503.6,358.0,434.9,331.8,80.8,-21.6,-7.66,85.6,,,0.55,-10.9,17.0,55.5,48.2,1.78,-13.0,6.92,79.8,6.35
Gross Profit Margin,14.3%,12.0%,15.4%,19.5%,5.2%,-4.1%,-1.0%,5.9%,,,-0.5%,-8.9%,6.0%,8.5%,17.2%,-0.9%,-9.8%,1.2%,19.7%,1.5%
Operating Margin,8.2%,4.5%,7.2%,6.6%,-6.6%,-15.7%,-11.9%,-5.7%,,,-10.9%,-22.8%,-5.1%,2.8%,3.4%,-14.2%,-31.0%,-14.0%,9.8%,-17.7%
Net Profit Margin,4.7%,1.7%,3.7%,4.1%,-8.5%,-18.0%,-14.1%,-7.3%,,,-14.0%,-25.1%,-7.2%,1.4%,0.2%,-16.0%,-34.9%,-16.4%,8.1%,-21.1%
Return on Assets,8.0%,2.5%,5.5%,4.6%,-6.7%,-12.4%,-12.3%,-6.8%,,,-14.1%,-13.6%,-13.0%,-9.2%,-5.9%,-5.1%,-7.5%,-11.3%,-8.7%,-8.5%
Return on Equity,23.8%,7.0%,13.2%,7.3%,-11.3%,-23.5%,-27.6%,-15.0%,,,-6.3%,-7.6%,-4.3%,1.1%,0.1%,-6.3%,-9.4%,-6.3%,5.6%,-6.7%
Return on Total Capital,11.9%,4.0%,7.8%,5.3%,-8.2%,-17.3%,-20.7%,-12.1%,,,-20.7%,-21.0%,-20.7%,-13.8%,-8.5%,-7.7%,-12.1%,-19.4%,-14.4%,-15.2%
SG&A to Sale,6.6%,7.6%,8.1%,13.0%,12.0%,11.7%,10.9%,11.7%,,,10.6%,13.9%,11.5%,6.8%,14.0%,13.4%,22.1%,16.7%,10.0%,19.9%
Depreciation & Amortisation,165.9,196.5,200.4,181.4,179.0,164.2,157.1,157.3,,,39.4,39.8,38.5,39.7,39.3,39.7,38.7,38.2,38.5,38.8
Tax Rate,0.0%,3.9%,11.6%,20.0%,-2.2%,-0.6%,-2.0%,-5.7%,,,-9.3%,2.9%,-3.4%,23.4%,83.4%,0.5%,-0.1%,-0.1%,3.1%,-3.2%
Current Ratio,0.70,0.63,0.49,1.65,1.15,0.73,0.50,0.29,,,0.55,0.50,0.50,0.32,0.44,0.25,0.29,0.26,0.34,0.32
Quick Ratio,0.15,0.13,0.18,0.74,0.15,0.13,0.023,0.090,,,0.062,0.077,0.023,0.15,0.11,0.10,0.090,0.060,0.13,0.067
Days Inventory Outstanding,22.0,30.9,24.0,18.0,29.9,65.0,67.0,51.6,,,50.8,57.2,58.7,36.1,23.6,22.3,20.6,36.5,31.3,37.9
Days Sale Outstanding,7.63,7.84,10.3,6.38,6.75,19.2,3.18,12.0,,,7.78,10.8,3.18,12.3,11.4,8.99,12.0,11.3,19.7,11.9
Days Payable Outstanding,5.64,5.10,1.36,0.90,0.31,0.42,5.21,6.51,,,1.33,1.40,6.13,5.48,1.48,1.31,1.36,2.49,3.11,2.35
Cash Conversion Cycle,25.8,37.8,32.4,28.3,37.8,78.5,66.6,58.3,,,63.8,64.6,55.2,42.1,34.6,30.9,31.0,46.8,42.9,53.2
Debt to Asset Ratio,0.68,0.54,0.56,0.36,0.36,0.47,0.52,0.50,,,0.49,0.51,0.52,0.45,0.46,0.45,0.50,0.51,0.48,0.50
Debt to Equity Ratio,2.08,1.46,1.25,0.56,0.56,0.89,1.09,1.00,,,0.97,1.06,1.09,0.81,0.87,0.81,1.00,1.05,0.93,1.00
Interest Coverage Ratio,,2.60,4.96,3.05,,,,,,,,,,2.75,1.61,,,,6.83,
Cash and Short Term Investments,8.69,49.2,23.6,218.4,9.30,6.29,1.06,0.94,,,5.81,3.67,1.06,4.53,5.84,3.00,0.94,3.30,4.69,9.12
"Total Receivables, Net",86.1,78.0,91.3,40.0,27.3,62.3,12.1,41.5,,,29.4,38.6,12.1,52.9,46.1,37.5,41.5,28.5,58.2,32.3
Total Inventory,303.8,237.4,122.6,58.6,171.0,266.9,248.3,88.4,,,221.9,203.1,248.3,52.3,125.8,46.3,88.4,89.9,83.7,107.9
Total Current Assets,403.8,370.5,242.6,323.9,213.4,340.1,265.6,135.3,,,261.2,249.9,265.6,113.4,184.7,93.2,135.3,126.3,153.4,156.2
"Property/Plant/Equipment, Total - Net","2,052","1,929","1,803","1,656","1,506","1,359","1,211","1,091",,,"1,292","1,258","1,211","1,177","1,147","1,120","1,091","1,057","1,023",986.2
Total Assets,"2,484","2,332","2,063","1,995","1,730","1,709","1,486","1,235",,,"1,562","1,518","1,486","1,299","1,340","1,222","1,235","1,191","1,184","1,151"
Accounts Payable,77.5,11.7,8.64,0.49,1.86,0.97,39.1,3.40,,,2.37,8.02,39.1,6.53,4.61,5.47,3.40,8.77,8.47,3.40
Accrued Expenses,74.1,46.3,47.1,37.8,12.9,11.8,20.1,17.0,,,19.5,15.8,20.1,21.5,18.8,20.0,17.0,20.4,20.9,13.2
Debt Due,425.5,443.7,186.9,138.4,168.9,450.4,468.4,437.9,,,445.4,476.8,468.4,325.2,389.9,338.3,437.9,443.5,422.0,464.8
Total Current Liabilities,577.1,585.7,497.6,196.8,185.3,464.8,531.9,461.2,,,473.6,503.7,531.9,359.4,422.0,368.3,461.2,476.5,455.0,483.9
Long Term Debt,813.2,661.4,626.3,498.1,414.9,328.5,236.5,147.8,,,282.3,263.4,236.5,214.4,192.0,169.9,147.8,125.7,103.6,79.5
Total Liabilities,"1,676","1,264","1,145",715.3,622.3,806.6,776.5,617.9,,,769.8,781.1,776.5,582.2,622.5,546.9,617.9,611.3,570.2,575.3
Common Stock,200.0,200.0,200.0,940.0,940.0,940.0,940.0,940.0,,,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0
Additional Paid-In Capital,,,,227.9,227.9,227.9,227.9,227.9,,,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9
Retained Earnings (Accumulated Deficit),607.1,668.3,789.3,183.1,11.1,-194.0,-386.7,-479.4,,,-303.9,-359.6,-386.7,-379.0,-378.4,-421.2,-479.4,-516.0,-481.8,-520.6
Shareholders' Equity,807.1,868.3,917.5,"1,279","1,107",902.1,709.4,616.7,,,792.3,736.6,709.4,717.2,717.7,674.9,616.7,580.1,614.3,575.5
Cash from Operating Activities,465.7,368.1,495.4,247.5,-71.7,-180.4,90.0,156.9,,,-10.0,-8.92,36.9,174.4,-34.3,85.1,-68.3,20.2,49.0,-11.7
Cash from Investing Activities,-302.1,-100.6,-52.1,-123.7,69.3,-17.8,-20.6,-36.8,,,-3.98,-5.68,-3.63,-5.12,-6.61,-13.7,-11.4,-1.28,-3.97,-2.29
Cash from Financing Activities,-161.7,-226.9,-468.9,-35.6,-101.0,192.7,-72.7,-120.8,,,14.2,12.5,-33.3,-166.4,42.8,-74.4,77.2,-16.5,-44.1,17.8
Net Change in Cash,1.83,40.5,-25.6,88.2,-103.4,-5.45,-3.30,-0.63,,,0.22,-2.13,-0.057,2.89,1.88,-3.00,-2.39,2.41,0.92,3.84
Free Cashflows,159.7,255.9,439.8,222.8,-108.2,-198.4,69.6,119.7,,,-14.0,-14.6,33.3,169.3,-41.0,71.4,-80.0,16.6,45.1,-13.6
Free Cashflow per Share,0.17,0.27,0.47,0.24,-0.12,-0.21,0.074,0.13,,,-0.015,-0.015,0.035,0.18,-0.044,0.076,-0.085,0.018,0.048,-0.015
