,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt Due,,,,,,4.65,4.75,4.75,"2,005",,4.75,4.75,4.75,4.75,4.75,"2,005","2,005","2,005","2,005",4.75
Total Current Liabilities,,,,,212.7,230.2,219.1,292.6,"2,376",,270.7,233.3,261.6,292.6,328.3,"2,250","2,282","2,376","2,205",195.2
Long Term Debt,,,,,"3,900","3,895","3,891","3,886","1,881",,"3,890","3,888","3,887","3,886","3,885","1,884","1,882","1,881","1,880","3,879"
Total Liabilities,,,,,"4,399","4,410","4,447","4,502","4,549",,"4,418","4,404","4,338","4,502","4,480","4,455","4,356","4,549","4,368","4,414"
Common Stock,,,,,"15,715","15,715","15,715","15,715","15,715",,"15,715","15,715","15,715","15,715","15,715","15,715","15,715","15,715","15,715","15,715"
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),,,,,290.8,393.6,310.2,401.9,474.3,,404.4,450.9,497.0,401.9,457.5,534.0,620.3,474.3,481.5,485.0
Shareholders' Equity,,,,,"16,005","16,108","16,025","16,116","16,189",,"16,119","16,165","16,212","16,116","16,172","16,249","16,335","16,189","16,196","16,199"
Cash from Operating Activities,,,,,"-37,981","1,305","1,205","1,358","1,369",,348.2,302.3,274.4,432.8,292.1,321.7,311.4,443.5,265.8,395.9
Cash from Investing Activities,,,,,,,,,,,,,,,,,,,,
Cash from Financing Activities,,,,,"38,391","-1,255","-1,254","-1,279","-1,412",,-264.6,-323.5,-338.3,-353.1,-308.6,-338.2,-367.9,-397.5,-323.4,-341.4
Net Change in Cash,,,,,409.7,49.8,-48.6,78.2,-43.5,,83.6,-21.2,-63.8,79.7,-16.5,-16.6,-56.5,46.0,-57.6,54.5
Free Cashflows,,,,,"-37,981","1,305","1,205","1,358","1,369",,348.2,302.3,274.4,432.8,292.1,321.7,311.4,443.5,265.8,395.9
Free Cashflow per Share,,,,,-25.6,0.88,0.81,0.92,0.92,,0.23,0.20,0.19,0.29,0.20,0.22,0.21,0.30,0.18,0.27
