,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Sale Outstanding,,47.6,53.1,85.7,66.1,62.8,59.1,63.3,,,82.8,77.8,59.1,64.8,70.8,74.4,63.3,81.0,76.1,80.0
Days Payable Outstanding,,40.2,44.2,58.8,58.3,46.9,42.3,39.1,,,44.4,44.6,43.7,39.0,38.0,40.7,41.2,39.0,39.0,41.8
Cash Conversion Cycle,,21.3,3.27,5.02,35.6,21.4,23.0,26.6,,,39.8,40.0,33.7,32.7,35.9,38.6,37.6,42.1,45.7,41.8
Debt to Asset Ratio,,0.48,0.50,0.75,0.74,0.15,0.12,0.30,,,0.14,0.12,0.12,0.15,0.32,0.32,0.30,0.20,0.20,0.17
Debt to Equity Ratio,,0.94,0.99,3.28,2.92,0.19,0.15,0.44,,,0.17,0.14,0.15,0.19,0.48,0.48,0.44,0.26,0.26,0.21
Interest Coverage Ratio,,13.9,16.9,5.42,3.53,7.86,91.7,26.7,,,50.7,155.8,"2,328",287.1,14.2,24.6,22.2,47.1,49.2,232.2
Cash and Short Term Investments,,53.9,6.26,12.2,4.22,711.3,673.1,539.8,,,632.8,593.1,673.1,760.4,532.6,484.3,539.8,470.2,385.5,124.2
"Total Receivables, Net",,90.3,117.4,225.0,187.4,210.1,228.9,278.5,,,292.6,290.5,228.9,264.6,299.2,321.8,278.5,369.1,355.0,381.0
Total Inventory,,17.7,19.3,30.7,24.2,19.8,23.8,29.0,,,19.6,20.8,23.8,24.3,24.6,26.1,29.0,26.3,24.3,25.7
Total Current Assets,,162.9,144.6,270.8,220.3,944.7,929.3,935.2,,,954.7,913.1,929.3,"1,054",860.7,837.0,935.2,870.8,769.0,535.7
"Property/Plant/Equipment, Total - Net",,369.1,437.4,751.5,721.8,769.5,829.6,807.8,,,782.6,787.6,829.6,840.5,846.0,855.6,807.8,859.0,862.5,922.9
Total Assets,,564.0,613.7,"1,137","1,065","1,824","1,901","1,879",,,"1,868","1,831","1,901","2,044","1,859","1,828","1,879","1,864","1,775","1,602"
Accounts Payable,,51.2,87.4,145.3,110.6,114.7,113.9,122.4,,,113.3,122.3,113.9,103.4,115.7,126.3,122.4,119.2,128.4,141.7
Accrued Expenses,,28.5,35.5,30.7,27.7,29.9,39.7,29.5,,,20.6,26.3,39.7,21.0,27.2,26.7,29.5,21.7,32.0,27.8
Debt Due,,32.5,49.8,240.1,151.6,25.0,0.49,93.7,,,29.6,0.71,0.49,6.91,96.5,73.1,93.7,45.3,14.0,0.40
Total Current Liabilities,,122.0,172.9,467.8,338.8,200.4,192.4,278.2,,,195.6,182.5,192.4,190.8,284.3,266.5,278.2,258.2,243.3,222.8
Long Term Debt,,126.3,108.2,370.7,421.6,56.7,1.31,251.8,,,40.4,1.36,1.31,74.7,275.1,277.3,251.8,77.9,64.3,0.59
Total Liabilities,,272.8,307.7,856.1,789.9,282.6,234.9,570.4,,,263.6,212.4,234.9,308.3,603.6,588.2,570.4,378.1,360.8,278.2
Common Stock,,96.5,96.5,96.5,225.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,,,,,,"1,093","1,093","1,093",,,"1,093","1,093","1,093","1,093","1,093","1,093","1,093","1,093","1,093","1,093"
Retained Earnings (Accumulated Deficit),,194.7,213.6,164.9,45.5,107.3,208.1,266.5,,,150.7,162.6,208.1,273.6,212.8,197.7,266.5,442.9,371.2,280.7
Shareholders' Equity,,291.1,310.1,261.4,270.5,"1,490","1,591","1,306",,,"1,534","1,546","1,591","1,657","1,252","1,237","1,306","1,482","1,410","1,320"
Cash from Operating Activities,,160.3,206.6,125.4,162.5,226.4,16.3,596.3,,,29.9,113.7,-154.8,-48.7,101.8,396.0,147.2,36.4,113.4,84.0
Cash from Investing Activities,,-53.0,-106.7,-220.1,-44.0,-579.0,276.4,-704.1,,,72.1,272.3,40.8,83.2,-28.7,-274.6,-64.6,75.9,-32.5,212.1
Cash from Financing Activities,,-71.8,-147.5,100.6,-126.5,549.6,-225.1,128.8,,,-66.5,-128.5,-0.51,70.6,-237.1,-115.3,-8.70,-231.9,-165.7,-257.4
Net Change in Cash,,35.5,-47.6,5.94,-7.99,196.9,67.6,21.0,,,35.5,257.5,-114.5,105.0,-164.0,6.07,74.0,-119.7,-84.7,38.7
Free Cashflows,,120.2,106.2,40.6,124.9,150.0,-111.0,461.7,,,-0.12,85.7,-213.1,-65.6,78.8,365.7,82.8,-24.5,91.7,-4.87
Free Cashflow per Share,,0.40,0.35,0.14,0.42,0.50,-0.37,1.54,,,0.000,0.29,-0.71,-0.22,0.26,1.22,0.28,-0.082,0.31,-0.016
