,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,20.4%,10.6%,16.8%,14.5%,11.6%,9.9%,11.0%,12.5%,13.3%,,9.1%,11.7%,12.4%,16.0%,11.6%,12.1%,14.3%,14.9%,9.2%,13.0%
Net Profit Margin,16.0%,9.3%,14.2%,14.5%,12.2%,12.2%,11.5%,12.5%,13.5%,,10.0%,11.9%,12.6%,15.3%,11.6%,14.1%,13.9%,14.3%,9.8%,14.7%
Return on Assets,15.6%,7.3%,14.8%,12.3%,9.0%,9.4%,8.6%,10.3%,10.9%,,8.5%,8.5%,9.0%,10.1%,10.1%,10.7%,11.2%,10.6%,10.0%,10.5%
Return on Equity,17.3%,8.6%,16.3%,13.7%,10.0%,10.4%,9.5%,11.4%,12.4%,,2.2%,2.8%,3.0%,3.8%,2.6%,3.4%,3.6%,3.4%,2.1%,3.7%
Return on Total Capital,17.3%,8.6%,16.3%,13.7%,10.0%,10.4%,9.5%,11.4%,12.4%,,9.7%,9.8%,10.2%,11.4%,11.7%,12.5%,12.9%,12.4%,11.9%,12.5%
SG&A to Sale,7.4%,8.1%,7.1%,8.1%,7.6%,7.3%,7.2%,6.7%,6.3%,,6.8%,7.1%,6.7%,6.4%,6.7%,6.5%,6.2%,6.0%,7.2%,6.0%
Depreciation & Amortisation,692.6,639.9,752.5,906.5,996.2,"1,045","1,021","1,052","1,021",,315.3,323.0,322.7,90.8,310.6,314.1,305.0,90.8,341.3,368.8
Tax Rate,29.0%,25.4%,22.8%,19.5%,19.9%,19.7%,19.6%,19.0%,18.6%,,19.6%,19.4%,17.5%,19.6%,19.5%,17.7%,18.5%,19.0%,19.2%,15.2%
Current Ratio,3.75,3.07,2.71,3.55,3.83,4.30,5.00,4.50,3.13,,4.60,4.59,5.08,4.50,4.17,4.17,3.92,3.13,3.23,2.92
Quick Ratio,1.30,1.23,1.23,1.22,1.68,2.68,3.79,3.16,2.14,,3.10,3.21,3.81,3.16,3.26,3.27,3.16,2.14,1.89,1.99
Days Inventory Outstanding,27.9,40.4,35.1,35.5,39.0,35.0,30.0,23.7,27.3,,30.3,31.9,28.3,23.7,24.4,27.8,30.2,32.3,36.1,36.0
Days Sale Outstanding,58.5,72.0,65.9,58.9,71.9,77.8,67.5,64.2,63.3,,70.6,68.4,67.1,64.2,63.4,63.3,68.3,63.3,58.4,72.2
Days Payable Outstanding,35.3,38.0,31.5,35.2,36.5,37.1,36.7,32.1,33.3,,37.8,37.8,34.1,33.4,36.7,36.6,34.5,35.3,34.1,33.0
Cash Conversion Cycle,44.8,73.0,56.9,70.1,66.0,67.4,66.0,49.6,52.5,,57.0,64.2,60.1,53.1,47.6,55.8,59.0,62.3,63.5,66.6
Debt to Asset Ratio,0.16,0.15,0.16,0.13,0.13,0.13,0.12,0.14,0.17,,0.14,0.14,0.13,0.14,0.15,0.15,0.15,0.17,0.16,0.16
Debt to Equity Ratio,0.20,0.18,0.19,0.15,0.15,0.15,0.14,0.17,0.21,,0.16,0.16,0.15,0.17,0.18,0.17,0.17,0.21,0.19,0.20
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"3,695","1,907","1,817","2,827","3,078","3,960","4,923","6,224","5,297",,"5,364","5,388","5,666","6,224","6,304","5,737","5,308","5,297","4,747","3,536"
"Total Receivables, Net","1,433","1,539","2,046","1,658","1,877","2,276","2,038","2,324","2,538",,"2,198","2,211","2,292","2,324","2,355","2,414","2,708","2,538","2,361","3,015"
Total Inventory,584.3,848.4,844.3,729.4,939.2,772.4,721.7,674.7,"1,100",,833.8,871.4,723.7,674.7,793.1,929.0,"1,001","1,100","1,280","1,171"
Total Current Assets,"5,746","4,349","4,738","5,262","5,947","7,060","7,738","9,290","9,034",,"8,442","8,503","8,723","9,290","9,507","9,117","9,067","9,034","8,458","7,780"
"Property/Plant/Equipment, Total - Net","3,268","4,574","5,905","5,975","5,823","5,536","5,460","5,565","7,703",,"5,349","5,272","5,307","5,565","5,866","5,995","6,628","7,703","8,396","9,020"
Total Assets,"9,865","10,025","11,744","12,506","13,294","14,407","15,186","16,939","19,255",,"15,786","15,817","16,056","16,939","17,604","17,446","18,150","19,255","19,341","19,373"
Accounts Payable,693.5,653.9,865.0,692.9,870.7,944.2,881.0,"1,013","1,151",,"1,062",960.9,961.0,"1,013","1,196","1,069","1,142","1,151","1,095","1,150"
Accrued Expenses,251.5,360.9,377.1,337.3,366.0,398.3,389.5,549.3,509.2,,433.0,526.8,510.3,549.3,526.1,701.2,691.3,509.2,502.5,660.8
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"1,533","1,416","1,750","1,484","1,551","1,643","1,548","2,066","2,883",,"1,837","1,853","1,719","2,066","2,282","2,187","2,312","2,883","2,619","2,661"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"1,625","1,528","1,909","1,674","1,755","1,899","1,844","2,407","3,288",,"2,140","2,173","2,048","2,407","2,639","2,554","2,703","3,288","3,083","3,176"
Common Stock,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1
Additional Paid-In Capital,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3,504.3
Retained Earnings (Accumulated Deficit),"7,488","7,716","9,059","10,029","10,728","11,663","12,551","13,827","15,268",,"12,847","12,846","13,272","13,827","14,209","14,177","14,727","15,268","15,602","15,570"
Shareholders' Equity,"8,240","8,497","9,836","10,832","11,539","12,508","13,341","14,531","15,967",,"13,646","13,644","14,009","14,531","14,965","14,892","15,447","15,967","16,259","16,197"
Cash from Operating Activities,"2,155",787.2,"2,239","2,503","1,737","1,890","2,372","2,733","2,504",,545.8,600.5,654.3,932.1,766.9,482.2,402.7,851.9,668.1,427.1
Cash from Investing Activities,-497.1,"-1,715","-2,010","-1,025","-1,596","-2,033","-2,743","-1,424","-2,308",,242.6,-439.3,-889.8,-337.2,"-1,554",-180.0,-678.5,104.5,-191.0,-694.7
Cash from Financing Activities,-383.1,-498.0,-229.9,-517.2,-459.1,-367.8,-382.9,-383.1,-536.4,,,-383.1,0.00,0.00,,-536.4,0.00,0.00,,-631.6
Net Change in Cash,"1,275","-1,426",-1.02,960.3,-316.9,-510.4,-754.3,926.4,-340.0,,788.0,-219.8,-236.4,594.5,-781.3,-240.0,-276.2,957.6,474.5,-897.7
Free Cashflows,"1,292","-1,254",190.4,"1,595",723.4,"1,150","1,412","1,770",-143.6,,397.9,440.2,328.1,604.3,141.1,22.9,-349.6,42.0,-563.1,-590.6
Free Cashflow per Share,16.9,-16.4,2.49,20.8,9.44,15.0,18.4,23.1,-1.87,,5.19,5.74,4.28,7.89,1.84,0.30,-4.56,0.55,-7.35,-7.71
