,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Interest Coverage Ratio,283.1,103.1,68.8,51.3,68.1,101.5,48.9,36.7,,,58.1,34.1,35.2,33.8,36.7,35.6,42.2,35.5,28.2,66.6
Cash and Short Term Investments,190.3,188.6,169.1,225.2,235.5,99.9,112.9,126.9,,,121.5,124.6,112.9,201.5,98.1,81.7,126.9,174.1,165.3,85.9
"Total Receivables, Net",138.0,140.5,109.6,93.0,131.7,186.1,271.3,291.0,,,304.2,254.5,271.3,320.1,283.1,279.1,291.0,353.1,324.3,262.6
Total Inventory,"1,266","1,550","1,605","1,760","1,582","1,567","1,797","1,964",,,"1,860","1,909","1,797","1,656","1,806","1,953","1,964","1,980","2,113","2,257"
Total Current Assets,"1,623","1,911","1,915","2,138","1,992","1,853","2,181","2,382",,,"2,286","2,288","2,181","2,177","2,187","2,314","2,382","2,538","2,602","2,606"
"Property/Plant/Equipment, Total - Net","2,514","2,701","2,942","2,999","3,074","3,837","4,807","5,479",,,"4,275","4,568","4,807","4,915","4,988","5,346","5,479","5,584","5,780","5,974"
Total Assets,"4,288","4,877","5,130","5,191","5,134","5,750","7,097","8,003",,,"6,670","6,967","7,097","7,196","7,274","7,757","8,003","8,247","8,505","8,689"
Accounts Payable,607.5,689.0,588.1,507.3,478.1,,,,,,,,,,,,,,,
Accrued Expenses,127.1,73.4,83.8,78.2,79.1,,,,,,,,,,,,,,,
Debt Due,400.0,840.0,"1,185","1,390",960.0,"1,330","2,111","2,406",,,"1,460","1,940","2,111","1,634","1,610","2,162","2,406","2,110","1,730","2,030"
Total Current Liabilities,"1,481","1,887","2,157","2,189","1,797","2,177","3,078","3,436",,,"2,629","2,947","3,078","2,862","2,827","3,238","3,436","3,377","2,949","3,038"
Long Term Debt,,,,,,,,,,,,,,31.3,,,,,,
Total Liabilities,"1,624","2,080","2,368","2,386","2,014","2,373","3,316","3,681",,,"2,869","3,192","3,316","3,129","3,067","3,482","3,681","3,627","3,231","3,324"
Common Stock,408.0,408.0,408.0,408.0,652.8,652.8,652.8,652.8,,,652.8,652.8,652.8,652.8,652.8,652.8,652.8,652.8,723.1,723.1
Additional Paid-In Capital,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,,,506.0,506.0,506.0,506.0,506.0,506.0,506.0,506.0,"1,245","1,245"
Retained Earnings (Accumulated Deficit),"1,709","1,838","1,797","1,848","1,915","2,170","2,366","2,614",,,"2,341","2,341","2,366","2,645","2,527","2,565","2,614","2,920","2,729","2,783"
Shareholders' Equity,"2,623","2,752","2,711","2,762","3,074","3,329","3,525","3,694",,,"3,500","3,500","3,525","3,804","3,686","3,724","3,694","3,962","4,579","4,634"
Cash from Operating Activities,"1,461","1,146","1,485","1,419","1,908","1,794","1,466","1,547",,,245.8,180.7,363.6,782.9,289.1,121.5,353.6,671.6,285.0,123.0
Cash from Investing Activities,-598.7,-364.1,-490.8,-344.9,-385.9,"-1,106","-1,245","-1,274",,,-260.4,-411.3,-354.1,-239.0,-177.0,-493.2,-365.2,-317.8,-302.6,-331.5
Cash from Financing Activities,-831.5,-783.6,"-1,013","-1,036","-1,512",-823.7,-207.3,-241.3,,,5.66,233.7,-21.2,-455.4,-198.2,355.3,56.9,-306.5,8.67,129.1
Net Change in Cash,30.4,-1.70,-19.5,37.7,10.3,-135.6,13.0,31.3,,,-9.01,3.11,-11.7,88.6,-86.1,-16.4,45.2,47.2,-8.88,-79.4
Free Cashflows,859.3,774.5,"1,001","1,072","1,538",689.9,223.9,356.6,,,-14.7,-228.5,7.81,545.9,87.8,-368.8,91.7,405.4,-55.9,-208.0
Free Cashflow per Share,0.13,0.12,0.15,0.16,0.24,0.11,0.034,0.055,,,-0.002,-0.035,0.001,0.084,0.013,-0.056,0.014,0.062,-0.008,-0.029
