,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,32.6%,34.5%,37.0%,37.2%,36.2%,35.8%,37.7%,36.7%,,,41.2%,37.7%,33.5%,37.2%,37.8%,36.3%,35.5%,35.7%,36.6%,35.0%
Depreciation & Amortisation,155.9,160.7,172.1,171.3,175.5,194.2,229.6,235.5,,,54.5,58.3,61.9,58.4,59.6,60.7,56.8,60.8,58.7,56.7
Tax Rate,34.0%,16.5%,14.3%,9.8%,13.0%,9.2%,9.3%,7.4%,,,1.2%,1.5%,17.1%,10.4%,4.7%,16.5%,4.1%,14.1%,1.3%,21.7%
Current Ratio,2.84,2.69,3.42,3.26,3.41,3.58,3.43,3.87,,,3.35,3.42,3.43,3.56,3.80,3.62,3.87,4.06,3.84,4.10
Quick Ratio,1.00,0.96,1.20,1.01,1.09,1.02,1.13,1.31,,,0.91,1.10,1.13,0.95,1.13,1.19,1.31,1.51,1.38,1.42
Days Inventory Outstanding,154.7,178.7,191.8,199.2,190.9,182.2,172.8,164.5,,,180.4,179.4,172.8,166.7,169.8,169.2,167.1,163.8,169.6,177.8
Days Sale Outstanding,68.3,70.1,65.3,64.6,65.0,59.4,66.5,64.4,,,53.5,63.0,66.5,55.7,60.0,61.4,64.4,57.5,56.0,52.3
Days Payable Outstanding,64.1,64.3,59.8,63.3,60.5,58.5,61.3,60.2,,,63.9,60.3,59.5,60.8,59.8,60.1,61.4,60.8,64.2,65.4
Cash Conversion Cycle,152.5,183.3,205.2,201.6,198.2,181.9,175.2,170.9,,,172.3,179.9,177.0,166.3,170.2,166.8,171.0,162.7,161.5,169.0
Debt to Asset Ratio,0.17,0.18,0.14,0.15,0.14,0.14,0.14,0.14,,,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
Debt to Equity Ratio,0.21,0.21,0.17,0.17,0.16,0.16,0.17,0.16,,,0.16,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.17,0.16
Interest Coverage Ratio,,106.1,30.8,"134,111",241.2,133.9,,,,,,,78.5,5.00,45.6,,,,,
Cash and Short Term Investments,520.2,184.4,170.4,617.2,589.8,"1,175",911.1,"1,817",,,914.5,565.7,911.1,"1,483","1,378","1,542","1,817","2,326","2,426","2,307"
"Total Receivables, Net","2,400","2,628","2,383","2,131","2,199","2,051","2,269","2,180",,,"1,852","2,173","2,269","1,910","2,043","2,096","2,180","1,930","1,841","1,666"
Total Inventory,"3,764","4,488","4,099","4,016","3,979","3,859","3,585","3,481",,,"3,909","3,859","3,585","3,675","3,633","3,696","3,481","3,569","3,674","3,778"
Total Current Assets,"6,830","7,414","6,786","6,919","6,892","7,190","6,903","7,656",,,"6,805","6,725","6,903","7,168","7,179","7,466","7,656","7,936","8,079","7,928"
"Property/Plant/Equipment, Total - Net","2,098","2,331","2,314","2,490","2,651","2,834","2,893","2,863",,,"2,799","2,824","2,893","2,854","2,847","2,849","2,863","2,828","2,795","2,792"
Total Assets,"16,583","19,325","17,820","18,486","18,565","20,199","23,280","23,550",,,"20,904","21,982","23,280","23,460","22,891","23,562","23,550","23,625","23,688","23,476"
Accounts Payable,"1,524","1,444","1,236","1,345","1,189","1,328","1,311","1,273",,,"1,361","1,251","1,311","1,337","1,238","1,365","1,273","1,343","1,399","1,340"
Accrued Expenses,115.0,113.3,103.2,0.48,0.049,0.86,0.78,0.90,,,0.77,0.80,0.78,0.83,0.76,1.14,0.90,0.90,2.14,2.95
Debt Due,0.00,464.0,0.00,0.00,30.0,20.0,30.0,30.0,,,30.0,24.0,30.0,30.0,30.0,24.0,30.0,31.0,61.6,50.3
Total Current Liabilities,"2,408","2,752","1,984","2,119","2,023","2,008","2,014","1,981",,,"2,029","1,968","2,014","2,012","1,892","2,061","1,981","1,954","2,106","1,932"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"2,825","3,405","2,530","2,744","2,579","2,819","3,370","3,304",,,"2,958","3,117","3,370","3,335","3,138","3,410","3,304","3,234","3,371","3,186"
Common Stock,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,,,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6,290.6
Additional Paid-In Capital,"1,539","1,539","1,539","1,539","1,539","1,539","1,539","1,539",,,"1,539","1,539","1,539","1,539","1,539","1,539","1,539","1,539","1,539","1,539"
Retained Earnings (Accumulated Deficit),"8,692","10,144","10,465","10,658","11,134","11,765","12,278","12,922",,,"11,910","11,965","12,278","12,555","12,597","12,675","12,922","13,192","13,215","13,254"
Shareholders' Equity,"13,758","15,920","15,291","15,735","16,002","17,396","19,911","20,241",,,"17,961","18,882","19,911","20,126","19,752","20,148","20,241","20,388","20,314","20,288"
Cash from Operating Activities,-69.0,-398.5,870.7,915.1,305.9,"1,064",156.0,705.0,,,32.9,-252.3,259.3,362.0,-70.5,205.2,208.3,163.9,168.3,-42.9
Cash from Investing Activities,-384.5,-76.8,-50.3,-125.0,46.5,-160.6,-97.1,111.3,,,-136.0,-90.1,77.5,200.6,204.6,-307.4,13.4,-262.2,204.8,-65.3
Cash from Financing Activities,-319.7,139.6,-834.4,-348.6,-384.4,-317.1,-325.7,-321.2,,,-334.7,-6.33,6.24,-0.94,-320.1,-6.41,6.27,-0.072,-320.7,-12.0
Net Change in Cash,-773.2,-335.8,-14.0,446.8,-27.4,585.7,-264.4,493.3,,,-437.7,-348.7,345.4,559.9,-183.2,-108.7,225.3,-100.9,52.5,-122.3
Free Cashflows,-469.3,-799.1,335.2,573.7,47.4,617.1,-178.8,504.5,,,-80.4,-312.4,132.1,326.8,-129.2,151.8,155.1,139.9,139.0,-73.9
Free Cashflow per Share,-1.61,-2.75,1.15,1.97,0.16,2.12,-0.62,1.74,,,-0.28,-1.07,0.45,1.12,-0.44,0.52,0.53,0.48,0.48,-0.25
