,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Current Ratio,2.77,3.57,12.4,6.46,4.63,2.91,2.36,2.38,,,4.06,2.03,2.36,2.31,2.63,2.56,2.38,2.71,2.36,1.55
Quick Ratio,1.85,1.64,1.97,2.84,2.01,1.68,1.62,1.66,,,0.87,1.15,1.62,1.53,1.57,1.74,1.66,1.72,1.60,1.09
Days Inventory Outstanding,4.68,6.83,8.21,6.92,9.57,12.5,11.5,12.1,,,11.8,11.8,11.8,11.7,12.0,11.6,12.1,12.6,13.2,14.0
Days Sale Outstanding,105.9,83.2,84.7,88.0,104.2,95.7,109.0,101.1,,,114.6,101.2,109.0,116.2,101.4,103.2,101.1,95.6,98.8,99.6
Days Payable Outstanding,57.5,37.0,15.4,13.4,17.6,14.0,9.87,9.56,,,10.4,10.1,10.7,10.9,10.6,8.44,8.18,4.67,0.085,0.035
Cash Conversion Cycle,68.2,79.7,75.6,77.3,102.6,110.5,104.4,103.6,,,122.7,110.0,104.3,111.2,112.1,105.0,103.1,110.6,111.5,113.0
Debt to Asset Ratio,0.23,0.17,0.074,0.12,0.13,0.24,0.12,0.11,,,0.27,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.13
Debt to Equity Ratio,0.30,0.21,0.080,0.14,0.15,0.32,0.14,0.12,,,0.37,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.15
Interest Coverage Ratio,9.55,102.7,264.4,12.6,,,,,,,,,,,,,,3.88,,
Cash and Short Term Investments,104.6,138.7,818.6,417.3,250.9,307.8,22.8,21.2,,,467.8,52.5,22.8,23.4,44.0,26.9,21.2,40.2,21.6,14.6
"Total Receivables, Net",172.9,137.8,156.0,164.9,149.7,119.7,133.9,135.1,,,138.0,118.9,133.9,146.7,126.1,132.4,135.1,128.5,129.6,131.3
Total Inventory,4.55,9.22,9.57,7.37,11.8,10.9,10.8,12.6,,,10.5,11.3,10.8,11.6,11.3,10.9,12.6,11.5,13.3,13.2
Total Current Assets,308.0,303.1,992.5,604.3,437.7,466.6,195.9,193.3,,,644.3,210.6,195.9,221.7,210.5,194.7,193.3,202.5,191.7,186.9
"Property/Plant/Equipment, Total - Net",236.8,261.0,343.3,868.1,956.1,"1,341","1,590","1,533",,,"1,586","1,600","1,590","1,570","1,548","1,539","1,533","1,516","1,510","1,537"
Total Assets,562.0,582.3,"1,353","1,497","1,421","1,836","1,810","1,737",,,"2,257","1,838","1,810","1,804","1,771","1,745","1,737","1,730","1,713","1,743"
Accounts Payable,53.5,21.0,14.2,18.7,16.6,8.83,9.75,8.77,,,8.22,10.3,9.75,11.1,9.16,7.08,8.77,0.13,0.033,0.033
Accrued Expenses,27.0,25.8,32.5,33.6,25.8,32.3,26.1,27.8,,,20.2,14.5,26.1,19.7,16.7,17.0,27.8,,,
Debt Due,5.85,5.52,5.39,18.6,35.7,46.3,35.0,27.3,,,73.2,59.4,35.0,40.4,33.1,30.6,27.3,22.8,35.7,70.7
Total Current Liabilities,111.2,84.8,79.9,93.6,94.6,160.5,82.9,81.2,,,158.6,103.7,82.9,95.9,80.2,76.2,81.2,74.8,81.2,121.0
Long Term Debt,6.37,0.85,2.34,68.0,66.4,256.1,107.8,80.6,,,422.8,87.1,107.8,99.5,91.5,85.6,80.6,76.7,72.8,70.6
Total Liabilities,130.8,100.2,100.7,181.3,190.3,448.5,224.5,190.9,,,615.1,227.1,224.5,224.0,201.0,191.1,190.9,181.8,188.8,225.1
Common Stock,259.1,259.1,469.2,531.6,531.6,644.0,781.6,781.6,,,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6
Additional Paid-In Capital,141.5,141.5,640.0,658.3,658.3,769.6,906.2,906.2,,,906.2,906.2,906.2,906.2,906.2,906.2,906.2,906.2,906.2,906.2
Retained Earnings (Accumulated Deficit),30.4,81.3,142.0,124.3,39.9,-25.9,-102.6,-141.4,,,-46.4,-76.6,-102.6,-107.6,-117.9,-133.9,-141.4,-139.5,-163.6,-169.9
Shareholders' Equity,431.1,481.9,"1,251","1,314","1,230","1,388","1,585","1,546",,,"1,641","1,611","1,585","1,580","1,570","1,554","1,546","1,548","1,524","1,518"
Cash from Operating Activities,52.7,101.5,118.5,67.9,32.6,54.6,-12.1,48.6,,,14.2,-16.8,-7.70,7.93,10.3,7.51,22.8,36.6,-7.63,13.0
Cash from Investing Activities,-73.2,-19.7,-841.7,31.1,-120.2,-531.3,-237.3,-15.1,,,-55.3,-48.9,-18.4,-4.43,25.7,-16.2,-20.2,-9.22,-20.1,-51.0
Cash from Financing Activities,-52.7,-16.2,690.8,112.4,-19.0,424.0,114.7,-35.0,,,268.7,-349.5,-3.60,-2.94,-15.3,-8.35,-8.36,-8.38,9.03,31.1
Net Change in Cash,-73.2,65.6,-32.4,211.4,-106.6,-52.7,-134.7,-1.55,,,227.6,-415.3,-29.7,0.56,20.6,-17.0,-5.74,19.0,-18.7,-6.97
Free Cashflows,8.53,45.5,-26.1,-518.8,-135.9,-370.7,-402.5,-2.27,,,-92.6,-65.6,-27.8,0.36,2.84,-8.80,3.34,28.1,-28.0,-38.5
Free Cashflow per Share,0.033,0.18,-0.056,-0.98,-0.26,-0.58,-0.51,-0.003,,,-0.12,-0.084,-0.036,0.000,0.004,-0.011,0.004,0.036,-0.036,-0.049
