,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Property/Plant/Equipment, Total - Net","4,458","4,186","3,899","3,517","3,192","3,019","2,794","2,785",,,"2,866","2,856","2,794","2,772","2,702","2,671","2,785","2,960","3,223","3,227"
Total Assets,"9,502","8,918","8,783","8,949","8,217","7,747","7,297","7,142",,,"7,616","7,606","7,297","7,273","7,149","6,824","7,142","7,360","6,959","6,540"
Accounts Payable,779.0,847.1,885.1,"1,190",842.1,742.4,648.9,519.6,,,656.0,768.5,648.9,749.5,645.1,527.2,519.6,545.1,358.8,247.6
Accrued Expenses,112.9,100.8,140.4,164.5,140.5,107.8,91.5,74.6,,,187.7,206.9,91.5,123.7,141.3,149.4,74.6,103.9,116.1,139.2
Debt Due,"6,163","4,187","4,272","4,482","3,991","3,069","3,292","3,502",,,"3,035","3,096","3,292","3,252","3,919","3,120","3,502","3,952","4,052","3,822"
Total Current Liabilities,"7,259","5,294","5,544","6,534","5,218","4,113","4,211","4,288",,,"4,165","4,340","4,211","4,334","4,955","4,011","4,288","4,835","4,750","4,382"
Long Term Debt,7.04,"1,130",606.1,224.9,186.9,925.7,663.8,"1,086",,,794.7,729.0,663.8,599.3,34.6,870.1,"1,086",985.9,894.4,809.1
Total Liabilities,"7,355","6,539","6,272","6,890","5,567","5,209","5,072","5,574",,,"5,139","5,253","5,072","5,135","5,197","5,093","5,574","6,025","5,914","5,467"
Common Stock,850.0,850.0,"1,000","1,000","1,200","1,200","1,200","1,200",,,"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,500"
Additional Paid-In Capital,350.0,350.0,500.0,500.0,700.0,700.0,700.0,700.0,,,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0
Retained Earnings (Accumulated Deficit),748.0,983.1,814.0,371.4,557.8,441.1,128.3,-537.4,,,376.6,254.2,128.3,32.9,-153.1,-374.2,-537.4,-780.6,"-1,068","-1,339"
Shareholders' Equity,"2,147","2,379","2,511","2,059","2,650","2,538","2,225","1,568",,,"2,478","2,354","2,225","2,138","1,952","1,732","1,568","1,335","1,045","1,073"
Cash from Operating Activities,473.9,"1,095",799.6,622.5,775.8,852.0,307.7,-149.9,,,176.8,115.4,-61.1,222.8,-43.4,-26.7,-302.6,-157.5,38.1,310.8
Cash from Investing Activities,-652.2,-307.7,-318.9,-270.6,-228.8,-326.1,-254.4,-330.6,,,-46.0,-95.8,-72.2,-86.7,-21.6,-29.5,-192.8,-88.8,-145.9,-105.8
Cash from Financing Activities,288.3,-939.2,-438.0,-218.7,-615.6,-402.3,-151.2,333.5,,,-188.4,-7.03,89.9,-106.2,68.8,-41.2,412.1,214.4,95.1,-51.2
Net Change in Cash,99.9,-148.4,22.7,129.4,-76.2,143.9,-91.2,-128.7,,,-57.9,11.4,-45.4,38.6,3.06,-86.4,-83.9,-22.4,-7.14,157.7
Free Cashflows,-180.9,761.7,452.4,346.3,545.9,520.5,40.5,-495.3,,,123.9,17.9,-137.5,136.0,-69.5,-60.7,-501.1,-246.3,-121.4,178.6
Free Cashflow per Share,-0.21,0.90,0.45,0.35,0.45,0.43,0.034,-0.41,,,0.10,0.015,-0.11,0.11,-0.058,-0.051,-0.42,-0.21,-0.10,0.12
