,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash and Short Term Investments,124.5,136.7,57.4,132.5,233.2,242.5,250.2,256.9,,,280.9,305.6,250.2,233.4,232.6,238.0,256.9,304.5,311.0,314.2
"Total Receivables, Net",327.9,311.4,349.4,364.4,381.8,411.7,423.7,446.7,,,456.4,453.2,423.7,477.2,466.8,425.9,446.7,447.5,473.0,458.4
Total Inventory,74.1,70.4,93.2,83.6,80.5,89.8,88.6,117.1,,,89.5,96.0,88.6,97.0,115.1,151.3,117.1,98.5,95.6,89.0
Total Current Assets,528.7,521.7,502.6,595.8,708.5,755.8,779.4,836.9,,,842.2,874.8,779.4,826.8,826.4,829.6,836.9,864.9,896.2,868.6
"Property/Plant/Equipment, Total - Net",353.6,390.2,460.7,435.6,434.5,389.1,539.7,492.8,,,386.0,373.9,539.7,535.8,518.6,504.1,492.8,486.2,510.4,506.3
Total Assets,927.9,975.3,"1,035","1,119","1,241","1,261","1,415","1,427",,,"1,359","1,381","1,415","1,454","1,446","1,433","1,427","1,444","1,498","1,469"
Accounts Payable,134.6,112.9,95.5,103.5,128.3,86.4,113.2,85.2,,,146.5,144.9,113.2,131.7,133.0,106.4,85.2,92.6,119.9,80.8
Accrued Expenses,43.1,46.7,52.3,49.9,53.5,50.1,55.3,51.7,,,46.2,50.2,55.3,49.3,52.6,53.9,51.7,39.8,42.8,40.4
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,189.2,163.2,150.0,160.2,206.9,142.5,214.4,159.4,,,206.0,199.3,214.4,227.6,226.0,192.6,159.4,151.3,203.2,135.3
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,191.7,168.3,155.7,169.0,217.8,156.3,231.5,182.2,,,221.4,215.4,231.5,245.7,245.0,212.5,182.2,175.4,228.4,161.4
Common Stock,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Additional Paid-In Capital,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,,,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
Retained Earnings (Accumulated Deficit),643.6,714.3,786.8,857.4,927.2,"1,009","1,096","1,158",,,"1,045","1,074","1,096","1,123","1,112","1,134","1,158","1,184","1,187","1,225"
Shareholders' Equity,736.2,807.0,879.4,950.0,"1,024","1,105","1,183","1,244",,,"1,137","1,166","1,183","1,208","1,201","1,220","1,244","1,269","1,269","1,308"
Cash from Operating Activities,155.9,54.3,187.1,100.9,191.2,86.8,133.0,166.4,,,73.6,-4.72,35.8,-15.8,85.4,7.60,89.2,16.0,21.1,109.1
Cash from Investing Activities,-103.9,-89.0,-139.1,-68.1,-82.3,-55.4,-178.8,-69.1,,,-28.9,-18.8,-113.0,-16.6,-17.5,-13.0,-22.0,-19.2,-29.3,-49.6
Cash from Financing Activities,-22.8,-22.8,-25.2,-27.6,-27.6,-27.9,-30.9,-35.0,,,-30.9,0.00,0.00,,-35.0,0.00,0.00,,-28.0,0.00
Net Change in Cash,29.2,-57.5,22.8,5.26,81.3,3.52,-76.9,62.3,,,13.1,-23.2,-77.0,-32.6,33.1,-5.47,67.2,-3.17,-36.2,59.5
Free Cashflows,61.2,-38.2,45.4,51.0,122.5,4.08,-49.2,96.8,,,44.6,-24.7,-77.9,-32.5,68.2,-5.20,66.3,-3.90,-6.82,59.0
Free Cashflow per Share,10.2,-6.36,7.56,8.50,20.4,0.68,-8.20,16.1,,,7.43,-4.12,-13.0,-5.42,11.4,-0.87,11.0,-0.65,-1.14,9.83
