,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,11.6%,19.1%,23.8%,24.4%,9.1%,4.5%,14.5%,20.5%,,,13.1%,16.8%,15.2%,14.2%,25.8%,21.2%,12.1%,20.4%,15.8%,8.4%
Net Profit Margin,3.4%,16.2%,17.6%,19.9%,7.8%,1.7%,10.1%,16.8%,,,7.9%,13.0%,11.6%,11.1%,20.7%,17.1%,12.0%,16.2%,13.2%,10.8%
Return on Assets,1.0%,6.2%,14.2%,13.1%,1.2%,0.2%,2.3%,8.1%,,,0.0%,0.7%,2.2%,2.8%,6.1%,8.6%,8.7%,8.9%,5.0%,2.7%
Return on Equity,1.6%,17.6%,34.7%,15.9%,2.5%,0.6%,7.1%,19.5%,,,1.1%,2.5%,3.4%,2.0%,9.8%,6.8%,2.3%,3.0%,1.4%,0.7%
Return on Total Capital,1.0%,12.2%,28.8%,15.9%,1.6%,0.4%,4.7%,18.7%,,,0.1%,1.3%,4.7%,6.6%,12.9%,19.6%,18.7%,16.8%,8.1%,4.5%
SG&A to Sale,31.8%,20.6%,12.5%,13.6%,24.4%,30.6%,19.2%,13.7%,,,19.6%,18.2%,17.2%,15.1%,8.3%,13.1%,25.6%,18.4%,23.4%,28.7%
Depreciation & Amortisation,0.55,0.63,2.64,6.95,4.65,4.59,13.6,12.4,,,3.83,3.67,2.36,3.29,3.34,3.20,2.61,2.96,2.85,2.90
Tax Rate,62.9%,9.9%,20.6%,18.9%,17.5%,41.2%,19.4%,20.0%,,,19.3%,16.0%,20.6%,23.8%,20.3%,20.5%,14.5%,22.5%,21.8%,20.7%
Current Ratio,5.00,1.57,1.88,3.30,2.30,1.51,1.85,1.87,,,1.70,1.99,1.85,1.71,1.94,1.81,1.87,1.99,2.33,2.51
Quick Ratio,4.30,1.43,0.00,0.21,0.00,0.002,0.002,0.025,,,0.003,0.003,0.002,0.002,0.005,0.017,0.025,0.021,0.023,0.035
Days Inventory Outstanding,"1,860","1,370",652.7,795.3,"3,220","4,552","2,198","1,051",,,"4,803","3,410","2,316","2,039","1,298",954.7,953.1,993.5,"1,513","2,580"
Days Sale Outstanding,"1,329","1,143",,,,5.06,2.01,9.16,,,5.73,3.23,2.01,1.79,2.11,6.32,9.16,7.76,11.6,24.6
Days Payable Outstanding,30.1,101.9,56.9,29.1,25.8,15.8,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,"2,503","2,004",797.1,787.3,"3,187","4,555","2,200","1,056",,,"4,810","3,414","2,318","2,041","1,300",958.7,961.0,"1,002","1,524","2,601"
Debt to Asset Ratio,0.51,0.74,0.61,0.30,0.65,0.73,0.69,0.55,,,0.71,0.71,0.69,0.68,0.62,0.57,0.55,0.59,0.64,0.62
Debt to Equity Ratio,1.03,2.82,1.54,0.43,1.83,2.66,2.25,1.22,,,2.42,2.42,2.25,2.14,1.65,1.30,1.22,1.41,1.82,1.66
Interest Coverage Ratio,,,11.2,36.3,10.5,1.03,4.89,41.0,,,2.79,7.15,10.3,15.2,81.6,38.8,25.0,41.9,9.82,2.48
Cash and Short Term Investments,12.1,13.1,11.5,151.8,19.0,18.6,84.9,24.0,,,130.4,94.1,84.9,73.0,95.6,55.8,24.0,70.4,786.6,28.5
"Total Receivables, Net",579.1,"1,278",,,,7.66,7.23,67.3,,,9.58,7.70,7.23,7.28,13.0,48.3,67.3,59.2,64.7,87.1
Total Inventory,580.2,"1,285","1,450","1,870","4,084","4,871","5,621","4,546",,,"5,215","5,432","5,621","5,583","5,063","4,673","4,546","5,229","5,464","5,805"
Total Current Assets,673.9,"1,405","1,522","2,173","4,360","5,214","5,973","5,065",,,"5,653","5,801","5,973","5,906","5,496","5,137","5,065","5,686","6,659","6,310"
"Property/Plant/Equipment, Total - Net",14.4,19.9,11.1,12.9,9.47,40.9,37.2,21.6,,,42.1,39.0,37.2,38.6,36.3,24.5,21.6,19.4,16.9,14.7
Total Assets,693.0,"1,440","1,547","2,204","4,392","5,570","6,063","5,119",,,"6,021","6,175","6,063","5,988","5,571","5,194","5,119","5,743","6,720","6,391"
Accounts Payable,5.10,133.7,104.7,16.7,31.0,,,,,,,,,,,,,,,
Accrued Expenses,8.73,34.6,34.2,38.8,26.7,,53.6,86.8,,,,,53.6,0.23,0.005,0.22,86.8,90.6,60.1,33.9
Debt Due,49.1,513.0,463.7,472.8,"1,651","2,891","2,439","1,982",,,"2,741","2,094","2,439","2,718","2,134","2,079","1,982","2,210","2,206","1,754"
Total Current Liabilities,134.9,895.9,810.2,658.3,"1,894","3,446","3,237","2,704",,,"3,327","2,914","3,237","3,456","2,836","2,833","2,704","2,859","2,856","2,512"
Long Term Debt,215.9,165.6,124.3,,940.0,600.0,955.1,101.4,,,932.0,"1,454",955.1,624.0,628.8,101.2,101.4,497.5,"1,471","1,468"
Total Liabilities,352.5,"1,063",937.1,661.5,"2,838","4,050","4,195","2,809",,,"4,263","4,372","4,195","4,083","3,468","2,937","2,809","3,361","4,333","3,987"
Common Stock,193.0,292.2,500.0,714.0,785.4,785.4,975.2,"1,045",,,975.2,975.2,975.2,975.2,"1,045","1,045","1,045","1,045","1,194","1,194"
Additional Paid-In Capital,2.30,2.30,2.30,476.3,476.3,476.3,538.4,538.4,,,538.9,538.4,538.4,538.4,538.4,538.4,538.4,538.4,538.4,538.5
Retained Earnings (Accumulated Deficit),5.00,10.8,107.2,352.2,291.9,258.7,353.9,726.8,,,244.2,290.0,353.9,391.9,519.5,673.6,726.8,798.7,654.3,671.4
Shareholders' Equity,340.6,376.5,609.5,"1,543","1,554","1,520","1,867","2,310",,,"1,758","1,804","1,867","1,905","2,103","2,257","2,310","2,382","2,387","2,404"
Cash from Operating Activities,-219.4,-375.4,79.5,-348.1,"-1,019",-716.1,147.3,"1,499",,,169.4,-152.5,197.8,92.7,675.2,624.4,106.6,-552.1,-176.0,-224.6
Cash from Investing Activities,-15.8,-6.54,-12.2,-155.1,135.4,-37.4,-11.8,-66.1,,,-447.1,282.6,-2.10,-1.83,-73.4,10.0,-0.97,-0.18,-775.0,727.9
Cash from Financing Activities,239.8,383.3,-69.0,505.1,888.7,753.9,-69.2,"-1,494",,,374.8,-166.4,-205.0,-102.7,-645.2,-628.2,-117.5,598.6,901.7,-496.0
Net Change in Cash,4.55,1.34,-1.64,1.85,4.76,0.46,66.3,-60.9,,,97.1,-36.3,-9.27,-11.9,-43.5,6.30,-11.9,46.4,-49.3,7.35
Free Cashflows,-222.9,-377.5,67.4,-357.9,"-1,021",-752.1,137.5,"1,496",,,165.4,-152.8,196.6,90.9,674.3,624.7,106.2,-552.8,-176.2,-225.3
Free Cashflow per Share,-0.22,-0.38,0.067,-0.36,-1.02,-0.75,0.12,1.25,,,0.14,-0.13,0.16,0.076,0.56,0.52,0.089,-0.46,-0.15,-0.19
