,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Inventory Outstanding,144.6,110.2,115.2,128.5,161.9,145.5,121.4,130.9,,,127.1,130.0,130.0,130.4,131.3,134.3,136.4,113.7,137.4,167.0
Days Sale Outstanding,90.9,71.2,64.4,70.3,83.7,80.4,72.3,73.5,,,76.7,81.8,72.3,78.2,79.3,84.4,73.5,85.5,77.0,73.2
Days Payable Outstanding,18.3,12.9,15.9,15.6,9.63,14.0,13.4,10.4,,,15.7,15.1,14.5,10.8,10.2,14.0,15.8,10.4,20.9,20.8
Cash Conversion Cycle,205.2,172.4,163.6,188.6,246.8,207.5,187.3,194.3,,,196.3,186.6,198.8,194.5,201.2,197.5,204.0,182.1,186.9,232.5
Debt to Asset Ratio,0.72,0.67,0.67,0.65,0.73,0.64,0.70,0.72,,,0.63,0.73,0.70,0.72,0.71,0.72,0.72,0.72,0.77,0.79
Debt to Equity Ratio,2.53,1.99,2.04,1.88,2.72,1.81,2.32,2.56,,,1.68,2.75,2.32,2.52,2.51,2.57,2.56,2.56,3.33,3.78
Interest Coverage Ratio,3.71,2.44,4.45,5.52,,4.75,,0.71,,,2.27,,1.90,1.99,1.94,0.75,,,1.01,
Cash and Short Term Investments,55.3,32.9,38.9,3.89,25.4,9.29,6.84,0.72,,,22.5,14.2,6.84,23.8,40.0,26.7,0.72,18.0,23.7,38.4
"Total Receivables, Net",828.0,830.5,702.3,742.3,608.0,601.0,563.6,539.4,,,563.9,646.3,563.6,585.6,606.9,625.3,539.4,653.7,584.0,549.3
Total Inventory,"1,334","1,109","1,224","1,273","1,099",856.4,861.5,950.7,,,875.8,979.0,861.5,948.8,918.6,938.3,950.7,716.4,"1,283","1,189"
Total Current Assets,"2,217","1,973","1,967","2,020","1,737","1,477","1,433","1,491",,,"1,464","1,652","1,433","1,560","1,569","1,592","1,491","1,390","1,893","1,778"
"Property/Plant/Equipment, Total - Net",369.2,366.2,432.5,467.7,526.6,552.9,603.1,646.0,,,597.1,595.5,603.1,623.5,636.7,645.2,646.0,653.3,652.0,650.5
Total Assets,"2,593","2,359","2,412","2,501","2,277","2,040","2,047","2,154",,,"2,072","2,258","2,047","2,199","2,220","2,253","2,154","2,061","2,563","2,446"
Accounts Payable,186.2,99.4,221.8,80.7,60.3,127.2,62.3,81.7,,,72.6,142.5,62.3,88.2,56.6,137.6,81.7,71.0,233.7,74.6
Accrued Expenses,14.3,21.5,19.7,14.3,7.34,13.9,11.1,8.40,,,9.16,199.3,11.1,7.44,9.13,9.76,8.40,17.4,9.13,6.45
Debt Due,"1,627","1,398","1,351","1,507","1,570","1,133","1,326","1,421",,,"1,172","1,258","1,326","1,440","1,487","1,438","1,421","1,351","1,688","1,812"
Total Current Liabilities,"1,844","1,553","1,601","1,613","1,642","1,289","1,406","1,521",,,"1,272","1,628","1,406","1,548","1,560","1,594","1,521","1,447","1,935","1,898"
Long Term Debt,2.94,4.06,4.11,3.84,5.30,3.46,3.58,1.98,,,4.48,4.04,3.58,3.12,2.72,2.39,1.98,1.64,1.36,1.18
Total Liabilities,"1,858","1,569","1,619","1,632","1,666","1,313","1,431","1,549",,,"1,299","1,656","1,431","1,574","1,587","1,622","1,549","1,482","1,971","1,935"
Common Stock,500.0,500.0,496.2,496.2,496.2,496.2,496.2,496.2,,,496.2,496.2,496.2,496.2,496.2,496.2,496.2,496.2,496.2,496.2
Additional Paid-In Capital,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,,,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1
Retained Earnings (Accumulated Deficit),144.3,199.1,196.7,272.7,15.3,130.8,19.5,8.56,,,176.5,6.58,19.5,29.0,36.5,35.3,8.56,-17.5,-4.80,-85.0
Shareholders' Equity,735.6,790.4,793.0,868.9,611.5,727.1,615.8,604.8,,,772.7,602.8,615.8,625.3,632.8,631.6,604.8,578.8,591.5,511.2
Cash from Operating Activities,-117.3,343.4,271.2,-43.0,159.2,501.9,-35.7,17.0,,,-64.9,-78.6,-50.4,-61.4,2.48,63.6,12.3,111.1,-321.4,-90.8
Cash from Investing Activities,-24.7,-22.3,-73.7,-45.3,-66.4,-48.2,-74.3,-77.0,,,-30.8,-5.61,-16.3,-27.8,-21.1,-17.6,-10.5,-15.0,-6.14,-6.02
Cash from Financing Activities,125.4,-343.5,-191.5,53.3,-71.3,-469.7,107.6,54.0,,,98.3,75.9,59.3,106.2,34.8,-59.2,-27.8,-78.8,333.2,111.5
Net Change in Cash,-16.6,-22.4,5.97,-35.0,21.5,-16.1,-2.45,-6.12,,,2.59,-8.31,-7.38,17.0,16.2,-13.2,-26.0,17.3,5.69,14.7
Free Cashflows,-142.4,320.7,196.7,-87.7,86.8,453.4,-110.1,-55.6,,,-95.6,-84.2,-66.7,-87.6,-15.8,46.9,0.85,97.3,-327.2,-96.7
Free Cashflow per Share,-0.29,0.65,0.40,-0.18,0.18,0.91,-0.22,-0.11,,,-0.19,-0.17,-0.13,-0.18,-0.032,0.095,0.002,0.20,-0.66,-0.19
