,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,-24.1,42.4,21.5,27.4,14.4,11.8,16.7,5.61,,,3.91,8.76,5.99,0.80,1.70,10.2,-7.11,12.2,17.3,4.08
EBITDA,19.9,71.4,68.6,49.4,36.1,31.9,35.1,34.9,,,8.26,15.4,9.47,10.0,2.38,16.7,5.77,19.2,21.8,15.3
Gross Profit Margin,21.3%,30.9%,35.0%,33.6%,31.1%,27.7%,30.7%,27.7%,,,31.4%,34.5%,31.5%,28.2%,21.6%,35.1%,24.7%,35.7%,37.2%,37.0%
Operating Margin,2.1%,14.2%,15.5%,11.0%,7.4%,5.6%,7.2%,6.3%,,,7.0%,14.8%,7.9%,7.9%,-2.1%,15.2%,2.7%,16.9%,19.1%,15.5%
Net Profit Margin,-6.6%,10.2%,6.0%,8.5%,4.8%,4.1%,6.2%,1.8%,,,6.4%,11.7%,7.7%,1.0%,2.3%,12.1%,-9.2%,13.1%,18.1%,5.4%
Return on Assets,-3.1%,5.4%,2.5%,2.9%,1.5%,1.3%,1.8%,0.6%,,,0.8%,1.4%,1.8%,2.1%,1.8%,1.9%,0.6%,1.7%,3.2%,2.5%
Return on Equity,-3.5%,6.2%,2.7%,3.4%,1.8%,1.5%,2.1%,0.6%,,,0.5%,1.1%,0.7%,0.1%,0.2%,1.2%,-0.8%,1.4%,1.9%,0.5%
Return on Total Capital,-3.4%,6.0%,2.7%,3.4%,1.8%,1.5%,2.1%,0.6%,,,0.9%,1.6%,2.1%,2.4%,2.2%,2.1%,0.6%,1.9%,3.6%,2.9%
SG&A to Sale,19.2%,16.7%,19.6%,22.6%,23.7%,22.0%,23.5%,21.4%,,,24.5%,19.7%,23.6%,20.3%,23.6%,19.9%,22.1%,18.9%,18.1%,21.5%
Depreciation & Amortisation,12.1,12.6,13.1,13.8,14.2,15.7,15.7,15.4,,,4.03,4.30,3.32,3.93,3.88,3.86,3.71,3.56,3.52,3.51
Tax Rate,-1.7%,24.6%,22.0%,20.0%,19.3%,24.8%,11.5%,35.0%,,,5.3%,18.3%,1.8%,58.1%,33.1%,20.1%,17.3%,20.7%,19.3%,11.5%
Current Ratio,4.83,4.90,6.57,3.84,6.61,7.63,7.91,8.05,,,7.38,8.09,7.91,4.66,6.63,7.25,8.05,6.82,7.89,9.99
Quick Ratio,1.04,1.51,2.53,1.74,2.02,3.06,2.45,2.69,,,2.46,2.40,2.45,1.25,2.44,2.27,2.69,2.30,2.72,3.18
Days Inventory Outstanding,64.9,52.0,49.7,40.8,54.2,62.6,88.1,107.9,,,88.0,102.3,106.7,121.7,133.0,133.6,129.9,121.1,109.8,99.0
Days Sale Outstanding,36.3,59.7,66.8,72.6,86.0,58.8,82.9,78.7,,,58.4,72.7,82.5,70.7,79.8,77.7,78.7,85.6,84.2,72.8
Days Payable Outstanding,29.1,24.0,25.5,23.0,31.3,41.5,53.4,45.2,,,52.6,53.2,51.4,65.9,65.2,53.4,47.9,42.6,39.0,30.7
Cash Conversion Cycle,99.5,76.6,101.8,98.2,108.5,95.2,112.5,140.8,,,93.3,125.5,135.7,122.2,154.4,163.3,166.1,162.1,158.9,158.1
Debt to Asset Ratio,0.064,0.15,0.13,0.16,0.14,0.13,0.14,0.14,,,0.13,0.13,0.14,0.16,0.14,0.14,0.14,0.15,0.14,0.13
Debt to Equity Ratio,0.069,0.18,0.15,0.20,0.16,0.15,0.16,0.16,,,0.16,0.15,0.16,0.19,0.17,0.17,0.16,0.17,0.16,0.15
Interest Coverage Ratio,3.52,34.1,28.9,24.9,19.8,35.4,86.8,84.5,,,69.4,230.9,109.6,92.1,,234.0,42.1,364.7,481.6,274.0
Cash and Short Term Investments,115.4,144.2,137.9,194.6,197.2,199.1,172.8,144.8,,,183.7,174.2,172.8,174.7,143.8,154.8,144.8,156.6,178.7,192.6
"Total Receivables, Net",36.3,67.9,65.6,64.5,69.8,46.2,61.0,67.3,,,41.6,52.3,61.0,56.2,66.2,66.5,67.3,77.0,81.0,68.2
Total Inventory,42.4,39.3,24.1,24.0,36.6,34.6,55.3,78.2,,,48.8,53.6,55.3,77.5,79.1,82.6,78.2,74.7,65.7,57.0
Total Current Assets,194.1,251.5,227.6,283.1,303.6,279.9,289.1,290.4,,,275.7,281.1,289.1,308.8,289.3,304.1,290.4,308.3,325.4,317.9
"Property/Plant/Equipment, Total - Net",399.9,421.2,536.5,534.9,528.9,546.8,545.9,621.9,,,539.2,545.0,545.9,540.9,542.2,625.1,621.9,618.4,615.5,617.5
Total Assets,748.7,814.2,907.0,962.2,932.8,926.7,935.4,"1,012",,,918.2,925.2,935.4,952.4,930.9,"1,029","1,012","1,026","1,040","1,037"
Accounts Payable,18.2,19.5,13.1,14.0,21.0,26.2,28.2,27.7,,,29.0,24.2,28.2,43.7,33.0,31.6,27.7,26.2,23.7,14.4
Accrued Expenses,,,,,,,,,,,,,,,,,,,,
Debt Due,16.3,16.5,4.85,4.54,4.23,1.36,1.41,1.37,,,1.05,0.89,1.41,1.44,1.46,1.48,1.37,1.19,1.01,1.86
Total Current Liabilities,40.2,51.3,34.6,73.8,45.9,36.7,36.6,36.1,,,37.4,34.7,36.6,66.3,43.6,41.9,36.1,45.2,41.3,31.8
Long Term Debt,6.14,13.5,9.50,4.96,2.74,1.38,2.96,1.58,,,1.02,0.84,2.96,2.59,2.21,1.83,1.58,1.40,1.20,3.85
Total Liabilities,48.2,121.0,117.1,157.7,129.8,123.0,126.4,139.1,,,123.9,122.1,126.4,155.3,132.1,149.2,139.1,149.7,146.3,138.4
Common Stock,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,,,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0
Additional Paid-In Capital,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,,,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4
Retained Earnings (Accumulated Deficit),-14.8,35.8,47.3,61.9,60.5,61.0,66.5,59.6,,,51.8,60.5,66.5,54.6,56.3,66.5,59.6,63.6,81.0,85.1
Shareholders' Equity,697.5,689.7,789.6,804.2,802.8,803.4,808.8,872.5,,,794.1,802.8,808.8,796.9,798.6,879.3,872.5,876.4,893.8,897.9
Cash from Operating Activities,31.4,28.6,23.3,53.0,5.54,24.0,0.11,-38.4,,,1.12,-22.1,8.67,-8.51,-32.2,3.55,-1.24,13.1,16.8,17.5
Cash from Investing Activities,-15.7,4.19,-13.1,-10.2,50.2,-51.5,29.7,5.49,,,4.57,18.5,9.87,4.70,-0.89,2.15,-0.47,0.016,1.05,-0.17
Cash from Financing Activities,-15.5,-6.02,-28.0,-17.6,-20.3,-15.5,-12.6,-14.2,,,-11.6,-0.34,-0.35,-0.34,-13.1,-0.36,-0.36,-0.37,-8.62,-0.49
Net Change in Cash,0.24,26.8,-17.9,25.2,35.4,-43.0,17.2,-47.0,,,-5.89,-3.96,18.2,-4.16,-46.2,5.35,-2.07,12.7,9.28,16.9
Free Cashflows,19.5,7.56,6.48,42.3,-1.29,-7.41,-11.6,-46.2,,,0.49,-26.2,5.30,-11.1,-35.3,2.13,-1.91,13.0,16.3,15.9
Free Cashflow per Share,0.52,0.20,0.17,1.13,-0.034,-0.20,-0.31,-1.23,,,0.013,-0.70,0.14,-0.30,-0.94,0.057,-0.051,0.35,0.44,0.43
