,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,18.2%,17.0%,19.7%,21.7%,23.8%,24.0%,25.5%,25.8%,,,27.5%,25.5%,25.0%,25.5%,28.8%,23.5%,25.4%,27.0%,28.9%,26.8%
Depreciation & Amortisation,41.0,51.4,55.8,52.7,53.0,49.9,43.4,41.5,,,12.1,10.6,8.08,10.7,10.8,10.8,9.12,12.4,13.5,13.8
Tax Rate,14.5%,10.7%,5.2%,1.5%,3.9%,1.2%,2.1%,7.5%,,,-3.4%,-7.5%,15.1%,3.3%,2.9%,4.2%,15.2%,-0.2%,-0.2%,-3.9%
Current Ratio,4.04,4.86,6.40,5.65,5.96,5.94,6.20,6.70,,,6.08,6.07,6.20,6.40,5.55,5.82,6.70,7.38,6.63,6.74
Quick Ratio,2.43,3.05,4.51,3.98,4.06,3.79,3.60,3.81,,,3.35,3.55,3.60,3.74,2.95,3.22,3.81,4.10,3.50,3.91
Days Inventory Outstanding,73.2,74.9,78.3,76.6,81.1,84.9,90.1,97.4,,,88.7,89.0,90.3,95.7,105.3,106.9,100.3,94.7,96.2,105.4
Days Sale Outstanding,71.6,77.6,74.4,71.5,73.0,73.8,65.9,61.5,,,61.7,67.0,65.9,68.6,60.9,62.8,61.5,62.0,62.4,68.7
Days Payable Outstanding,29.3,25.5,27.8,28.6,31.2,33.1,36.4,34.7,,,30.6,28.3,31.7,35.2,34.0,31.6,29.1,29.2,32.0,34.8
Cash Conversion Cycle,116.8,119.8,135.1,122.1,124.7,126.1,125.3,132.9,,,126.7,128.8,119.9,131.0,135.1,141.0,133.5,128.7,123.8,138.6
Debt to Asset Ratio,0.13,0.17,0.15,0.16,0.15,0.15,0.14,0.13,,,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13
Debt to Equity Ratio,0.15,0.21,0.18,0.19,0.17,0.17,0.16,0.15,,,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.14
Interest Coverage Ratio,"4,288","16,878","3,620","9,996",334.9,239.6,176.2,106.9,,,,130.2,220.0,262.0,53.7,178.8,,,,
Cash and Short Term Investments,369.1,587.7,710.6,809.5,698.1,674.5,705.7,694.8,,,642.1,626.9,705.7,650.7,604.2,587.5,694.8,705.5,709.3,568.1
"Total Receivables, Net",492.3,572.5,478.6,431.2,417.2,407.6,337.5,301.0,,,330.0,350.0,337.5,347.9,307.4,315.1,301.0,297.8,292.5,313.2
Total Inventory,401.0,421.7,345.5,346.7,343.2,329.0,347.3,346.1,,,355.2,330.5,347.3,359.7,404.4,368.1,346.1,320.5,347.8,365.4
Total Current Assets,"1,271","1,594","1,554","1,604","1,474","1,422","1,403","1,355",,,"1,340","1,322","1,403","1,372","1,332","1,287","1,355","1,334","1,360","1,257"
"Property/Plant/Equipment, Total - Net",470.9,481.1,447.8,412.0,402.3,404.6,409.8,483.2,,,399.1,406.4,409.8,417.9,447.4,477.7,483.2,478.8,469.5,461.9
Total Assets,"3,437","3,923","3,721","3,927","3,904","4,119","4,373","4,328",,,"4,116","4,245","4,373","4,410","4,319","4,353","4,328","4,295","4,341","4,303"
Accounts Payable,130.0,149.9,122.5,135.8,130.0,132.4,141.0,105.9,,,120.8,97.3,141.0,119.2,127.3,101.1,105.9,99.7,122.7,112.5
Accrued Expenses,131.1,136.6,100.9,109.0,79.6,80.6,61.0,58.5,,,81.8,94.8,61.0,63.6,83.2,88.3,58.5,56.0,56.2,59.7
Debt Due,0.00,0.47,0.48,0.00,6.00,3.12,2.13,3.06,,,2.99,5.93,2.13,6.23,5.50,3.97,3.06,1.00,3.19,1.00
Total Current Liabilities,314.6,328.2,242.8,283.7,247.2,239.5,226.1,202.3,,,220.4,217.6,226.1,214.3,240.0,221.1,202.3,180.8,205.1,186.4
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,450.2,672.5,566.5,620.4,575.9,607.0,614.2,569.8,,,604.0,626.5,614.2,601.0,607.7,602.9,569.8,539.9,568.6,544.9
Common Stock,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Additional Paid-In Capital,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,,,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1
Retained Earnings (Accumulated Deficit),"1,966","2,210","2,273","2,367","2,438","2,554","2,604","2,673",,,"2,539","2,571","2,604","2,652","2,617","2,611","2,673","2,695","2,714","2,732"
Shareholders' Equity,"2,966","3,231","3,140","3,295","3,318","3,505","3,757","3,757",,,"3,510","3,616","3,757","3,807","3,709","3,748","3,757","3,753","3,771","3,758"
Cash from Operating Activities,201.4,220.7,261.2,221.3,128.8,226.1,123.6,92.7,,,37.7,34.9,36.3,0.52,25.2,40.1,26.9,28.3,13.1,-27.4
Cash from Investing Activities,-120.4,-86.0,-173.4,-89.8,-109.0,-103.4,-40.6,14.7,,,71.4,-46.3,-110.2,-8.21,104.4,-18.0,-63.4,36.6,48.5,-57.8
Cash from Financing Activities,-93.6,-76.7,-144.0,-114.5,-91.3,-93.2,-103.1,-125.2,,,-100.1,2.89,-3.85,4.04,-84.7,-43.6,-1.00,-2.08,-45.7,-2.24
Net Change in Cash,-12.6,57.9,-56.1,17.0,-71.6,29.4,-20.1,-17.8,,,9.09,-8.46,-77.8,-3.66,44.9,-21.5,-37.6,62.8,15.8,-87.4
Free Cashflows,29.2,159.8,240.6,206.1,88.9,176.0,76.4,-18.0,,,28.5,17.4,27.0,-14.2,-14.5,0.73,9.92,21.6,10.4,-31.8
Free Cashflow per Share,0.24,1.33,2.01,1.72,0.74,1.47,0.64,-0.15,,,0.24,0.15,0.22,-0.12,-0.12,0.006,0.083,0.18,0.087,-0.27
