,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash Conversion Cycle,89.4,56.8,79.0,85.3,103.4,56.7,81.8,64.1,,,73.8,95.0,95.7,87.9,80.0,87.5,118.2,121.1,114.8,110.5
Debt to Asset Ratio,0.34,0.31,0.35,0.33,0.27,0.31,0.30,0.56,,,0.31,0.31,0.30,0.32,0.41,0.54,0.56,0.51,0.49,0.45
Debt to Equity Ratio,0.51,0.44,0.53,0.49,0.37,0.44,0.43,1.26,,,0.45,0.45,0.43,0.47,0.68,1.17,1.26,1.05,0.95,0.83
Interest Coverage Ratio,7.88,36.8,95.4,110.9,,,0.036,7.39,,,38.7,,5.82,,,9.59,22.5,6.65,3.85,
Cash and Short Term Investments,229.1,184.4,153.0,85.2,143.6,182.6,138.8,96.2,,,153.1,127.2,138.8,57.5,39.4,39.5,96.2,60.3,79.6,56.5
"Total Receivables, Net",299.0,217.6,340.9,333.6,196.5,248.2,220.7,636.4,,,241.0,214.4,220.7,215.8,246.5,438.9,636.4,612.9,502.9,437.0
Total Inventory,264.8,253.4,235.8,293.7,133.1,138.8,229.2,537.4,,,206.7,253.8,229.2,292.8,395.4,548.7,537.4,494.3,526.5,518.5
Total Current Assets,796.2,659.9,736.3,720.1,480.1,578.4,598.3,"1,281",,,609.2,603.7,598.3,575.1,692.6,"1,039","1,281","1,177","1,119","1,020"
"Property/Plant/Equipment, Total - Net",461.9,510.5,469.8,543.0,489.0,422.0,404.7,462.7,,,397.5,408.8,404.7,390.4,382.9,401.3,462.7,453.8,453.7,447.8
Total Assets,"1,261","1,177","1,212","1,268",973.1,"1,010","1,006","1,767",,,"1,011","1,018","1,006","1,003","1,110","1,469","1,767","1,649","1,586","1,483"
Accounts Payable,227.2,238.1,214.7,202.8,117.7,180.2,146.7,466.8,,,177.7,157.2,146.7,185.0,295.2,451.1,466.8,395.4,330.1,297.1
Accrued Expenses,28.8,11.2,10.3,16.7,9.45,10.6,11.0,11.2,,,10.9,13.2,11.0,9.92,10.8,12.7,11.2,11.2,10.9,11.7
Debt Due,33.3,2.03,0.00,13.2,14.9,14.8,31.0,387.2,,,14.4,14.3,31.0,5.24,24.8,191.1,387.2,314.5,303.1,227.5
Total Current Liabilities,343.1,328.9,385.5,326.1,170.9,231.4,226.9,906.7,,,235.1,240.4,226.9,252.0,378.0,729.3,906.7,757.2,685.2,581.7
Long Term Debt,60.8,,,49.7,41.3,26.2,13.4,2.00,,,18.8,15.2,13.4,3.17,2.79,2.39,2.00,1.68,1.40,1.36
Total Liabilities,428.5,360.9,420.6,419.2,263.9,310.5,302.9,984.1,,,311.5,315.5,302.9,322.6,450.3,791.9,984.1,844.8,772.9,672.3
Common Stock,566.3,637.1,637.1,637.1,637.1,637.1,637.1,637.1,,,637.1,637.1,637.1,637.1,637.1,637.1,637.1,637.1,637.1,637.1
Additional Paid-In Capital,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,,,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5,42.5
Retained Earnings (Accumulated Deficit),226.0,138.3,111.2,171.1,32.0,23.2,26.8,52.1,,,23.5,26.3,26.8,4.36,-16.5,0.71,52.1,74.6,87.5,82.4
Shareholders' Equity,832.7,815.9,791.4,848.4,709.2,699.5,703.2,783.3,,,699.8,702.7,703.2,680.7,659.8,677.0,783.3,803.9,813.2,811.2
Cash from Operating Activities,259.0,249.0,31.4,47.3,109.0,65.8,-14.8,-302.4,,,-23.9,-12.7,23.9,-8.01,-30.6,-150.3,-113.4,43.5,38.2,53.5
Cash from Investing Activities,-25.4,-115.1,-14.9,-132.2,-10.3,-4.98,-30.2,-87.9,,,4.15,-9.46,-24.8,-37.3,-6.72,-15.7,-28.3,-3.67,-7.25,-0.40
Cash from Financing Activities,-242.1,-137.4,-33.9,61.2,-45.4,-14.9,1.23,347.8,,,-3.74,-3.78,12.4,-36.0,19.2,166.2,198.4,-75.8,-11.7,-76.2
Net Change in Cash,-8.47,-3.49,-17.4,-23.7,53.3,44.1,-43.8,-42.5,,,-23.5,-25.9,11.6,-81.2,-18.2,0.19,56.7,-35.9,19.3,-23.1
Free Cashflows,234.7,135.2,17.3,-86.7,99.0,58.6,-51.1,-350.1,,,-25.8,-22.0,-0.95,-8.55,-37.3,-162.3,-141.9,39.9,31.0,48.5
Free Cashflow per Share,0.37,0.21,0.027,-0.14,0.16,0.092,-0.080,-0.55,,,-0.041,-0.035,-0.001,-0.013,-0.059,-0.25,-0.22,0.063,0.049,0.076
