,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Property/Plant/Equipment, Total - Net",695.9,638.6,755.9,816.3,807.2,801.0,"1,098","1,271",,,798.9,938.8,"1,098","1,136","1,400","1,451","1,271","1,304","1,311","1,317"
Total Assets,"1,755","1,902","2,224","2,482","2,779","2,989","3,162","3,341",,,"3,202","3,083","3,162","3,209","3,218","3,291","3,341","3,339","3,294","3,457"
Accounts Payable,216.9,179.1,155.4,210.8,191.2,175.0,190.2,161.5,,,323.3,181.9,190.2,194.3,163.2,192.5,161.5,153.8,153.7,261.3
Accrued Expenses,28.4,33.2,61.4,64.6,139.4,148.1,145.0,123.5,,,54.2,60.1,145.0,43.8,51.0,58.4,123.5,40.1,52.6,72.5
Debt Due,70.0,0.00,0.00,0.00,0.00,0.00,0.00,0.77,,,0.00,0.00,0.00,0.00,0.00,0.00,0.77,47.2,94.2,141.3
Total Current Liabilities,398.1,346.3,353.2,423.3,421.7,402.9,398.2,354.6,,,520.2,360.8,398.2,393.1,339.4,373.9,354.6,376.2,426.6,546.1
Long Term Debt,,,,,,,,146.8,,,,,,,146.8,146.8,146.8,101.1,54.1,6.99
Total Liabilities,407.4,358.2,368.1,441.9,444.4,430.6,431.1,533.2,,,550.4,392.4,431.1,427.4,521.7,557.0,533.2,508.3,520.7,600.8
Common Stock,658.4,658.4,658.4,658.4,658.4,658.4,658.4,658.4,,,658.4,658.4,658.4,658.4,658.4,658.4,658.4,658.4,658.4,658.4
Additional Paid-In Capital,222.1,226.1,229.5,229.5,229.5,229.5,229.5,229.5,,,229.5,229.5,229.5,229.5,229.5,229.5,229.5,229.5,229.5,229.5
Retained Earnings (Accumulated Deficit),567.4,700.2,968.1,"1,160","1,475","1,681","1,877","1,969",,,"1,786","1,844","1,877","1,918","1,845","1,897","1,969","2,012","1,963","2,054"
Shareholders' Equity,"1,348","1,543","1,856","2,040","2,335","2,559","2,731","2,808",,,"2,651","2,691","2,731","2,782","2,696","2,734","2,808","2,831","2,773","2,856"
Cash from Operating Activities,195.5,362.1,363.4,174.8,569.9,426.4,158.4,314.3,,,40.9,-46.3,109.6,-41.8,97.8,147.1,111.1,127.0,148.3,69.0
Cash from Investing Activities,-29.8,-332.0,-200.5,77.3,-513.6,150.8,-175.1,-697.9,,,57.3,38.9,22.1,-40.8,-480.7,-92.4,-83.9,18.8,-26.3,-5.90
Cash from Financing Activities,-198.8,-45.4,-8.09,-99.1,-99.1,-132.0,-66.1,8.05,,,-65.9,-0.085,-0.040,-0.067,13.8,-0.89,-4.82,-1.30,-97.9,-3.41
Net Change in Cash,-33.1,-15.4,157.2,151.2,-42.0,447.6,-92.2,-380.1,,,20.6,3.69,129.5,-87.9,-358.9,42.1,24.7,146.6,14.8,64.0
Free Cashflows,159.5,283.5,192.2,39.0,472.9,346.3,-231.3,-187.1,,,7.27,-114.3,-23.5,-84.4,-207.1,88.1,16.2,63.5,120.3,30.7
Free Cashflow per Share,0.26,0.44,0.29,0.059,0.72,0.53,-0.35,-0.28,,,0.011,-0.17,-0.036,-0.13,-0.31,0.13,0.025,0.096,0.18,0.047
