,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Payable Outstanding,13.0,22.3,12.8,11.4,11.1,24.5,30.0,30.8,,,14.2,10.9,19.0,26.0,15.7,11.2,12.7,15.4,15.6,13.9
Cash Conversion Cycle,55.8,59.1,80.9,106.0,113.0,133.7,155.4,208.3,,,122.0,129.5,134.8,169.2,150.1,127.6,139.1,133.9,116.4,111.1
Debt to Asset Ratio,0.49,0.11,0.19,0.097,0.079,0.14,0.12,0.090,,,0.098,0.087,0.12,0.10,0.089,0.097,0.090,0.12,0.12,0.11
Debt to Equity Ratio,0.99,0.13,0.23,0.11,0.087,0.16,0.14,0.10,,,0.11,0.096,0.14,0.12,0.099,0.11,0.10,0.14,0.13,0.13
Interest Coverage Ratio,"44,308","33,449","3,956","3,876",728.1,90.2,,,,,,290.7,493.0,166.3,,,107.1,,,
Cash and Short Term Investments,"1,037","1,577",951.7,"1,290",868.4,715.3,571.9,660.3,,,509.5,559.1,571.9,755.4,641.7,714.8,660.3,763.4,725.7,717.1
"Total Receivables, Net",591.4,244.0,971.3,540.0,440.1,595.9,559.8,330.3,,,522.1,466.2,559.8,413.1,352.0,278.5,330.3,258.2,275.8,264.9
Total Inventory,11.8,17.0,35.9,34.5,22.6,51.0,43.3,17.6,,,22.9,40.0,43.3,23.3,22.7,24.5,17.6,24.2,19.9,21.6
Total Current Assets,"1,640","1,878","2,173","1,904","1,391","1,437","1,244","1,037",,,"1,136","1,138","1,244","1,220","1,045","1,046","1,037","1,071","1,047","1,025"
"Property/Plant/Equipment, Total - Net",362.0,478.1,594.4,640.6,662.7,669.6,619.0,573.9,,,647.4,636.3,619.0,606.9,596.4,584.1,573.9,564.4,557.6,552.8
Total Assets,"2,163","2,498","2,957","2,735","2,183","2,237","1,997","1,746",,,"1,917","1,906","1,997","1,961","1,776","1,764","1,746","1,770","1,742","1,730"
Accounts Payable,46.6,41.0,49.5,40.3,25.5,95.9,81.5,17.9,,,41.3,30.9,81.5,39.8,17.8,23.0,17.9,28.7,23.7,25.9
Accrued Expenses,85.7,85.7,148.9,94.2,59.9,49.4,71.1,55.5,,,55.8,46.3,71.1,61.5,43.0,50.5,55.5,80.6,60.0,62.7
Debt Due,0.21,0.80,2.27,2.67,1.54,2.12,1.90,1.09,,,1.96,1.93,1.90,1.84,1.87,1.52,1.09,0.80,1.20,1.09
Total Current Liabilities,"1,018",253.1,511.6,217.6,113.4,240.5,173.2,82.1,,,123.5,108.2,173.2,135.0,86.3,97.4,82.1,134.6,106.7,99.4
Long Term Debt,0.23,1.10,2.87,1.41,1.70,2.91,0.99,0.25,,,1.95,1.48,0.99,0.58,0.46,0.31,0.25,0.43,1.82,1.57
Total Liabilities,"1,064",285.7,550.5,265.3,172.1,304.3,241.7,156.8,,,187.0,164.9,241.7,205.3,158.6,171.6,156.8,211.5,201.9,196.8
Common Stock,225.0,303.3,305.2,307.2,309.9,309.9,309.9,309.9,,,309.9,309.9,309.9,309.9,309.9,309.9,309.9,309.9,309.9,309.9
Additional Paid-In Capital,,"1,065","1,101","1,138","1,187","1,187","1,187","1,187",,,"1,187","1,187","1,187","1,187","1,187","1,187","1,187","1,187","1,187","1,187"
Retained Earnings (Accumulated Deficit),847.9,796.3,919.7,986.7,535.7,478.1,309.9,148.8,,,281.2,289.5,309.9,312.1,178.8,154.4,148.8,123.1,113.3,109.7
Shareholders' Equity,"1,073","2,183","2,372","2,440","1,982","1,909","1,729","1,565",,,"1,711","1,720","1,729","1,729","1,597","1,571","1,565","1,532","1,518","1,510"
Cash from Operating Activities,751.3,613.0,404.7,"1,191",340.7,90.6,3.32,169.8,,,-105.6,53.6,15.1,189.8,-45.2,75.9,-50.7,113.5,-25.0,19.2
Cash from Investing Activities,43.4,-38.8,-56.7,-435.2,339.7,-53.7,105.5,-6.56,,,97.1,6.09,9.57,-3.38,-1.00,-0.67,-1.52,-2.92,-2.87,-23.2
Cash from Financing Activities,"-1,261",56.8,-798.6,-775.2,-773.5,-171.0,-133.3,-72.3,,,-131.5,-0.58,-0.56,-0.50,-69.5,-0.54,-1.73,-0.51,-5.03,-0.80
Net Change in Cash,-466.0,631.0,-425.4,-51.8,-133.3,-150.6,-33.9,88.2,,,-145.8,59.6,12.7,183.5,-113.7,72.9,-54.5,103.0,-37.7,-8.83
Free Cashflows,698.3,463.1,248.5,"1,083",268.3,33.7,-10.6,160.3,,,-109.4,49.9,14.3,187.5,-48.0,74.6,-53.7,109.5,-30.1,9.29
Free Cashflow per Share,2.30,1.53,0.81,3.52,0.87,0.11,-0.034,0.52,,,-0.35,0.16,0.046,0.61,-0.15,0.24,-0.17,0.35,-0.097,0.030
