,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Total Capital,5.7%,11.1%,20.3%,10.4%,5.9%,9.2%,6.8%,-0.9%,,,10.2%,7.1%,6.8%,6.6%,4.5%,2.6%,-0.9%,-4.5%,-5.8%,-4.2%
SG&A to Sale,24.8%,25.7%,21.1%,22.1%,23.3%,8.7%,9.0%,11.6%,,,9.1%,10.4%,7.6%,10.7%,12.7%,13.9%,10.9%,15.1%,17.3%,17.9%
Depreciation & Amortisation,55.8,57.8,63.3,59.2,46.4,35.4,33.8,28.1,,,8.40,8.73,7.72,14.4,14.9,15.5,6.90,6.44,6.39,6.15
Tax Rate,39.6%,25.9%,23.5%,23.7%,25.3%,24.8%,14.9%,0.6%,,,-18.4%,25.3%,21.7%,23.5%,-0.4%,18.2%,17.0%,19.7%,18.5%,30.7%
Current Ratio,1.73,1.57,1.88,1.91,2.13,1.51,1.61,1.75,,,1.70,1.80,1.61,1.65,2.50,2.15,1.75,2.25,1.75,1.80
Quick Ratio,1.48,1.25,1.31,1.36,1.58,1.19,1.25,1.31,,,1.32,1.48,1.25,1.17,1.69,1.59,1.31,1.67,1.31,1.48
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,486.9,629.3,413.0,516.8,559.1,938.1,920.6,696.9,,,749.0,882.2,920.6,876.9,531.2,694.4,694.6,733.6,920.7,"1,043"
Days Payable Outstanding,"3,437","3,516","3,509","4,462","3,921","5,682","7,581","4,830",,,"5,393","6,120","6,338","6,113","4,217","2,997","3,958","3,641","3,429","4,069"
Cash Conversion Cycle,"-3,118","-4,590","-3,229","-4,310","-3,668","-8,213","-6,191","-4,203",,,"-5,599","-6,299","-6,192","-6,456","-2,292","-3,788","-4,092","-2,961","-4,043","-4,567"
Debt to Asset Ratio,0.52,0.60,0.51,0.47,0.41,0.62,0.56,0.47,,,0.54,0.54,0.56,0.58,0.37,0.46,0.47,0.41,0.50,0.53
Debt to Equity Ratio,1.14,1.54,1.05,0.88,0.71,1.61,1.29,0.88,,,1.17,1.16,1.29,1.41,0.58,0.86,0.88,0.68,1.01,1.11
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,536.7,788.1,"1,100","1,008",836.7,"1,239","1,123",885.9,,,926.3,847.3,"1,123","1,540","1,083","1,039",885.9,871.8,955.0,788.9
"Total Receivables, Net","2,128","3,059","2,596","2,557","2,525","4,700","4,096","2,734",,,"3,758","3,944","4,096","4,032","2,381","3,034","2,734","2,498","3,039","3,599"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"2,704","3,888","3,762","3,607","3,415","6,000","5,287","3,773",,,"4,865","4,830","5,287","5,684","3,532","4,119","3,773","3,388","4,129","4,396"
"Property/Plant/Equipment, Total - Net",206.3,181.5,147.8,108.9,71.5,45.5,71.7,74.1,,,64.5,65.0,71.7,69.9,75.3,78.2,74.1,77.5,74.2,70.5
Total Assets,"3,038","4,206","4,035","4,138","4,010","6,541","5,953","4,754",,,"5,446","5,461","5,953","6,328","4,084","4,756","4,754","4,173","4,839","5,086"
Accounts Payable,"1,035","1,951","1,666","1,561","1,375","3,591","2,483","1,919",,,"2,443","2,595","2,483","2,784","1,041","1,791","1,919","1,317","1,894","2,425"
Accrued Expenses,138.3,195.8,275.8,252.2,192.3,289.4,330.7,221.6,,,155.4,,330.7,,182.1,,221.6,,133.7,
Debt Due,351.0,288.1,1.66,0.92,0.99,36.8,448.0,4.77,,,229.4,84.6,448.0,632.5,183.3,126.7,4.77,191.3,322.2,17.1
Total Current Liabilities,"1,559","2,478","2,002","1,885","1,605","3,972","3,282","2,154",,,"2,857","2,682","3,282","3,437","1,415","1,918","2,154","1,508","2,358","2,442"
Long Term Debt,3.79,2.17,0.52,2.70,1.71,0.65,,,,,0.090,,,,,,,,,
Total Liabilities,"1,591","2,519","2,069","1,942","1,664","4,039","3,357","2,223",,,"2,932","2,933","3,357","3,698","1,491","2,198","2,223","1,694","2,431","2,675"
Common Stock,664.7,731.3,747.5,880.1,930.2,930.2,930.2,930.2,,,930.2,930.2,930.2,930.2,930.2,930.2,930.2,930.2,930.2,930.2
Additional Paid-In Capital,554.9,558.1,571.0,571.0,620.9,620.9,620.9,620.9,,,620.9,620.9,620.9,620.9,620.9,620.9,620.9,620.9,620.9,620.9
Retained Earnings (Accumulated Deficit),167.0,331.9,647.1,744.7,789.1,944.8,"1,045",980.6,,,960.7,975.5,"1,045","1,083","1,041","1,007",980.6,929.7,861.3,864.7
Shareholders' Equity,"1,393","1,631","1,966","2,196","2,346","2,501","2,595","2,530",,,"2,514","2,527","2,595","2,630","2,592","2,557","2,530","2,478","2,407","2,410"
Cash from Operating Activities,-154.2,446.8,657.2,322.0,-474.3,417.2,-764.5,639.7,,,534.7,-250.1,-420.3,262.5,28.6,120.1,228.5,-262.5,-247.7,484.7
Cash from Investing Activities,-145.8,-44.5,502.8,-341.8,-43.4,-18.3,-84.2,-8.10,,,-48.2,90.4,-26.8,-66.6,94.8,-63.7,27.4,-16.5,-19.1,-9.40
Cash from Financing Activities,418.0,-30.0,-340.6,-21.9,-94.7,-76.7,283.3,-395.6,,,-75.9,-148.1,309.7,-50.3,-235.2,-30.1,-80.0,,265.1,-300.0
Net Change in Cash,118.0,372.2,330.4,-41.7,-612.3,322.2,-565.4,236.1,,,410.7,-307.8,-137.5,145.6,-111.7,26.3,175.9,-279.0,-1.66,175.3
Free Cashflows,-293.8,410.9,596.1,299.4,-485.7,404.3,-823.6,613.9,,,522.6,-267.9,-441.8,255.3,16.7,116.6,225.2,-272.3,-251.2,482.2
Free Cashflow per Share,-0.60,0.76,1.08,0.54,-0.84,0.70,-1.42,1.06,,,0.90,-0.46,-0.76,0.44,0.029,0.20,0.39,-0.47,-0.43,0.83
