,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,,,,,36.6%,38.4%,35.3%,33.5%,,,41.6%,35.7%,29.8%,32.9%,35.4%,34.3%,31.5%,28.8%,26.2%,33.4%
Operating Margin,,,,,4.7%,7.3%,7.3%,8.4%,,,11.6%,7.3%,8.2%,6.6%,10.2%,10.4%,6.6%,7.1%,3.0%,12.2%
Net Profit Margin,,,,,3.3%,5.5%,6.2%,6.8%,,,9.9%,7.1%,6.9%,5.2%,8.6%,8.3%,5.1%,5.8%,2.3%,9.8%
Return on Assets,,,,,4.0%,6.9%,7.3%,7.2%,,,,,7.6%,8.8%,8.1%,7.3%,6.2%,6.3%,4.8%,5.3%
Return on Equity,,,,,16.4%,32.0%,21.2%,12.3%,,,0.0%,0.0%,5.7%,4.8%,7.7%,3.8%,2.3%,2.7%,1.2%,4.8%
Return on Total Capital,,,,,14.8%,28.7%,19.8%,12.1%,,,0.0%,0.0%,19.8%,24.8%,22.5%,13.0%,12.1%,12.2%,9.9%,10.9%
SG&A to Sale,,,,,31.9%,31.1%,28.0%,25.1%,,,30.0%,28.4%,21.7%,26.3%,25.2%,24.0%,24.9%,21.7%,23.2%,21.2%
Depreciation & Amortisation,,,,,20.3,24.8,30.3,30.7,,,9.78,9.92,1.29,9.69,9.81,10.0,7.76,7.37,7.34,7.03
Tax Rate,,,,,28.5%,27.1%,19.3%,17.8%,,,14.7%,21.4%,13.9%,19.2%,13.0%,18.6%,22.8%,17.8%,21.2%,19.6%
Current Ratio,,,,,1.07,1.00,1.34,1.92,,,,,1.34,1.26,1.31,1.88,1.92,1.88,1.87,1.92
Quick Ratio,,,,,0.73,0.70,1.12,1.51,,,0.00,0.00,1.12,1.12,1.22,1.47,1.51,1.38,1.53,1.43
Days Inventory Outstanding,,,,,,5.91,2.93,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,,,,,135.7,142.1,157.7,228.6,,,,,157.7,182.8,197.0,234.6,228.5,219.3,236.7,207.4
Days Payable Outstanding,,,,,38.1,28.3,23.3,20.7,,,,,25.7,25.6,25.0,21.0,17.2,19.1,18.5,15.1
Cash Conversion Cycle,,,,,99.5,118.7,130.8,173.8,,,0.00,0.00,132.7,142.9,165.2,200.5,213.6,202.9,210.1,206.4
Debt to Asset Ratio,,,,,0.75,0.80,0.64,0.49,,,,,0.64,0.68,0.66,0.51,0.49,0.50,0.52,0.52
Debt to Equity Ratio,,,,,3.09,3.91,1.79,0.98,,,,,1.79,2.11,1.95,1.06,0.98,1.01,1.11,1.08
Interest Coverage Ratio,,,,,20.3,40.7,27.4,31.7,,,39.7,23.7,35.0,22.5,27.1,45.5,42.4,61.9,27.2,117.1
Cash and Short Term Investments,,,,,248.6,245.1,100.4,247.0,,,,,100.4,74.2,31.6,257.7,247.0,339.3,223.4,318.2
"Total Receivables, Net",,,,,560.0,648.1,690.1,"1,043",,,,,690.1,818.8,890.0,"1,050","1,043","1,016","1,125","1,014"
Total Inventory,,,,,,16.6,,,,,,,,,,,,,,
Total Current Assets,,,,,826.0,928.2,831.1,"1,329",,,,,831.1,923.3,959.2,"1,342","1,329","1,388","1,381","1,365"
"Property/Plant/Equipment, Total - Net",,,,,181.9,213.3,209.9,195.1,,,,,209.9,204.2,198.4,195.4,195.1,191.6,190.9,188.7
Total Assets,,,,,"1,265","1,416","1,305","1,828",,,,,"1,305","1,407","1,446","1,837","1,828","1,904","1,916","1,908"
Accounts Payable,,,,,99.8,59.1,72.7,52.6,,,,,72.7,75.8,74.0,51.6,52.6,67.0,55.9,47.8
Accrued Expenses,,,,,182.6,248.4,126.2,118.5,,,,,126.2,153.3,121.3,124.9,118.5,138.5,107.0,110.4
Debt Due,,,,,45.6,33.9,98.3,19.4,,,,,98.3,88.0,111.8,32.5,19.4,14.0,25.5,25.4
Total Current Liabilities,,,,,769.6,930.7,619.5,693.0,,,,,619.5,732.8,729.7,714.1,693.0,738.2,737.3,711.4
Long Term Debt,,,,,33.2,32.5,33.8,20.0,,,,,33.8,30.1,26.1,22.7,20.0,17.2,14.6,12.4
Total Liabilities,,,,,951.9,"1,126",833.1,900.7,,,,,833.1,951.0,952.2,941.1,900.7,951.8,"1,004",985.9
Common Stock,,,,,150.0,166.1,250.0,340.0,,,,,250.0,250.0,250.0,340.0,340.0,340.0,340.0,340.0
Additional Paid-In Capital,,,,,66.6,109.7,94.7,424.3,,,,,94.7,94.7,94.7,424.3,424.3,424.3,424.3,424.3
Retained Earnings (Accumulated Deficit),,,,,90.3,57.3,150.9,186.8,,,,,150.9,135.2,172.6,155.0,186.8,212.3,172.2,182.5
Shareholders' Equity,,,,,308.1,288.2,465.8,921.3,,,,,465.8,450.1,487.5,889.5,921.3,946.8,906.7,917.0
Cash from Operating Activities,,,,,139.5,85.2,-133.3,-64.9,,,-155.7,-5.60,9.76,-8.63,-16.5,-52.2,12.5,111.9,-68.5,144.6
Cash from Investing Activities,,,,,-15.9,-37.9,-23.2,-22.1,,,-6.57,12.4,-4.71,-3.05,-5.78,-6.81,-6.49,-10.8,-5.42,-13.6
Cash from Financing Activities,,,,,-69.3,-51.0,12.5,233.4,,,34.6,-54.4,41.9,-14.5,-20.5,285.2,-16.8,-8.73,-42.1,-36.8
Net Change in Cash,,,,,54.4,-3.68,-144.3,146.4,,,-127.7,-48.0,47.0,-26.3,-42.7,226.2,-10.8,92.4,-116.0,94.8
Free Cashflows,,,,,130.3,51.5,-147.8,-76.7,,,-156.0,-11.2,5.60,-10.2,-18.3,-54.7,6.62,105.1,-73.4,136.7
Free Cashflow per Share,,,,,0.19,0.076,-0.22,-0.11,,,,,0.008,-0.015,-0.027,-0.081,0.010,0.15,-0.11,0.20
