,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",106.5,93.7,142.2,386.3,894.6,"1,118","1,553","2,580",,,401.0,345.5,432.2,424.4,410.3,584.9,"1,160",742.6,860.2,963.5
Operating Income,196.6,57.1,22.2,-248.4,-151.6,193.5,881.1,668.8,,,-23.1,38.3,753.8,102.8,-91.1,11.3,645.9,560.1,125.1,486.4
Net Income,174.9,43.1,26.1,346.6,-260.8,170.2,571.9,"1,287",,,-61.5,-54.2,654.1,251.7,411.9,317.8,305.4,269.0,150.3,226.6
EBITDA,207.9,66.4,51.4,-216.8,-6.83,384.7,"1,131","1,123",,,51.3,94.3,814.3,156.6,9.45,272.3,684.9,714.3,292.4,672.2
Gross Profit Margin,30.5%,30.9%,63.0%,37.3%,34.6%,40.6%,41.6%,43.1%,,,36.7%,36.1%,46.3%,46.9%,33.5%,32.9%,49.5%,43.4%,41.8%,41.2%
Operating Margin,15.9%,9.1%,8.5%,-67.2%,-7.1%,6.0%,15.0%,8.9%,,,-2.2%,3.6%,29.4%,9.1%,-9.5%,0.6%,17.7%,18.7%,5.3%,13.8%
Net Profit Margin,14.2%,6.9%,10.0%,93.8%,-12.1%,5.3%,9.8%,17.1%,,,-6.0%,-5.1%,25.5%,22.4%,43.2%,17.5%,8.4%,9.0%,6.4%,6.4%
Return on Assets,10.9%,3.1%,0.8%,4.3%,-1.4%,0.6%,1.6%,2.6%,,,-0.1%,-0.4%,1.4%,1.9%,2.6%,2.9%,2.2%,2.1%,1.7%,1.5%
Return on Equity,25.5%,6.0%,0.5%,4.9%,-2.4%,1.2%,3.5%,7.4%,,,-0.4%,-0.3%,4.0%,1.5%,2.4%,1.9%,1.8%,1.5%,0.9%,1.3%
Return on Total Capital,14.8%,4.0%,0.5%,4.5%,-1.8%,0.8%,1.9%,3.0%,,,-0.1%,-0.4%,1.9%,2.6%,3.1%,3.8%,3.0%,3.1%,2.9%,2.5%
SG&A to Sale,8.6%,14.9%,54.5%,104.5%,41.6%,34.6%,26.5%,34.2%,,,39.0%,32.5%,16.9%,37.8%,43.0%,32.2%,31.8%,24.8%,36.5%,27.4%
Depreciation & Amortisation,11.3,9.23,29.2,31.6,144.8,191.2,250.1,454.4,,,74.4,56.0,60.4,53.8,100.5,261.0,39.0,154.2,167.3,185.8
Tax Rate,11.0%,24.6%,25.7%,-1.0%,3.9%,24.7%,26.5%,-6.0%,,,-125.7%,55.5%,24.5%,10.6%,-47.1%,12.0%,-6.0%,30.8%,27.0%,40.9%
Current Ratio,2.43,6.84,8.20,0.50,1.22,3.14,2.93,1.93,,,3.06,4.48,2.93,2.67,2.02,2.38,1.93,2.02,1.29,1.31
Quick Ratio,1.97,11.3,3.48,0.051,0.094,0.40,0.41,0.18,,,0.50,0.64,0.41,0.26,0.17,0.29,0.18,0.16,0.083,0.085
Days Inventory Outstanding,231.0,28.2,"-1,176",656.6,"1,189","1,825","1,095","1,026",,,"1,117","1,016",966.2,"1,098","1,308","1,289","1,197","1,035",963.3,829.9
Days Sale Outstanding,205.6,881.4,452.4,52.1,62.9,66.5,34.9,39.5,,,47.8,48.7,34.9,43.1,54.6,54.3,39.5,31.2,25.5,28.4
Days Payable Outstanding,33.8,42.1,88.2,125.4,28.7,15.7,21.1,45.1,,,22.5,21.7,25.9,28.8,34.9,68.6,75.6,25.5,0.43,0.76
Cash Conversion Cycle,468.9,644.3,53.4,614.5,"1,205","1,863","1,098",994.9,,,"1,144","1,040",970.5,"1,114","1,311","1,243","1,176","1,067",988.8,854.4
Debt to Asset Ratio,0.56,0.42,0.032,0.37,0.53,0.49,0.53,0.66,,,0.47,0.53,0.53,0.54,0.64,0.65,0.66,0.68,0.68,0.69
Debt to Equity Ratio,1.25,0.71,0.033,0.58,1.24,1.06,1.33,2.24,,,1.03,1.32,1.33,1.35,2.04,2.16,2.24,2.41,2.45,2.63
Interest Coverage Ratio,,,23.9,,,0.62,2.39,1.01,,,,0.33,5.99,0.75,,0.066,2.71,2.71,0.76,2.38
Cash and Short Term Investments,8.50,35.5,429.2,898.2,899.1,"2,161","8,962","4,682",,,"2,265","9,658","8,962","5,779","4,887","4,947","4,682","4,258","2,761","4,579"
"Total Receivables, Net",694.8,"1,513",323.2,52.8,370.6,588.7,559.5,816.4,,,554.6,629.1,559.5,682.6,853.4,960.6,816.4,804.4,755.5,975.7
Total Inventory,693.4,-626.6,5.49,827.9,"8,336","10,885","9,662","14,452",,,"7,850","8,465","9,662","10,226","13,356","13,681","14,452","16,138","16,203","15,531"
Total Current Assets,857.6,936.7,762.5,"1,819","9,794","14,032","19,762","20,779",,,"11,472","19,957","19,762","17,231","19,853","20,250","20,779","22,227","20,709","22,179"
"Property/Plant/Equipment, Total - Net",563.7,175.2,458.3,"3,102","3,507","3,520","3,854","17,370",,,"3,787","3,768","3,854","5,080","15,122","15,989","17,370","18,548","19,130","20,268"
Total Assets,"1,544","1,228","4,952","11,288","25,308","30,592","40,910","58,930",,,"30,444","39,096","40,910","40,977","54,807","56,449","58,930","62,978","61,927","64,808"
Accounts Payable,67.9,32.0,14.6,144.5,77.0,88.5,306.8,753.0,,,169.6,179.5,306.8,214.3,415.4,"1,024",753.0,0.094,14.3,14.8
Accrued Expenses,16.6,12.1,16.7,90.2,191.4,326.3,652.7,"1,749",,,206.2,193.4,652.7,603.4,692.9,572.0,"1,749",10.1,11.0,13.2
Debt Due,148.1,50.7,27.0,"3,296","7,350","3,123","2,124","4,387",,,"1,245","1,508","2,124","2,381","4,266","3,091","4,387","5,079","11,024","11,076"
Total Current Liabilities,353.6,136.9,93.0,"3,634","8,053","4,464","6,748","10,754",,,"3,749","4,457","6,748","6,465","9,851","8,515","10,754","10,977","16,050","16,883"
Long Term Debt,499.0,367.0,47.2,504.8,"4,097","8,291","13,943","26,257",,,"8,610","13,917","13,943","14,375","23,030","26,084","26,257","24,388","18,805","20,849"
Total Liabilities,858.9,510.2,158.6,"4,161","13,377","15,096","21,815","38,837",,,"14,430","20,694","21,815","21,961","34,944","36,674","38,837","42,533","42,015","44,939"
Common Stock,400.0,500.0,"4,235","4,712","5,715","6,454","6,854","6,854",,,"6,454","6,854","6,854","6,854","6,854","6,854","6,854","6,854","6,854","6,854"
Additional Paid-In Capital,23.5,23.5,,,"2,939","5,892","7,117","7,117",,,"5,892","7,117","7,117","7,117","7,117","7,117","7,117","7,117","7,117","7,117"
Retained Earnings (Accumulated Deficit),261.3,194.1,558.3,"1,883","1,625","1,796","2,389","3,663",,,"1,768","1,713","2,389","2,641","3,053","3,371","3,663","3,932","3,809","4,036"
Shareholders' Equity,684.8,717.6,"4,793","7,126","10,764","14,244","16,360","17,322",,,"14,035","15,677","16,360","16,272","17,140","17,013","17,322","17,650","17,134","17,095"
Cash from Operating Activities,98.6,270.8,9.26,50.2,-636.3,"-1,845",466.0,"-1,914",,,184.3,1.36,89.1,"-1,187",-229.3,-913.3,415.6,"-1,859",-783.4,"1,098"
Cash from Investing Activities,-10.8,-3.17,"-5,346","-3,024","-8,002","-1,426","-3,696","-13,134",,,-764.6,"-1,635","-1,221","-1,379","-7,719","-2,250","-1,787","2,818",-881.5,"-1,139"
Cash from Financing Activities,-108.3,-240.6,"5,725","3,245","8,316","3,757","9,007","11,970",,,533.4,"8,085",481.4,925.6,"7,108","2,572","1,364","-1,054",215.6,"2,150"
Net Change in Cash,-20.5,27.0,387.7,337.2,-275.1,491.8,"5,777","-3,216",,,-42.0,"6,457",-657.3,"-1,984",-702.0,-617.2,87.2,-193.4,"-1,164","1,932"
Free Cashflows,97.8,270.6,-113.3,"-2,582","-1,057","-2,054",227.9,"-7,000",,,129.4,-37.6,2.12,"-2,483",-755.6,"-2,260","-1,501","-3,495","-1,967",226.3
Free Cashflow per Share,0.021,0.057,-0.024,-0.55,-0.19,-0.32,0.033,-1.02,,,0.020,-0.005,0.000,-0.36,-0.11,-0.33,-0.22,-0.51,-0.29,0.033
