,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Payable Outstanding,10.8,23.2,30.7,23.4,20.6,28.1,28.4,25.7,,,24.0,24.9,28.6,29.8,29.9,31.1,29.6,26.6,26.5,23.4
Cash Conversion Cycle,14.4,33.0,39.4,47.4,45.3,45.5,42.2,35.7,,,48.0,40.3,41.6,42.4,43.4,37.3,39.4,41.0,44.2,53.2
Debt to Asset Ratio,0.44,0.45,0.43,0.40,0.38,0.35,0.36,0.35,,,0.34,0.36,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.35
Debt to Equity Ratio,0.83,0.89,0.79,0.68,0.62,0.55,0.56,0.56,,,0.52,0.57,0.56,0.54,0.54,0.55,0.56,0.52,0.53,0.55
Interest Coverage Ratio,3.20,6.52,6.65,3.47,5.60,7.97,12.4,12.4,,,6.60,10.6,24.5,14.5,11.3,15.0,2.64,7.68,,2.14
Cash and Short Term Investments,"22,606","60,062","44,384","45,788","47,741","46,889","55,050","53,562",,,"55,611","43,665","55,050","56,168","44,313","49,281","53,562","50,035","33,708","39,102"
"Total Receivables, Net","45,092","56,906","62,487","40,939","34,819","40,823","44,936","47,597",,,"34,565","39,538","44,936","44,865","44,570","47,292","47,597","50,745","45,684","44,373"
Total Inventory,"36,145","41,047","50,240","31,577","29,930","38,358","37,755","39,366",,,"37,455","38,229","37,755","41,756","47,671","44,975","39,366","41,511","44,599","41,213"
Total Current Assets,"105,237","160,891","160,515","123,131","117,901","129,169","140,738","144,310",,,"128,579","122,366","140,738","143,873","137,764","142,941","144,310","143,639","125,338","125,498"
"Property/Plant/Equipment, Total - Net","235,343","240,497","230,934","219,346","220,213","223,992","219,689","245,021",,,"218,895","222,240","219,689","225,202","228,777","230,857","245,021","245,238","252,599","253,916"
Total Assets,"372,967","436,062","432,710","381,443","377,545","413,513","434,964","469,255",,,"394,509","419,561","434,964","446,571","448,802","456,345","469,255","465,970","450,099","452,565"
Accounts Payable,"27,269","38,485","45,655","21,679","19,650","28,426","31,137","34,516",,,"22,317","28,673","31,137","33,290","34,402","41,080","34,516","32,968","32,913","22,579"
Accrued Expenses,"2,911","4,835","4,188","3,868","3,419","4,340","7,049","7,623",,,"3,460","3,665","7,049","5,665","5,626","4,426","7,623","6,484","7,135","8,172"
Debt Due,"22,248","16,604","24,672","23,669","10,044","11,623","10,364","13,398",,,"12,119","13,147","10,364","9,193","9,922","8,840","13,398","15,675","12,502","9,203"
Total Current Liabilities,"60,067","69,645","83,222","56,119","41,221","54,470","60,313","73,858",,,"45,455","55,112","60,313","63,213","64,482","69,925","73,858","68,941","67,987","50,814"
Long Term Debt,"98,102","120,452","95,785","89,675","95,976","85,665","87,588","83,648",,,"80,680","88,354","87,588","83,504","84,956","82,362","83,648","79,762","76,523","98,320"
Total Liabilities,"164,512","198,017","187,353","152,993","143,280","146,500","154,700","165,773",,,"132,386","150,026","154,700","154,351","156,432","159,414","165,773","156,776","153,423","158,080"
Common Stock,"45,061","45,088","45,088","45,088","45,088","45,088","45,088","45,088",,,"45,088","45,088","45,088","45,088","45,088","45,088","45,088","45,088","45,088","45,088"
Additional Paid-In Capital,"36,839","36,978","36,978","36,937","36,937","36,944","38,324","38,324",,,"36,944","37,570","38,324","38,324","38,324","38,324","38,324","38,324","38,324","38,324"
Retained Earnings (Accumulated Deficit),"104,058","127,927","143,278","143,648","152,376","167,397","189,783","210,727",,,"178,590","180,731","189,783","202,173","201,729","206,631","210,727","217,167","208,095","206,243"
Shareholders' Equity,"198,504","222,433","238,503","226,276","231,552","264,346","274,870","296,046",,,"256,870","264,076","274,870","286,718","287,538","292,149","296,046","301,807","289,080","286,927"
Cash from Operating Activities,"59,358","54,881","46,205","45,955","50,822","46,566","61,955","53,629",,,"13,066","13,880","17,693","12,119","11,620","20,854","9,037","11,201","8,280","2,930"
Cash from Investing Activities,"4,133","-41,689","-22,272","-24,137","-22,345","-1,957","-41,545","-32,842",,,"4,784","-22,577","-5,458","-14,422","-8,770","-2,533","-7,117","-4,498","-4,339","-12,990"
Cash from Financing Activities,"-104,433","-1,321","-33,534","-23,648","-30,028","-25,094","-9,511","-27,397",,,"-8,060",900.3,"-1,499","-4,991","-12,341","-11,609","1,544","-1,957","-17,056","13,152"
Net Change in Cash,"-41,353","12,296","-12,687","-2,362","-2,337","19,384","10,709","-6,685",,,"9,843","-7,759","10,560","-7,387","-9,099","6,446","3,354","5,014","-13,423","3,352"
Free Cashflows,"54,334","46,030","29,033","28,651","33,077","28,275","46,317","27,473",,,"9,097","10,949","11,941","6,554","3,894","15,575","1,450","4,018","-1,266","-8,209"
Free Cashflow per Share,12.1,10.2,6.44,6.35,7.40,6.34,10.3,6.09,,,2.04,2.45,2.65,1.45,0.86,3.45,0.32,0.89,-0.28,-1.82
