,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Assets,16.2%,16.4%,24.0%,19.8%,19.4%,15.8%,19.6%,10.7%,,,15.4%,18.3%,18.8%,15.6%,15.0%,13.1%,10.7%,10.0%,7.8%,7.6%
Return on Equity,24.8%,29.3%,35.1%,31.2%,30.3%,24.5%,28.2%,17.6%,,,8.3%,9.0%,4.4%,4.3%,6.3%,5.1%,1.1%,3.9%,3.2%,4.6%
Return on Total Capital,24.8%,29.2%,35.1%,31.2%,30.3%,24.5%,28.2%,17.6%,,,23.7%,27.8%,28.2%,24.0%,24.3%,20.7%,17.6%,16.1%,13.2%,13.0%
SG&A to Sale,1.7%,2.3%,2.4%,2.3%,2.9%,2.8%,3.5%,3.5%,,,3.9%,3.1%,3.5%,3.2%,4.4%,3.0%,3.6%,4.1%,4.3%,3.3%
Depreciation & Amortisation,,2.43,2.83,2.88,2.99,2.75,2.51,3.43,,,,,2.51,,,,0.93,0.96,1.12,1.20
Tax Rate,32.6%,23.0%,19.1%,17.2%,18.7%,17.5%,19.7%,18.2%,,,18.2%,21.2%,20.0%,19.1%,18.6%,18.4%,10.9%,19.1%,12.8%,17.0%
Current Ratio,0.60,0.38,0.90,0.90,1.03,1.20,0.86,0.68,,,0.75,1.09,0.86,1.17,1.06,1.23,0.68,0.83,0.89,1.09
Quick Ratio,0.002,0.005,0.009,0.018,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,0.41,1.04,0.96,2.19,,,,,,,,,,,,,,0.010,0.011,0.014
Days Payable Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.010,0.011,0.013
Debt to Asset Ratio,0.37,0.46,0.39,0.40,0.37,0.36,0.36,0.39,,,0.35,0.34,0.36,0.37,0.34,0.39,0.39,0.40,0.42,0.40
Debt to Equity Ratio,0.59,0.87,0.63,0.66,0.58,0.56,0.55,0.64,,,0.54,0.52,0.55,0.58,0.52,0.63,0.64,0.66,0.71,0.68
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,19.9,17.8,62.1,160.3,150.4,255.2,218.3,133.6,,,99.2,113.7,218.3,429.7,114.6,280.5,133.6,217.4,138.9,141.3
"Total Receivables, Net",1.01,3.13,3.84,10.2,,,,,,,,,,,,,,0.069,0.077,0.094
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,267.9,225.1,373.4,510.4,478.1,538.4,439.7,340.1,,,382.0,501.5,439.7,677.7,414.3,645.9,340.1,489.1,580.0,600.1
"Property/Plant/Equipment, Total - Net",49.1,50.1,47.6,45.1,42.9,42.6,46.3,55.2,,,42.6,42.3,46.3,46.2,51.1,55.0,55.2,55.3,55.1,54.5
Total Assets,"1,286","1,409","1,784","1,979","2,025","2,053","2,397","2,358",,,"2,222","2,228","2,397","2,546","2,264","2,401","2,358","2,535","2,595","2,511"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,,0.16,6.28,4.84,2.02,2.80,2.53,2.59,,,2.82,3.23,2.53,3.22,3.26,3.25,2.59,3.23,3.57,3.16
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,443.0,592.8,415.6,568.1,465.5,448.6,513.1,497.9,,,506.8,461.8,513.1,578.3,391.6,525.9,497.9,592.0,651.3,548.7
Long Term Debt,,1.78,1.09,0.34,,,,,,,,,,,,,,,,
Total Liabilities,475.3,654.6,692.8,788.8,742.9,739.5,853.6,918.9,,,780.2,761.1,853.6,935.5,775.3,931.5,918.9,"1,012","1,081","1,016"
Common Stock,500.0,500.0,600.0,600.0,600.0,600.0,600.0,600.0,,,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
Additional Paid-In Capital,,,79.2,79.2,79.2,79.2,79.2,79.2,,,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2
Retained Earnings (Accumulated Deficit),311.3,225.3,388.3,490.0,608.3,629.5,821.5,774.2,,,744.0,755.3,821.5,889.4,803.3,758.2,774.2,833.6,792.7,783.9
Shareholders' Equity,810.4,754.3,"1,092","1,190","1,282","1,313","1,543","1,439",,,"1,441","1,467","1,543","1,611","1,489","1,469","1,439","1,523","1,514","1,494"
Cash from Operating Activities,,343.8,337.4,421.2,282.1,418.0,294.0,156.5,,,77.9,142.5,104.5,132.7,-118.7,217.5,-75.0,79.8,15.8,80.4
Cash from Investing Activities,,-36.0,-252.3,-133.4,-18.0,-9.98,-23.9,-13.5,,,-8.21,-7.99,-6.10,-1.84,-5.16,-5.03,-1.49,-0.66,-0.94,-0.76
Cash from Financing Activities,,-310.0,-40.8,-270.0,-270.0,-300.0,-240.0,-300.0,,,-120.0,-120.0,0.00,,-180.0,-120.0,0.00,,-90.0,-78.0
Net Change in Cash,,-2.18,44.3,17.7,-5.93,108.1,30.2,-157.0,,,-50.3,14.5,98.4,130.9,-303.8,92.5,-76.5,79.1,-75.2,1.69
Free Cashflows,,342.2,336.3,420.0,281.0,415.8,287.8,143.6,,,77.2,142.2,99.8,131.5,-124.4,212.7,-76.2,78.7,14.8,79.9
Free Cashflow per Share,,0.57,0.56,0.70,0.47,0.69,0.48,0.24,,,0.13,0.24,0.17,0.22,-0.21,0.35,-0.13,0.13,0.025,0.13
