,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,12.0%,11.2%,13.9%,14.5%,19.7%,22.9%,19.1%,25.1%,,,18.8%,20.6%,18.6%,23.6%,25.7%,24.1%,30.5%,29.7%,28.1%,28.4%
Depreciation & Amortisation,43.0,38.9,47.8,58.9,72.6,83.1,75.1,78.4,,,18.5,19.0,19.3,18.3,18.5,20.4,21.2,24.8,20.2,26.8
Tax Rate,0.0%,-4.3%,60.8%,20.1%,28.8%,29.0%,25.4%,-225.2%,,,32.8%,14.9%,35.9%,40.5%,20.9%,-10.6%,12.4%,-1.6%,-18.3%,27.2%
Current Ratio,1.77,1.55,1.65,1.70,1.70,1.61,1.55,1.51,,,1.71,1.67,1.55,1.59,1.58,1.58,1.51,1.46,1.38,1.26
Quick Ratio,0.83,0.67,0.79,0.84,0.73,0.63,0.78,0.65,,,0.83,0.78,0.78,0.83,0.78,0.81,0.65,0.67,0.65,0.56
Days Inventory Outstanding,66.8,71.0,63.3,59.6,78.1,87.3,74.9,97.0,,,91.8,96.7,86.8,81.8,86.5,90.2,98.1,96.4,92.0,89.4
Days Sale Outstanding,75.1,76.9,77.5,80.2,83.4,84.2,86.4,80.9,,,84.2,80.8,86.4,95.8,82.1,89.4,80.9,84.4,89.9,86.1
Days Payable Outstanding,34.7,0.007,0.002,0.002,0.001,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,138.5,142.0,134.6,139.9,165.9,169.3,151.1,190.9,,,173.3,176.9,168.0,174.5,176.1,178.5,188.1,181.9,182.7,176.4
Debt to Asset Ratio,0.86,0.73,0.72,0.66,0.58,0.61,0.58,0.60,,,0.58,0.58,0.58,0.59,0.58,0.59,0.60,0.61,0.61,0.64
Debt to Equity Ratio,8.58,2.99,2.93,2.07,1.47,1.68,1.47,1.61,,,1.49,1.45,1.47,1.53,1.48,1.55,1.61,1.69,1.72,1.95
Interest Coverage Ratio,4.96,17.3,11.5,8.69,4.92,3.29,9.30,,,,7.00,11.7,6.14,0.21,1.83,,,,,
Cash and Short Term Investments,356.3,617.3,607.5,521.9,397.1,596.2,257.7,273.6,,,146.8,145.7,257.7,220.5,129.4,158.1,273.6,235.0,165.3,269.2
"Total Receivables, Net",638.5,754.6,898.9,896.8,811.3,856.9,"1,120",847.8,,,971.8,985.4,"1,120","1,197","1,012","1,037",847.8,826.8,813.1,796.5
Total Inventory,499.7,617.1,537.9,517.0,639.2,683.6,767.9,775.7,,,824.6,915.0,767.9,772.3,818.6,770.7,775.7,663.2,651.0,649.0
Total Current Assets,"1,571","2,079","2,106","2,034","1,913","2,194","2,224","1,979",,,"2,032","2,116","2,224","2,289","2,049","2,037","1,979","1,812","1,739","1,792"
"Property/Plant/Equipment, Total - Net",675.9,708.8,758.0,860.3,"1,169","1,132","1,164","1,351",,,"1,214","1,164","1,164","1,229","1,286","1,341","1,351","1,381","1,390","1,372"
Total Assets,"2,378","3,149","3,177","3,203","3,386","3,633","3,839","3,873",,,"3,556","3,699","3,839","3,941","3,833","3,861","3,873","3,745","3,652","3,704"
Accounts Payable,0.100,0.003,0.031,0.009,,,,,,,,,,,,,,,,
Accrued Expenses,,,,,,,2.80,13.2,,,,,2.80,2.80,2.80,6.36,13.2,11.4,9.56,9.94
Debt Due,201.6,302.3,217.2,199.9,169.2,230.2,290.8,364.5,,,211.4,253.8,290.8,319.6,345.9,371.7,364.5,417.0,421.6,594.2
Total Current Liabilities,885.7,"1,338","1,274","1,198","1,126","1,363","1,435","1,306",,,"1,186","1,263","1,435","1,436","1,293","1,287","1,306","1,237","1,257","1,424"
Long Term Debt,"1,111",810.5,871.9,735.8,596.6,488.4,444.6,651.6,,,496.1,470.9,444.6,536.6,575.4,630.5,651.6,670.2,630.8,486.4
Total Liabilities,"2,051","2,294","2,302","2,101","1,962","2,221","2,225","2,326",,,"2,076","2,134","2,225","2,327","2,231","2,285","2,326","2,287","2,246","2,380"
Common Stock,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,,,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6
Additional Paid-In Capital,8.40,8.40,8.40,8.40,8.40,8.54,8.54,8.54,,,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54,8.54
Retained Earnings (Accumulated Deficit),-598.6,-28.2,-5.74,229.0,341.1,319.4,516.6,450.3,,,389.5,467.6,516.6,520.2,506.3,483.2,450.3,363.8,313.9,231.4
Shareholders' Equity,239.1,767.3,787.0,"1,014","1,337","1,323","1,516","1,446",,,"1,391","1,469","1,516","1,517","1,503","1,478","1,446","1,355","1,302","1,219"
Cash from Operating Activities,265.2,507.7,497.4,275.1,185.3,290.1,-226.7,124.0,,,-296.6,-62.8,118.9,-95.5,-29.9,49.6,199.8,-56.4,-17.6,90.6
Cash from Investing Activities,-35.6,-138.8,-129.5,-206.4,-38.3,-38.4,-94.3,-291.7,,,-68.1,56.2,-17.2,-54.4,-63.8,-86.9,-86.6,-50.4,-13.2,-11.7
Cash from Financing Activities,-264.3,-200.5,-344.6,-155.2,-174.3,-42.0,-15.7,195.9,,,-28.5,20.3,11.4,114.4,1.61,67.5,12.3,70.9,-37.3,25.3
Net Change in Cash,-34.7,168.4,23.2,-86.5,-27.3,209.0,-338.6,15.9,,,-393.4,13.9,112.0,-37.1,-91.2,28.7,115.5,-38.6,-69.7,103.9
Free Cashflows,223.7,468.3,401.6,97.4,71.3,257.8,-320.1,-141.6,,,-362.6,-25.3,101.5,-146.5,-92.8,-25.9,123.6,-106.5,-43.8,90.2
Free Cashflow per Share,0.54,1.14,0.97,0.24,0.17,0.62,-0.77,-0.34,,,-0.87,-0.061,0.24,-0.35,-0.22,-0.063,0.30,-0.26,-0.11,0.22
