,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Accrued Expenses,"17,865","19,566","18,382","9,259","8,114","7,406","14,875","18,382",,,"7,059","8,053","14,875","7,421","9,173","9,081","18,382","8,030","15,975","15,200"
Debt Due,"9,830","8,379","16,447","9,850","17,081","21,971","24,403","31,272",,,"24,540","23,429","24,403","35,674","41,877","35,583","31,272","29,086","17,899","22,049"
Total Current Liabilities,"37,605","32,576","40,655","32,967","37,846","41,314","45,524","55,105",,,"43,229","43,621","45,524","56,499","63,680","59,781","55,105","52,808","37,448","40,821"
Long Term Debt,"84,982","88,754","90,920","98,303","106,817","95,011","102,051","99,017",,,"95,297","97,355","102,051","97,657","91,154","96,741","99,017","101,625","111,844","108,629"
Total Liabilities,"136,355","142,713","151,278","148,615","161,821","151,601","163,038","170,212",,,"153,095","155,680","163,038","169,258","170,990","172,235","170,212","170,653","164,366","164,592"
Common Stock,"2,717","2,462","2,635","2,515","2,757","5,137","4,877","4,835",,,"5,087","5,029","4,877","4,675","4,946","4,850","4,835","4,760","4,593","4,590"
Additional Paid-In Capital,"5,058","4,582","4,905","4,928","5,402","14,961","14,429","14,304",,,"15,049","14,876","14,429","13,829","14,630","14,347","14,304","14,081","13,587","13,580"
Retained Earnings (Accumulated Deficit),"65,462","69,382","71,598","66,918","68,545","67,224","65,951","68,424",,,"66,049","65,748","65,951","61,977","67,809","67,180","68,424","68,078","64,022","62,081"
Shareholders' Equity,"75,891","81,795","70,993","67,331","63,154","78,799","84,907","82,530",,,"82,146","83,917","84,907","82,144","84,048","82,281","82,530","82,845","77,911","73,883"
Cash from Operating Activities,"21,564","9,236",886.1,"6,372","9,168","5,087","11,955","13,274",,,-426.1,"4,867","4,726",-184.5,"1,121","6,473","7,983","2,118","1,080",-82.9
Cash from Investing Activities,"-1,653","-8,391","-2,768","-3,955","-11,869","-18,707","-17,589","-14,597",,,"-1,173","-3,455","-9,499","-5,993","-3,190","-1,540","-5,956","-2,051","4,947","-4,515"
Cash from Financing Activities,"-7,733","-6,549","-7,255","-4,012","3,248","15,728","12,707",-818.8,,,"1,940",-216.0,"7,877","10,518","-8,126",-980.2,"-2,632","1,111","-1,926","-1,131"
Net Change in Cash,"12,543","-5,718","-9,789","-1,808",185.8,"2,105","7,420","-2,442",,,432.4,"1,249","3,169","4,727","-10,857","3,805",-509.8,"1,283","4,478","-5,783"
Free Cashflows,"13,972","-1,053","-5,948",-692.2,"1,681","-2,129","3,252","4,466",,,"-2,463","2,024","2,135","-2,628",-161.1,"3,891","5,529",-57.5,"-1,000","-2,712"
Free Cashflow per Share,5.14,-0.39,-2.30,-0.27,0.65,-0.43,0.63,0.87,,,-0.48,0.39,0.41,-0.51,-0.031,0.75,1.07,-0.011,-0.19,-0.53
