,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Liabilities,"6,770","7,190","7,174","8,772","8,730","7,300","6,576","6,114",,,"6,828","6,909","6,576","6,246","6,777","6,872","6,114","5,498","5,241","5,221"
Common Stock,472.2,472.6,480.5,565.6,574.8,586.1,586.4,586.4,,,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4,586.4
Additional Paid-In Capital,"1,108","1,111","1,120","1,686","1,810","1,895","1,907","1,907",,,"1,907","1,907","1,907","1,907","1,907","1,907","1,907","1,907","1,907","1,907"
Retained Earnings (Accumulated Deficit),"1,062","1,643","2,537","4,149","5,706","7,536","8,791","9,507",,,"8,226","8,193","8,791","9,308","9,222","9,138","9,507","9,775","9,289","9,075"
Shareholders' Equity,"2,520","3,070","4,091","6,362","8,073","9,990","11,229","11,951",,,"10,675","10,637","11,229","11,739","11,671","11,577","11,951","12,217","11,715","11,499"
Cash from Operating Activities,791.0,"1,648","2,131","2,971","2,590","4,374","3,573","2,774",,,477.6,"1,052","1,032",849.2,123.4,755.3,"1,046",512.9,433.4,870.4
Cash from Investing Activities,-294.1,"-1,152","-1,616","-3,928","-1,808","-1,032","-1,044",-629.9,,,-314.1,-317.2,-240.3,-170.2,-134.2,-128.5,-197.0,-173.5,-175.3,-134.4
Cash from Financing Activities,-104.6,-634.4,-509.3,"1,018",-583.9,"-3,122","-2,262","-1,915",,,-401.4,-484.7,-642.1,-540.6,-52.3,-685.0,-637.5,-537.8,-346.0,-702.7
Net Change in Cash,392.4,-138.4,4.91,60.9,210.5,218.3,247.9,243.2,,,-240.3,246.3,145.5,121.7,-26.7,-68.4,216.5,-199.7,-102.8,31.8
Free Cashflows,506.2,697.7,508.4,-807.5,811.1,"3,521","2,520","2,027",,,136.3,751.0,791.9,585.8,-27.3,626.0,842.8,318.6,236.8,737.0
Free Cashflow per Share,0.55,0.76,0.53,-0.71,0.71,3.00,2.15,1.73,,,0.12,0.64,0.68,0.50,-0.023,0.53,0.72,0.27,0.20,0.63
