,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt to Asset Ratio,0.36,0.27,0.18,0.36,0.40,0.41,0.37,0.35,,,0.37,0.36,0.37,0.37,0.36,0.34,0.35,0.35,0.34,0.34
Debt to Equity Ratio,0.57,0.37,0.23,0.55,0.67,0.68,0.58,0.54,,,0.60,0.57,0.58,0.60,0.56,0.51,0.54,0.55,0.51,0.52
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,288.8,327.9,368.5,267.7,486.0,457.0,301.3,472.3,,,326.4,252.1,301.3,404.1,353.7,190.7,472.3,413.2,279.7,263.6
"Total Receivables, Net",43.5,100.5,63.9,77.7,142.0,73.5,183.2,621.0,,,80.1,124.1,183.2,150.9,84.9,325.3,621.0,675.5,666.4,671.8
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,357.7,455.2,581.4,458.3,685.9,568.1,494.6,"1,136",,,448.6,419.2,494.6,592.0,477.9,572.2,"1,136","1,126",952.7,944.3
"Property/Plant/Equipment, Total - Net",164.6,148.7,138.6,142.1,87.5,86.8,85.3,104.7,,,88.0,87.0,85.3,83.7,88.5,95.6,104.7,108.5,112.4,112.8
Total Assets,"1,839","1,804","1,967","2,528","3,535","3,681","3,592","4,360",,,"3,518","3,492","3,592","3,686","3,546","3,420","4,360","4,338","4,159","4,133"
Accounts Payable,32.4,38.0,39.0,39.4,40.6,41.1,39.5,6.90,,,46.0,37.5,39.5,38.3,43.3,40.6,6.90,7.16,7.27,5.39
Accrued Expenses,31.0,72.1,29.1,17.7,105.1,52.6,79.7,117.9,,,22.0,29.0,79.7,12.9,21.0,28.2,117.9,33.3,32.8,42.7
Debt Due,561.0,318.1,250.1,359.0,405.3,500.0,340.0,120.4,,,250.0,440.0,340.0,440.0,340.4,100.4,120.4,200.8,100.8,100.8
Total Current Liabilities,648.8,471.2,346.5,498.5,617.2,632.2,492.5,274.7,,,353.6,545.8,492.5,561.5,450.0,192.5,274.7,269.5,143.1,153.2
Long Term Debt,0.27,0.15,0.021,350.0,720.0,770.0,730.0,"1,171",,,870.0,630.0,730.0,730.0,731.2,871.1,"1,171","1,173","1,172","1,172"
Total Liabilities,664.8,486.7,361.2,897.7,"1,424","1,496","1,312","1,537",,,"1,314","1,267","1,312","1,381","1,274","1,157","1,537","1,534","1,414","1,420"
Common Stock,617.6,"1,062","1,235","1,235","1,235","1,235","1,235","1,729",,,"1,235","1,235","1,235","1,235","1,235","1,235","1,729","1,729","1,729","1,729"
Additional Paid-In Capital,"1,266","1,035",208.5,208.5,208.5,208.5,208.5,208.5,,,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5,208.5
Retained Earnings (Accumulated Deficit),-454.6,-488.6,399.4,455.8,942.1,"1,044","1,152","1,178",,,"1,087","1,114","1,152","1,190","1,138","1,133","1,178","1,169","1,123","1,093"
Shareholders' Equity,"1,174","1,318","1,605","1,630","2,111","2,185","2,280","2,822",,,"2,205","2,226","2,280","2,305","2,272","2,263","2,822","2,804","2,746","2,713"
Cash from Operating Activities,198.3,-31.7,-214.1,126.4,30.6,-187.5,220.8,-270.5,,,22.0,102.7,-57.0,16.0,-16.7,144.8,-414.5,-75.6,135.4,3.12
Cash from Investing Activities,-336.6,29.4,150.1,-575.3,-303.4,-45.0,56.6,-434.9,,,25.4,-1.39,4.51,-1.69,24.7,-36.8,-421.1,6.91,39.0,-5.16
Cash from Financing Activities,132.5,-53.2,95.5,458.9,290.1,119.3,-224.7,676.8,,,-24.7,-50.0,0.00,100.0,-137.1,-100.1,814.0,79.9,-152.1,-0.19
Net Change in Cash,22.1,-72.4,56.4,11.9,58.1,-117.5,15.8,-30.7,,,17.4,44.2,-60.3,98.3,-107.7,-0.005,-21.3,4.83,9.52,-2.78
Free Cashflows,182.2,-45.1,-223.1,93.4,24.6,-200.7,214.0,-298.7,,,16.6,102.4,-58.0,15.8,-22.4,135.2,-427.3,-79.6,129.1,-2.00
Free Cashflow per Share,1.47,-0.21,-0.90,0.38,0.100,-0.81,0.87,-0.86,,,0.067,0.41,-0.23,0.064,-0.091,0.55,-1.24,-0.23,0.37,-0.006
