,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Assets,"1,213","1,174","1,501","1,554","1,583","1,547","1,520","1,361",,,"1,718","1,686","1,520","1,497","1,515","1,385","1,361","1,393","1,475","1,384"
Accounts Payable,14.3,25.7,10.4,12.2,5.72,17.8,11.0,7.98,,,12.5,3.54,11.0,9.75,13.2,6.51,7.98,10.4,18.0,4.54
Accrued Expenses,19.1,25.4,26.1,25.3,18.5,19.3,11.0,11.2,,,18.0,17.1,11.0,11.7,14.9,10.7,11.2,18.0,25.4,21.4
Debt Due,,,100.0,300.0,475.0,340.0,400.0,270.0,,,560.0,560.0,400.0,340.0,370.0,300.0,270.0,310.0,385.0,325.0
Total Current Liabilities,119.7,98.5,162.3,351.4,510.8,386.3,433.7,297.7,,,602.9,588.2,433.7,371.8,411.1,324.3,297.7,346.7,435.7,359.5
Long Term Debt,,,200.0,75.0,,,,,,,,,,,,,,,,
Total Liabilities,145.3,130.6,398.9,431.2,519.9,397.3,451.5,311.1,,,622.8,605.1,451.5,394.5,428.5,340.0,311.1,360.3,454.3,376.5
Common Stock,324.1,324.1,324.1,324.1,324.1,324.1,324.1,324.1,,,324.1,324.1,324.1,324.1,324.1,324.1,324.1,324.1,324.1,324.1
Additional Paid-In Capital,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,,,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5,321.5
Retained Earnings (Accumulated Deficit),422.4,397.9,456.5,477.5,417.0,504.5,423.0,404.6,,,449.3,434.9,423.0,456.7,441.2,399.1,404.6,387.5,374.7,361.4
Shareholders' Equity,"1,068","1,043","1,102","1,123","1,063","1,150","1,069","1,050",,,"1,095","1,081","1,069","1,102","1,087","1,045","1,050","1,033","1,020","1,007"
Cash from Operating Activities,428.8,385.9,401.4,167.9,86.7,232.9,6.26,119.2,,,-95.8,74.2,64.7,44.7,-9.67,49.2,35.0,-33.5,-6.61,47.1
Cash from Investing Activities,-50.7,-110.5,-556.7,-75.6,-214.6,-46.3,-1.96,-45.6,,,11.3,-9.34,-13.4,-12.2,-7.11,-14.4,-11.9,-11.9,-5.93,-1.33
Cash from Financing Activities,-243.3,-356.4,137.9,-103.2,51.4,-167.4,11.4,-162.4,,,171.4,0.00,-160.0,-60.0,-2.40,-70.0,-30.0,40.0,49.1,-60.0
Net Change in Cash,134.8,-81.0,-17.4,-10.9,-76.5,19.1,15.7,-88.8,,,86.9,64.8,-108.7,-27.6,-19.2,-35.1,-6.94,-5.42,36.5,-14.3
Free Cashflows,368.5,275.2,-159.7,83.9,-75.3,183.0,-40.3,69.1,,,-105.0,64.2,47.0,32.0,-19.7,33.7,23.1,-45.9,-20.7,43.2
Free Cashflow per Share,1.14,0.85,-0.49,0.26,-0.23,0.56,-0.12,0.21,,,-0.32,0.20,0.15,0.099,-0.061,0.10,0.071,-0.14,-0.064,0.13
