,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,0.9%,0.8%,1.6%,1.3%,1.1%,1.5%,2.0%,2.2%,,,1.9%,2.0%,2.8%,1.7%,2.5%,1.4%,3.6%,2.3%,2.3%,1.8%
Depreciation & Amortisation,55.8,51.3,67.1,85.5,42.9,57.1,79.0,94.7,,,17.1,22.9,22.9,23.2,23.6,24.1,23.8,23.7,23.8,24.3
Tax Rate,29.8%,-119.0%,-6.6%,23.8%,0.4%,8.5%,-13.5%,20.5%,,,18.3%,16.5%,1265.0%,14.5%,33.3%,-0.3%,24.5%,-44.6%,9.2%,-23.4%
Current Ratio,1.19,1.16,1.03,1.03,1.18,1.21,1.04,0.98,,,1.00,1.04,1.04,1.08,1.06,1.03,0.98,0.98,0.99,0.98
Quick Ratio,0.49,0.36,0.39,0.43,0.54,0.51,0.28,0.59,,,0.54,0.57,0.28,0.44,0.53,0.58,0.59,0.56,0.48,0.46
Days Inventory Outstanding,49.3,64.7,79.1,36.8,42.0,49.5,71.2,66.6,,,55.4,42.9,60.5,66.7,57.8,53.0,46.6,41.6,42.9,51.7
Days Sale Outstanding,67.0,38.2,37.6,29.3,37.6,42.4,28.3,63.9,,,62.2,51.9,28.3,39.9,51.2,67.8,63.9,58.1,49.6,53.8
Days Payable Outstanding,6.49,5.99,8.62,7.07,5.69,8.34,21.6,21.3,,,10.3,12.3,22.1,19.5,10.4,10.5,9.68,9.95,7.39,6.56
Cash Conversion Cycle,89.1,102.8,110.7,58.5,74.0,74.8,80.7,107.8,,,93.1,83.6,74.7,89.5,95.8,104.7,105.7,96.5,93.6,93.9
Debt to Asset Ratio,0.78,0.79,0.83,0.81,0.66,0.68,0.67,0.67,,,0.73,0.68,0.67,0.64,0.65,0.67,0.67,0.63,0.61,0.64
Debt to Equity Ratio,3.57,4.01,3.77,3.87,1.97,2.17,2.08,2.07,,,2.74,2.17,2.08,1.78,1.84,2.08,2.07,1.74,1.55,1.75
Interest Coverage Ratio,3.20,0.31,,1.58,,7.56,2.54,,,,,7.00,,6.67,2.22,,,0.38,5.12,
Cash and Short Term Investments,42.1,47.4,73.6,35.1,46.3,100.9,127.0,75.7,,,282.1,176.8,127.0,64.1,97.5,140.2,75.7,255.4,102.6,160.7
"Total Receivables, Net","1,910","1,551","1,193","1,353","1,439","1,835","1,067","1,975",,,"2,404","2,190","1,067","1,548","1,848","2,179","1,975","1,569","1,314","1,431"
Total Inventory,"1,880","3,295","1,782","1,539","1,643","2,396","2,736","1,267",,,"1,828","1,623","2,736","2,216","1,762","1,533","1,267",931.8,"1,276","1,417"
Total Current Assets,"4,637","4,942","3,280","3,265","3,163","4,341","3,936","3,318",,,"4,529","3,994","3,936","3,831","3,709","3,852","3,318","2,759","2,694","3,009"
"Property/Plant/Equipment, Total - Net",470.5,626.9,670.1,622.8,768.0,901.8,"1,346","1,310",,,"1,371","1,357","1,346","1,335","1,311","1,327","1,310","1,287","1,267","1,252"
Total Assets,"5,121","5,607","3,979","4,059","4,098","5,403","5,748","5,101",,,"6,283","5,746","5,748","5,676","5,514","5,653","5,101","4,521","4,552","4,917"
Accounts Payable,301.7,177.8,375.9,263.0,168.1,512.6,"1,041",241.5,,,436.2,551.0,"1,041",406.8,311.7,340.6,241.5,284.4,95.9,245.7
Accrued Expenses,22.6,19.9,22.4,31.5,19.3,42.8,36.7,24.6,,,30.8,57.3,36.7,27.6,27.1,33.1,24.6,15.2,25.5,22.5
Debt Due,"3,551","4,039","2,752","2,861","2,484","3,015","2,673","3,089",,,"4,015","3,179","2,673","3,065","3,090","3,354","3,089","2,496","2,549","2,777"
Total Current Liabilities,"3,886","4,278","3,184","3,183","2,688","3,584","3,801","3,374",,,"4,508","3,842","3,801","3,558","3,500","3,743","3,374","2,809","2,710","3,077"
Long Term Debt,96.9,133.0,123.9,81.4,0.49,73.8,54.4,34.8,,,64.4,59.2,54.4,49.5,44.6,39.7,34.8,29.8,24.8,19.7
Total Liabilities,"3,989","4,419","3,317","3,279","2,701","3,677","3,877","3,433",,,"4,595","3,922","3,877","3,628","3,567","3,807","3,433","2,864","2,765","3,126"
Common Stock,400.0,400.0,400.0,400.0,550.0,550.0,550.0,551.0,,,550.0,550.0,550.0,550.0,550.0,550.0,551.0,551.0,551.0,551.0
Additional Paid-In Capital,191.5,191.5,191.5,191.5,"1,395",941.8,941.8,947.9,,,941.8,941.8,941.8,941.8,941.8,941.8,947.9,947.9,947.9,947.9
Retained Earnings (Accumulated Deficit),527.3,511.7,287.4,366.5,-370.1,408.6,572.5,362.5,,,371.9,506.7,572.5,733.4,632.2,546.5,362.5,351.6,483.9,488.0
Shareholders' Equity,"1,119","1,103",878.9,846.6,"1,373","1,698","1,860","1,657",,,"1,675","1,809","1,860","2,036","1,935","1,834","1,657","1,647","1,779","1,783"
Cash from Operating Activities,"-1,853",-258.5,"1,476",105.8,-56.6,-98.0,"1,282",-203.1,,,-369.5,757.8,491.6,-418.5,151.8,-162.3,225.9,800.5,-131.4,-111.0
Cash from Investing Activities,-24.5,-82.7,-111.7,-111.1,-392.3,-68.1,-729.4,-58.9,,,-488.6,-8.97,-10.7,-11.4,-0.19,-39.8,-7.48,-0.44,-4.14,-8.91
Cash from Financing Activities,"1,871",346.4,"-1,381",5.62,458.9,216.2,-517.1,210.7,,,"1,059",-843.5,-530.8,367.1,-118.3,244.8,-282.9,-620.3,-17.3,178.0
Net Change in Cash,-6.11,5.22,-16.4,0.26,10.00,50.2,35.6,-51.3,,,200.9,-94.7,-49.8,-62.8,33.4,42.6,-64.5,179.7,-152.8,58.1
Free Cashflows,"-1,886",-449.4,"1,366",65.4,-451.5,-167.1,"1,241",-266.5,,,-843.6,748.8,944.1,-429.9,147.8,-202.1,217.7,799.8,-133.8,-121.0
Free Cashflow per Share,-2.36,-0.56,1.71,0.082,-0.41,-0.15,1.13,-0.24,,,-0.77,0.68,0.86,-0.39,0.13,-0.18,0.20,0.73,-0.12,-0.11
