,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Property/Plant/Equipment, Total - Net","34,772","35,393","35,375","33,776","39,988","40,888","44,164","43,206",,,"40,929","41,482","44,164","43,855","43,722","43,359","43,206","42,398","41,223","40,823"
Total Assets,1.849M,2.270M,2.534M,2.700M,2.774M,2.913M,3.024M,3.187M,,,3.003M,2.948M,3.024M,3.055M,3.100M,3.098M,3.187M,3.200M,3.265M,2.981M
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,"14,148","16,826","18,946","18,545","20,733","21,632","21,505","22,890",,,"19,467",,"21,505",,"20,403",,"22,890",,"18,934",
Debt Due,"222,741","45,725","52,095","42,523","74,547","94,856","49,482","95,364",,,"80,950","42,277","49,482","54,966","80,523","39,184","95,364","40,630","101,748","64,254"
Total Current Liabilities,1.480M,1.761M,1.990M,2.087M,2.125M,2.258M,2.295M,2.424M,,,2.324M,2.096M,2.295M,2.176M,2.357M,2.199M,2.424M,2.192M,2.729M,2.293M
Long Term Debt,"61,921","111,825","89,743","113,807","106,205","66,174","74,040","48,680",,,"58,721","60,325","74,040","75,856","51,586","94,707","48,680","133,347","79,336","91,022"
Total Liabilities,1.663M,2.055M,2.286M,2.413M,2.467M,2.579M,2.660M,2.806M,,,2.656M,2.594M,2.660M,2.682M,2.732M,2.725M,2.806M,2.807M,2.869M,2.585M
Common Stock,"33,992","33,992","33,992","33,992","33,992","33,992","33,992","33,992",,,"33,992","33,992","33,992","33,992","33,992","33,992","33,992","33,992","33,992","33,992"
Additional Paid-In Capital,"11,124","11,124","11,124","11,124","11,124","11,124","11,124","11,124",,,"11,124","11,124","11,124","11,124","11,124","11,124","11,124","11,124","11,124","11,124"
Retained Earnings (Accumulated Deficit),"121,917","149,034","182,569","218,301","244,421","273,631","298,362","319,242",,,"283,994","289,095","298,362","309,795","307,378","312,857","319,242","328,468","325,931","333,397"
Shareholders' Equity,"183,828","213,789","246,272","285,332","307,463","334,089","363,464","380,027",,,"346,716","354,403","363,464","373,009","367,115","372,723","380,027","391,422","394,717","395,472"
Cash from Operating Activities,"49,196","-369,994","-167,150","-70,100","68,086","-64,316","-60,231","-30,211",,,"-28,408","1,958","-37,553","-33,668","-35,535","-40,771","79,763","27,599","-52,334","-87,448"
Cash from Investing Activities,"-128,458","-123,679","-20,226","-9,378","-42,419","-50,990","1,806","-14,826",,,"14,748","32,138","-38,285","28,541","-2,386","66,868","-107,848","-23,493","15,232","89,580"
Cash from Financing Activities,"79,608","491,352","191,691","85,851","-28,984","116,839","58,938","51,372",,,"13,580","-35,140","82,163","1,461","40,014","-26,576","36,473","-11,776","35,242",617.5
Net Change in Cash,428.2,"-2,379","4,433","6,377","-3,153","1,509",308.7,"6,320",,,-109.7,"-1,083","6,277","-3,781","2,247",-538.8,"8,392","-7,711","-1,964","2,739"
Free Cashflows,"46,310","-373,145","-168,739","-71,382","65,462","-67,581","-66,000","-32,561",,,"-29,090",805.7,"-40,960","-34,221","-36,191","-41,216","79,067","27,381","-52,291","-87,871"
Free Cashflow per Share,13.6,-109.8,-49.6,-21.0,19.3,-19.9,-19.4,-9.58,,,-8.56,0.24,-12.0,-10.1,-10.6,-12.1,23.3,8.06,-15.4,-25.9
