,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",12.0,11.6,13.4,24.6,85.0,73.5,70.6,61.8,,,18.6,17.3,16.2,18.4,13.7,13.1,16.6,14.1,14.3,13.8
Operating Income,13.1,-128.5,-9.12,-16.3,-54.9,-69.0,-64.1,-17.4,,,-24.1,-10.2,-17.3,-1.08,-6.13,-5.76,-4.41,5.91,-9.74,-2.29
Net Income,44.8,-125.0,-11.0,-12.7,-15.1,84.6,-43.8,8.47,,,-24.8,-8.67,-7.27,1.63,0.67,-0.16,6.32,6.99,-137.9,-0.64
EBITDA,14.2,-127.8,-8.45,-15.8,-53.8,-53.4,-39.5,5.13,,,-22.1,-6.51,-8.21,1.11,2.78,-0.078,1.32,11.6,-4.10,0.34
Gross Profit Margin,2.2%,1.1%,0.7%,0.8%,1.6%,-2.1%,5.3%,4.0%,,,6.6%,2.9%,5.6%,8.7%,0.2%,3.1%,3.8%,5.2%,1.3%,3.9%
Operating Margin,1.1%,-19.8%,-9.5%,-9.6%,-89.4%,-67.5%,-11.1%,-1.7%,,,-40.5%,-4.2%,-7.3%,-0.5%,-2.7%,-2.4%,-1.3%,1.5%,-2.9%,-0.7%
Net Profit Margin,3.9%,-19.3%,-11.5%,-7.4%,-24.6%,82.7%,-7.6%,0.8%,,,-41.8%,-3.6%,-3.1%,0.7%,0.3%,-0.1%,1.9%,1.8%,-41.1%,-0.2%
Return on Assets,13.9%,-63.5%,-13.6%,-2.5%,-1.6%,7.3%,-2.6%,0.4%,,,3.3%,-2.6%,-2.2%,-1.9%,-0.7%,-0.2%,0.4%,0.7%,-6.4%,-6.7%
Return on Equity,22.8%,-183.7%,-19.4%,-1.3%,-1.6%,8.4%,-3.0%,0.6%,,,-1.7%,-0.6%,-0.5%,0.1%,0.0%,0.0%,0.4%,0.5%,-10.0%,0.0%
Return on Total Capital,22.8%,-183.7%,-19.4%,-1.3%,-1.6%,7.5%,-2.8%,0.6%,,,4.1%,-3.3%,-2.8%,-2.5%,-0.9%,-0.3%,0.6%,0.9%,-9.1%,-9.1%
SG&A to Sale,1.0%,1.8%,13.9%,14.5%,138.3%,71.9%,12.2%,6.0%,,,31.2%,7.2%,6.8%,7.8%,6.0%,5.6%,5.0%,3.6%,4.3%,3.9%
Depreciation & Amortisation,1.06,0.70,0.66,0.52,1.09,15.6,24.6,22.5,,,2.00,3.69,9.11,2.19,8.91,5.68,5.73,5.68,5.65,2.63
Tax Rate,0.0%,-0.4%,-1.1%,-13.0%,3.0%,-2.5%,-7.5%,25.7%,,,-5.3%,-22.1%,-8.3%,21.2%,9.6%,52.1%,24.2%,8.4%,19.3%,66.6%
Current Ratio,3.01,7.43,11.9,139.2,208.3,3.84,6.34,3.59,,,5.95,7.05,6.34,5.85,3.87,3.61,3.59,3.00,2.95,2.25
Quick Ratio,1.81,2.93,11.0,3.24,92.7,1.80,5.21,2.83,,,3.79,4.81,5.21,4.71,3.17,3.07,2.83,2.35,2.31,1.64
Days Inventory Outstanding,2.92,2.98,0.000,0.000,70.5,45.8,42.2,49.7,,,143.5,129.5,87.8,68.1,59.1,55.4,50.5,49.2,47.0,42.6
Days Sale Outstanding,57.4,19.2,253.4,47.7,86.4,259.5,102.4,99.7,,,326.6,136.5,102.4,72.4,67.8,84.6,99.7,87.4,80.6,58.0
Days Payable Outstanding,12.2,21.7,4.79,1.27,3.32,48.4,12.3,9.62,,,62.7,27.6,12.6,5.73,6.09,8.30,12.2,13.4,11.9,11.4
Cash Conversion Cycle,29.4,62.6,189.0,94.1,176.8,106.5,109.8,112.5,,,316.9,238.5,177.3,135.9,115.9,122.1,123.0,123.2,115.7,96.4
Debt to Asset Ratio,0.36,0.23,0.22,0.020,0.007,0.23,0.16,0.18,,,0.16,0.16,0.16,0.16,0.19,0.20,0.18,0.18,0.18,0.18
Debt to Equity Ratio,0.55,0.30,0.29,0.020,0.007,0.31,0.22,0.25,,,0.22,0.22,0.22,0.23,0.28,0.28,0.25,0.24,0.24,0.25
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,3.39,,
Cash and Short Term Investments,32.4,29.1,4.97,935.8,874.9,302.1,567.5,334.9,,,497.6,569.8,567.5,560.9,554.8,547.0,334.9,325.9,330.2,230.3
"Total Receivables, Net",181.5,34.0,66.8,22.3,14.5,72.7,161.9,282.3,,,143.4,142.0,161.9,153.4,175.1,217.2,282.3,283.9,285.5,223.9
Total Inventory,10.4,0.000,0.000,,23.3,2.82,123.6,146.6,,,117.9,139.5,123.6,148.3,143.7,128.1,146.6,162.3,159.3,157.7
Total Current Assets,301.7,86.2,71.7,958.1,912.8,377.6,853.1,763.8,,,758.9,851.3,853.1,862.6,873.6,892.3,763.8,772.0,775.1,611.9
"Property/Plant/Equipment, Total - Net",2.98,2.29,1.66,0.25,4.39,742.6,821.0,803.0,,,832.4,829.4,821.0,820.4,813.1,807.6,803.0,797.5,586.8,586.3
Total Assets,305.1,88.7,73.5,958.6,917.6,"1,408","2,007","2,061",,,"2,027","2,013","2,007","2,015","2,088","2,101","2,061","2,064","1,856","1,876"
Accounts Payable,74.1,1.92,0.59,0.59,0.51,27.2,9.79,42.5,,,26.9,28.0,9.79,13.1,17.0,23.8,42.5,41.6,40.0,45.1
Accrued Expenses,20.0,6.94,2.91,2.77,2.59,5.73,15.6,22.2,,,12.9,14.5,15.6,16.6,17.2,19.6,22.2,21.5,27.3,24.4
Debt Due,2.31,1.77,1.67,1.13,0.30,53.6,61.5,80.4,,,61.8,58.6,61.5,70.3,133.5,139.6,80.4,126.8,126.6,126.8
Total Current Liabilities,100.2,11.6,6.05,6.88,4.38,98.5,134.5,213.0,,,127.5,120.8,134.5,147.6,225.8,247.1,213.0,257.5,263.1,271.9
Long Term Debt,,,,,,114.3,88.1,53.2,,,102.7,95.4,88.1,79.1,74.6,66.4,53.2,1.13,0.99,10.8
Total Liabilities,108.6,20.7,16.5,19.0,6.30,317.9,328.0,369.5,,,332.7,321.7,328.0,332.3,404.7,416.6,369.5,362.0,326.4,345.2
Common Stock,"1,833","1,833","1,833","19,833","19,834","19,834","29,850","29,850",,,"29,848","29,850","29,850","29,850","29,850","29,850","29,850","29,850","29,850","29,850"
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),-209.1,-337.6,-348.7,-361.1,-376.0,-290.2,-334.0,-325.7,,,-318.0,-326.7,-334.0,-332.3,-331.7,-331.8,-325.7,-290.3,-428.3,-428.9
Shareholders' Equity,196.5,68.0,57.0,939.6,925.0,"1,011","1,468","1,476",,,"1,484","1,475","1,468","1,470","1,470","1,470","1,476","1,512","1,374","1,373"
Cash from Operating Activities,12.5,-5.33,-24.1,29.2,-81.4,-60.4,-38.9,28.6,,,-10.6,-22.2,-7.72,-12.0,6.28,0.25,34.1,-1.80,1.73,-3.97
Cash from Investing Activities,-2.83,2.02,-0.019,-869.6,46.9,59.1,-447.3,-26.1,,,-362.8,5.82,-92.4,4.68,-4.95,-6.23,-19.6,-0.13,-0.18,1.17
Cash from Financing Activities,-23.2,,,895.0,2.81,20.9,466.5,-15.5,,,-30.6,-11.0,-2.55,-0.73,-7.39,-1.83,-5.56,-7.06,-0.29,4.24
Net Change in Cash,-13.5,-3.31,-24.1,54.6,-31.7,19.7,-19.7,-13.0,,,-403.9,-27.4,-102.7,-8.06,-6.06,-7.82,8.91,-8.98,1.26,1.44
Free Cashflows,9.70,-5.40,-24.1,29.1,-86.7,-62.9,-43.8,24.7,,,-10.1,-23.7,-9.11,-13.1,4.88,-0.14,33.1,-1.93,1.55,-4.80
Free Cashflow per Share,0.005,-0.003,-0.013,0.001,-0.004,-0.003,-0.001,0.001,,,0.000,-0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000
