,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Payable Outstanding,5.46,5.85,6.18,7.00,6.75,6.73,8.39,27.5,,,6.14,20.4,23.7,9.46,9.67,15.9,33.8,22.5,0.00,0.00
Cash Conversion Cycle,112.6,53.7,64.4,72.1,69.1,51.2,39.5,2.68,,,44.9,8.71,40.6,41.7,38.5,24.8,1.00,51.0,54.0,49.7
Debt to Asset Ratio,0.57,0.48,0.46,0.43,0.38,0.35,0.35,0.35,,,0.37,0.36,0.35,0.36,0.35,0.35,0.35,0.36,0.34,0.34
Debt to Equity Ratio,1.43,1.00,0.92,0.79,0.68,0.60,0.59,0.59,,,0.65,0.61,0.59,0.62,0.59,0.59,0.59,0.61,0.57,0.56
Interest Coverage Ratio,4.19,16.3,8.02,9.87,12.8,16.2,29.2,24.6,,,14.4,21.4,64.8,19.6,17.3,16.7,42.8,15.6,17.9,16.3
Cash and Short Term Investments,87.3,60.6,72.4,264.9,601.5,196.4,419.0,128.5,,,292.5,147.6,419.0,360.3,150.9,81.6,128.5,222.8,84.3,82.0
"Total Receivables, Net",201.9,222.0,281.8,293.5,267.2,173.1,191.5,177.8,,,166.8,181.6,191.5,190.9,175.4,178.8,177.8,213.6,208.6,188.5
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,356.7,363.7,389.6,583.0,884.2,390.6,638.6,346.4,,,518.3,364.4,638.6,595.2,369.7,298.0,346.4,475.8,336.5,315.6
"Property/Plant/Equipment, Total - Net","7,384","7,638","7,639","7,569","8,620","9,161","9,882","11,311",,,"9,563","9,704","9,882","9,958","10,059","10,569","11,311","11,511","11,545","11,690"
Total Assets,"10,418","11,430","12,003","12,460","14,422","14,920","17,240","19,375",,,"15,621","15,805","17,240","17,258","17,292","17,883","19,375","19,717","19,913","20,261"
Accounts Payable,7.67,9.20,9.84,11.3,8.62,10.9,14.3,71.2,,,3.77,56.9,14.3,13.8,15.1,33.8,71.2,,,
Accrued Expenses,259.1,256.6,260.5,278.8,316.4,334.9,355.7,410.4,,,137.1,141.4,355.7,122.7,132.0,153.7,410.4,3.56,2.37,3.37
Debt Due,353.4,"1,483",786.6,547.0,804.0,"1,173",834.0,"1,041",,,"1,506","1,118",834.0,599.2,808.8,904.7,"1,041","1,656","1,384","1,323"
Total Current Liabilities,766.3,"1,862","1,169",958.8,"1,288","1,621","1,312","1,651",,,"1,982","1,604","1,312","1,546","1,306","1,437","1,651","2,379","1,894","1,834"
Long Term Debt,"3,478","2,048","2,830","2,755","2,433","1,826","2,902","3,090",,,"1,993","2,207","2,902","2,839","2,873","2,944","3,090","2,595","2,906","2,884"
Total Liabilities,"5,919","5,527","5,572","5,314","5,516","5,289","6,095","6,783",,,"5,832","5,686","6,095","6,286","6,087","6,333","6,783","7,025","6,869","6,895"
Common Stock,"1,036","1,170","1,316","1,481","1,777","1,777","1,777","1,777",,,"1,777","1,777","1,777","1,777","1,777","1,777","1,777","1,777","2,132","2,132"
Additional Paid-In Capital,620.6,634.0,634.0,634.0,634.0,634.0,634.0,634.0,,,634.0,634.0,634.0,634.0,634.0,634.0,634.0,634.0,634.0,634.0
Retained Earnings (Accumulated Deficit),"2,489","3,745","4,095","4,615","5,693","6,391","7,879","9,089",,,"6,537","6,861","7,879","7,699","7,928","8,265","9,089","8,826","9,183","9,497"
Shareholders' Equity,"4,148","5,549","6,045","6,729","8,104","8,801","10,289","11,499",,,"8,947","9,271","10,289","10,109","10,338","10,675","11,499","11,592","11,948","12,263"
Cash from Operating Activities,464.1,202.2,153.8,176.4,118.9,920.6,72.2,828.3,,,60.1,198.1,-252.4,142.8,328.4,197.3,159.8,-103.6,247.5,174.8
Cash from Investing Activities,280.7,-72.6,-365.6,47.3,-79.8,-258.6,-375.4,-676.9,,,-104.8,-117.8,-143.2,103.8,-92.2,-322.3,-366.3,66.5,-95.9,-46.8
Cash from Financing Activities,-712.2,-156.4,174.6,-219.5,-33.2,-670.2,312.8,-135.3,,,18.0,-82.6,377.8,-240.0,-225.0,112.3,217.4,29.0,-150.1,-152.4
Net Change in Cash,32.6,-26.7,-37.2,4.22,5.92,-8.30,9.66,16.1,,,-26.7,-2.30,-17.8,6.53,11.3,-12.6,10.9,-8.17,1.53,-24.4
Free Cashflows,464.1,202.2,153.8,176.4,118.9,920.6,72.2,828.3,,,60.1,198.1,-252.4,142.8,328.4,197.3,159.8,-103.6,247.5,174.8
Free Cashflow per Share,0.22,0.095,0.072,0.083,0.056,0.43,0.034,0.39,,,0.028,0.093,-0.12,0.067,0.15,0.093,0.075,-0.049,0.12,0.082
