,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Assets,3.4%,2.9%,2.8%,1.4%,1.8%,1.9%,1.2%,1.6%,,,1.6%,1.3%,1.2%,1.4%,1.4%,1.8%,1.5%,1.4%,1.3%,1.4%
Return on Equity,25.4%,19.1%,19.7%,10.4%,15.2%,15.3%,9.4%,12.9%,,,3.5%,-0.7%,4.5%,4.4%,3.2%,2.5%,2.6%,3.0%,2.3%,3.2%
Return on Total Capital,25.4%,19.1%,19.7%,10.4%,15.2%,15.3%,9.4%,12.9%,,,13.6%,10.8%,9.4%,11.3%,11.7%,14.2%,12.9%,10.6%,9.6%,10.4%
SG&A to Sale,4.0%,4.2%,4.1%,3.2%,3.2%,3.1%,3.0%,3.3%,,,3.7%,2.8%,3.3%,2.4%,3.8%,3.6%,3.5%,2.9%,4.1%,3.1%
Depreciation & Amortisation,76.7,73.2,66.0,61.2,65.7,76.7,82.2,91.0,,,,19.6,24.7,,,,22.4,21.9,21.3,21.3
Tax Rate,29.4%,21.8%,17.5%,14.3%,15.9%,16.1%,12.4%,14.0%,,,15.5%,40.7%,16.4%,16.0%,13.1%,10.1%,15.5%,14.8%,12.6%,22.4%
Current Ratio,2.41,1.56,1.15,2.54,1.95,2.73,2.08,4.02,,,1.89,2.49,2.08,2.65,2.18,2.46,4.02,3.44,3.56,4.02
Quick Ratio,0.78,0.53,0.36,0.41,0.27,0.35,0.46,0.59,,,0.45,0.33,0.46,0.56,0.43,0.65,0.59,0.70,0.62,0.58
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,23.4,16.3,15.6,10.3,11.8,16.3,15.5,16.6,,,18.1,13.1,15.5,21.9,15.9,22.6,16.6,23.7,17.9,20.3
Days Payable Outstanding,0.46,0.63,0.21,0.020,0.22,0.54,0.96,0.85,,,1.00,1.24,1.25,1.11,0.68,0.96,0.93,0.42,0.54,1.33
Cash Conversion Cycle,-0.82,0.43,1.32,0.41,-0.12,0.55,1.28,3.14,,,-0.58,-0.64,0.60,1.02,0.41,-0.89,1.74,1.67,0.20,-1.32
Debt to Asset Ratio,0.88,0.86,0.87,0.88,0.89,0.88,0.87,0.88,,,0.88,0.88,0.87,0.87,0.88,0.88,0.88,0.87,0.86,0.86
Debt to Equity Ratio,7.37,6.38,6.72,7.43,8.25,7.47,6.97,7.43,,,7.40,7.45,6.97,6.94,7.27,7.04,7.43,6.63,6.32,6.35
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"3,036","1,343","1,431","5,725","7,218","13,264","4,064","9,859",,,"4,849","8,353","4,064","6,667","5,793","4,357","9,859","6,769","6,052","9,595"
"Total Receivables, Net","2,318","1,806","1,978","1,736","1,787","2,486","2,383","2,449",,,"2,726","2,070","2,383","3,394","2,469","3,484","2,449","3,287","2,448","2,694"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"7,199","5,277","6,374","10,735","12,987","19,220","10,859","16,759",,,"11,559","15,423","10,859","16,062","12,535","13,245","16,759","16,058","14,087","18,647"
"Property/Plant/Equipment, Total - Net",301.3,299.9,326.6,389.2,547.2,"1,158","1,315","1,334",,,"1,262","1,315","1,315","1,317","1,330","1,339","1,334","1,319","1,358","1,392"
Total Assets,"112,459","143,567","171,795","215,590","249,576","282,356","308,729","324,578",,,"294,278","304,518","308,729","314,642","316,241","324,885","324,578","322,656","326,655","332,588"
Accounts Payable,72.3,43.9,,6.18,51.1,88.1,171.9,39.1,,,176.7,166.1,171.9,126.2,56.2,191.6,39.1,59.3,66.7,232.6
Accrued Expenses,671.4,865.9,"1,018","1,056","1,168","1,355","1,436","1,077",,,"1,051","1,368","1,436","1,516","1,380","1,714","1,077","1,086",897.0,"1,063"
Debt Due,0.00,200.0,950.0,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"2,984","3,385","5,552","4,229","6,672","7,045","5,233","4,173",,,"6,108","6,189","5,233","6,062","5,744","5,373","4,173","4,663","3,957","4,638"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"99,028","124,103","149,532","190,013","222,585","249,027","269,964","286,070",,,"259,233","268,486","269,964","275,024","277,980","284,459","286,070","280,382","281,990","287,316"
Common Stock,"1,200","1,205","1,212","1,698","1,704","1,706","1,708","1,708",,,"1,708","1,708","1,708","1,708","1,708","1,708","1,708","1,708","1,708","1,708"
Additional Paid-In Capital,"2,700","2,759","2,846","2,988","3,220","3,310","3,361","3,361",,,"3,361","3,361","3,361","3,361","3,361","3,361","3,361","3,361","3,361","3,361"
Retained Earnings (Accumulated Deficit),"7,054","10,283","13,747","15,248","18,031","22,053","24,413","28,479",,,"23,472","22,667","24,413","26,169","27,024","27,474","28,479","29,765","30,099","30,984"
Shareholders' Equity,"13,431","19,465","22,264","25,576","26,990","33,321","38,751","38,505",,,"35,045","36,033","38,751","39,610","38,253","40,421","38,505","42,273","44,628","45,234"
Cash from Operating Activities,"22,638","27,247","28,087","42,390","2,801","7,811","-7,608","6,889",,,"-9,655","4,497","-4,218","2,642",-444.9,-855.3,"5,547","-3,076",-34.5,"4,151"
Cash from Investing Activities,"-22,550","-28,583","-27,515","-36,529",-241.6,-789.0,-264.9,-108.7,,,-60.9,-71.8,-51.6,-25.2,-34.7,-32.1,-16.6,-8.02,-39.8,-55.3
Cash from Financing Activities,-931.4,-534.8,-107.3,"-1,484","-1,165","-1,015","-1,252",-920.5,,,-359.0,-914.4,0.00,,-374.9,-545.7,0.00,,-681.9,-545.2
Net Change in Cash,-842.8,"-1,871",465.3,"4,376","1,394","6,007","-9,133","5,850",,,"-10,076","3,504","-4,271","2,609",-851.7,"-1,437","5,530","-3,088",-716.4,"3,550"
Free Cashflows,"22,594","27,175","27,999","42,264","2,559","7,131","-7,854","6,780",,,"-9,716","4,425","-4,251","2,617",-479.6,-887.4,"5,531","-3,084",-74.3,"4,096"
Free Cashflow per Share,13.4,16.1,16.5,24.9,1.50,4.18,-4.60,3.97,,,-5.69,2.59,-2.49,1.53,-0.28,-0.52,3.24,-1.81,-0.044,2.40
