,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt to Asset Ratio,0.78,0.80,0.84,0.72,0.66,0.60,0.51,0.39,,,0.57,0.57,0.51,0.49,0.48,0.47,0.39,0.37,0.36,0.36
Debt to Equity Ratio,7.12,5.61,7.19,3.19,2.27,1.74,1.22,0.73,,,1.53,1.54,1.22,1.09,1.03,1.00,0.73,0.68,0.62,0.63
Interest Coverage Ratio,1.38,1.65,2.09,2.87,3.65,4.51,5.49,6.70,,,5.08,4.94,6.36,6.75,6.60,5.66,7.84,9.02,8.65,8.46
Cash and Short Term Investments,312.0,72.2,303.8,"2,834","3,710","3,360","1,787","1,986",,,"2,210","2,171","1,787","3,248","2,518","2,615","1,986","3,034","3,596","4,030"
"Total Receivables, Net",263.8,849.0,950.2,"1,183","1,029","1,052","1,625","1,282",,,"1,041","1,112","1,625","1,692","1,628","1,249","1,282","1,167","1,040","1,024"
Total Inventory,29.5,54.9,667.4,428.3,215.9,581.0,709.1,906.3,,,717.3,925.4,709.1,"1,144","1,086","1,121",906.3,851.1,786.7,820.5
Total Current Assets,622.6,"1,295","2,188","4,767","4,986","5,020","4,172","4,257",,,"4,111","4,377","4,172","6,268","5,401","5,147","4,257","5,199","5,567","6,021"
"Property/Plant/Equipment, Total - Net","4,277","11,148","18,937","18,779","18,314","17,744","17,150","16,458",,,"17,477","17,330","17,150","17,019","16,855","16,661","16,458","16,295","16,125","15,964"
Total Assets,"5,201","13,052","22,501","25,571","24,736","24,232","23,027","22,798",,,"24,061","24,303","23,027","25,584","24,973","24,644","22,798","23,450","22,762","23,047"
Accounts Payable,61.2,208.1,993.8,89.7,84.4,697.1,562.3,37.2,,,431.8,310.4,562.3,701.5,215.9,144.3,37.2,54.9,35.0,58.7
Accrued Expenses,77.8,44.2,121.9,82.2,133.1,40.6,148.1,176.7,,,14.2,204.9,148.1,243.7,192.0,264.0,176.7,187.9,99.4,171.0
Debt Due,727.8,"1,926","1,485","2,473","2,476","2,704","2,953","2,469",,,"2,946","2,950","2,953","2,952","3,417","3,094","2,469","2,371","1,803","1,850"
Total Current Liabilities,"1,635","4,046","3,658","2,817","2,843","3,842","4,139","3,109",,,"3,577","3,797","4,139","4,327","4,280","3,931","3,109","2,967","2,270","2,418"
Long Term Debt,"2,221","6,245","15,161","15,542","13,321","10,602","7,663","5,793",,,"10,032","10,034","7,663","8,164","7,590","7,591","5,793","5,793","5,794","5,795"
Total Liabilities,"4,045","10,463","18,988","18,470","16,265","14,466","11,818","8,917",,,"13,626","13,848","11,818","12,506","11,883","11,535","8,917","8,777","8,084","8,237"
Common Stock,500.0,560.0,840.0,924.0,924.0,924.0,924.0,974.0,,,924.0,924.0,924.0,974.0,974.0,974.0,974.0,974.0,974.0,974.0
Additional Paid-In Capital,89.0,"1,252","1,252","3,010","3,010","3,010","3,010","4,045",,,"3,010","3,010","3,010","4,045","4,045","4,045","4,045","4,045","4,045","4,045"
Retained Earnings (Accumulated Deficit),-11.9,52.9,547.6,"1,834","3,198","4,335","5,774","7,221",,,"4,944","5,051","5,774","6,475","6,502","6,497","7,221","7,915","7,935","8,024"
Shareholders' Equity,568.5,"1,865","2,639","5,786","7,171","8,295","9,715","12,236",,,"8,888","8,998","9,715","11,504","11,517","11,506","12,236","12,939","12,968","13,068"
Cash from Operating Activities,-854.3,135.9,509.6,"1,583","4,284","4,271","3,335","3,684",,,519.0,708.7,"1,372",553.2,717.1,"1,140","1,274","1,060","1,119",930.5
Cash from Investing Activities,"-1,742","-6,595","-8,605","-4,677",-51.4,541.8,"1,123",-802.5,,,754.0,-143.5,"1,552","-2,347",382.4,-219.2,"1,381",-950.6,351.4,-357.0
Cash from Financing Activities,"2,823","6,220","8,312","2,893","-4,245","-4,434","-4,566","-3,098",,,"-1,301",-518.1,"-2,675","1,529","-1,020",-945.3,"-2,662",-136.2,"-1,460",-508.4
Net Change in Cash,226.4,-239.8,216.3,-200.6,-11.9,378.9,-109.1,-216.7,,,-28.4,47.1,248.7,-264.6,79.4,-24.6,-6.95,-27.2,9.72,65.1
Free Cashflows,"-2,627","-5,919","-7,829",225.2,"4,082","4,192","3,245","3,670",,,460.1,687.1,"1,365",550.0,712.6,"1,137","1,271","1,056","1,115",925.2
Free Cashflow per Share,-5.25,-10.6,-9.32,0.24,4.42,4.54,3.51,3.77,,,0.50,0.74,1.48,0.56,0.73,1.17,1.30,1.08,1.15,0.95
