,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,,,91.7,97.5,110.3,113.7,66.6,50.8,,,13.1,16.1,16.5,15.6,11.3,11.3,12.6,8.34,18.8,9.95
Gross Profit Margin,,,40.0%,44.1%,41.8%,39.7%,39.1%,38.7%,,,36.5%,38.4%,40.3%,39.4%,37.1%,36.6%,42.3%,38.3%,48.8%,28.3%
Operating Margin,,,31.7%,33.4%,30.4%,27.5%,19.5%,13.6%,,,16.0%,18.6%,18.3%,17.2%,10.9%,11.5%,15.4%,6.7%,19.1%,-1.2%
Net Profit Margin,,,31.3%,39.7%,34.0%,32.5%,23.7%,19.3%,,,20.1%,21.9%,22.6%,22.7%,15.8%,18.1%,21.0%,9.3%,22.5%,-1.5%
Return on Assets,,,18.3%,18.6%,17.3%,18.0%,8.2%,4.6%,,,15.1%,12.5%,8.6%,6.5%,6.0%,5.5%,4.4%,3.1%,3.2%,2.1%
Return on Equity,,,20.3%,19.9%,23.2%,20.2%,8.3%,6.2%,,,3.4%,3.8%,2.1%,2.0%,1.4%,1.5%,1.4%,0.6%,1.8%,-0.2%
Return on Total Capital,,,20.3%,17.3%,20.2%,18.5%,8.0%,5.4%,,,20.5%,17.0%,8.0%,7.2%,7.1%,6.7%,5.4%,3.8%,4.2%,3.0%
SG&A to Sale,,,7.6%,10.7%,12.2%,12.2%,19.6%,25.0%,,,20.5%,19.8%,22.0%,22.2%,26.3%,25.1%,26.9%,31.6%,29.7%,29.6%
Depreciation & Amortisation,,,,4.96,5.93,5.86,5.73,9.26,,,1.36,1.46,1.61,1.96,2.29,2.39,2.63,3.94,4.57,11.2
Tax Rate,,,0.2%,0.4%,0.7%,0.2%,0.1%,0.2%,,,-0.2%,0.0%,0.3%,-0.7%,-1.3%,-1.1%,4.3%,8.6%,0.3%,34.1%
Current Ratio,,,3.02,3.46,1.57,4.05,5.22,1.00,,,0.92,1.01,5.22,5.32,3.19,2.27,1.00,1.03,0.68,0.64
Quick Ratio,,,2.87,3.22,1.37,3.89,4.98,0.54,,,0.81,0.91,4.98,5.18,1.90,1.64,0.54,0.70,0.49,0.46
Days Inventory Outstanding,,,13.8,11.7,4.63,1.98,2.08,3.49,,,2.09,2.29,2.49,2.54,2.90,3.49,4.27,4.51,8.33,23.9
Days Sale Outstanding,,,67.3,87.3,94.7,134.1,87.2,115.7,,,73.2,83.9,87.2,136.2,104.5,111.4,115.7,151.2,160.4,208.8
Days Payable Outstanding,,,37.6,45.7,59.4,58.3,57.9,44.7,,,50.5,64.1,62.8,54.0,61.4,67.0,50.0,42.7,50.8,57.4
Cash Conversion Cycle,,,43.4,42.2,7.37,63.7,75.5,75.5,,,14.3,17.8,35.4,61.9,51.4,50.0,90.6,93.9,132.4,143.0
Debt to Asset Ratio,,,0.097,0.20,0.24,0.17,0.15,0.32,,,0.35,0.34,0.15,0.14,0.14,0.13,0.32,0.35,0.39,0.43
Debt to Equity Ratio,,,0.11,0.25,0.31,0.21,0.17,0.50,,,0.54,0.52,0.17,0.17,0.17,0.17,0.50,0.59,0.68,0.80
Interest Coverage Ratio,,,,57.6,23.7,26.2,7.30,8.83,,,4.98,5.32,8.29,12.5,6.06,17.7,6.13,1.11,59.7,
Cash and Short Term Investments,,,80.6,75.3,19.1,105.3,447.2,188.8,,,84.3,99.5,447.2,395.8,255.8,155.7,188.8,130.9,81.3,88.7
"Total Receivables, Net",,,53.3,66.3,89.0,144.1,74.6,96.6,,,70.9,75.2,74.6,116.7,92.2,98.0,96.6,120.6,124.1,173.2
Total Inventory,,,6.54,3.41,1.65,0.91,1.26,2.32,,,1.19,1.33,1.26,1.40,1.73,2.05,2.32,2.11,5.43,19.0
Total Current Assets,,,140.8,145.0,109.8,250.3,524.1,300.3,,,156.4,176.0,524.1,513.9,349.7,255.7,300.3,253.6,210.9,280.9
"Property/Plant/Equipment, Total - Net",,,343.0,311.4,315.4,273.4,128.3,676.3,,,274.6,116.7,128.3,146.6,252.3,414.1,676.3,811.0,874.7,935.3
Total Assets,,,493.9,688.8,657.5,762.2,"1,041","1,492",,,664.7,682.7,"1,041","1,060","1,143","1,157","1,492","1,585","1,611","1,717"
Accounts Payable,,,17.9,20.9,44.0,31.5,28.8,17.0,,,33.9,36.6,28.8,27.9,38.4,34.2,17.0,25.0,21.0,37.5
Accrued Expenses,,,9.16,4.97,7.22,11.1,9.27,9.17,,,,,9.27,,,,9.17,,,0.13
Debt Due,,,14.9,13.8,15.1,15.7,55.8,115.5,,,124.3,125.2,55.8,55.8,50.5,63.3,115.5,166.6,245.3,309.6
Total Current Liabilities,,,46.7,41.9,69.9,61.9,100.4,301.0,,,169.5,173.8,100.4,96.7,109.8,112.7,301.0,246.2,311.2,435.9
Long Term Debt,,,0.00,85.5,74.5,58.8,43.1,138.9,,,50.9,47.0,43.1,39.1,20.7,18.0,138.9,281.3,279.2,263.5
Total Liabilities,,,47.8,137.2,155.0,131.6,155.0,472.4,,,231.7,232.4,155.0,149.5,155.3,155.4,472.4,560.3,623.2,731.1
Common Stock,,,160.0,160.0,346.4,346.4,465.0,465.0,,,346.4,346.4,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0
Additional Paid-In Capital,,,,,,,297.6,297.6,,,,,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6
Retained Earnings (Accumulated Deficit),,,285.7,391.5,156.1,283.7,122.4,181.2,,,86.1,103.4,122.4,140.3,153.5,167.6,181.2,187.4,148.1,146.7
Shareholders' Equity,,,446.1,551.6,502.5,630.6,885.9,944.7,,,433.0,450.3,885.9,904.3,917.0,931.1,944.7,951.0,911.8,910.5
Cash from Operating Activities,,,,118.2,134.3,74.2,165.1,28.9,,,21.4,23.9,19.8,18.1,17.2,3.06,-9.43,-0.42,16.3,-19.1
Cash from Investing Activities,,,,-186.8,58.7,-59.0,-348.1,-78.7,,,-23.2,-18.7,-356.3,-22.6,134.9,-82.4,-108.6,-233.0,-61.9,-19.0
Cash from Financing Activities,,,,64.1,-184.4,-19.3,196.3,150.8,,,-5.47,-5.80,341.0,-5.12,-25.3,9.69,171.6,189.5,18.2,45.6
Net Change in Cash,,,,-4.57,6.07,-4.05,13.2,101.1,,,-7.23,-0.61,4.45,-9.62,126.8,-69.6,53.5,-43.9,-27.4,7.47
Free Cashflows,,,,-81.1,128.9,71.3,144.9,-357.2,,,19.1,20.8,6.46,-2.10,-125.9,-108.3,-120.9,-248.8,-66.2,-53.3
Free Cashflow per Share,,,,-0.087,0.14,0.077,0.16,-0.38,,,0.021,0.022,0.007,-0.002,-0.14,-0.12,-0.13,-0.27,-0.071,-0.057
