,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Common Stock,812.6,812.6,"1,073","1,085","1,089","1,192","1,362","1,362",,,"1,192","1,362","1,362","1,362","1,362","1,362","1,362","1,362","1,362","1,362"
Additional Paid-In Capital,"1,754","1,754","2,048","2,054","2,056","2,056",734.8,734.8,,,701.9,734.8,734.8,734.8,734.8,734.8,734.8,734.8,734.8,734.8
Retained Earnings (Accumulated Deficit),-726.1,-792.8,-871.9,-931.6,"-2,555","-2,266",217.3,372.4,,,-849.6,"-1,001",217.3,277.2,294.1,343.2,372.4,438.9,364.2,406.3
Shareholders' Equity,"1,840","1,774","2,249","2,217",603.9,997.6,"2,314","2,469",,,"1,044","1,096","2,314","2,374","2,391","2,440","2,469","2,536","2,461","2,503"
Cash from Operating Activities,"-1,203",39.5,-281.9,54.5,149.3,869.7,-672.8,"-1,567",,,22.7,-543.6,-30.9,-684.8,-254.0,-247.7,-380.9,-58.7,-39.2,362.3
Cash from Investing Activities,-741.9,-315.7,-761.4,-70.2,-2.82,-276.2,"2,270",-4.75,,,-124.5,362.0,"1,715",-61.2,40.2,-21.9,38.2,-448.3,352.7,-0.24
Cash from Financing Activities,"1,591",319.9,"1,067",-141.0,-10.6,-638.9,77.8,150.7,,,-70.4,261.7,-40.0,62.5,-26.8,-26.2,141.2,113.7,206.6,123.9
Net Change in Cash,-364.8,43.6,24.2,-156.8,135.9,-45.4,"1,675","-1,421",,,-172.3,80.1,"1,644",-683.5,-240.5,-295.8,-201.5,-393.4,520.1,485.9
Free Cashflows,"-1,285",-3.29,-361.2,29.9,144.9,861.8,-678.1,"-1,586",,,21.4,-544.8,-33.6,-685.0,-259.5,-253.1,-388.1,-59.1,-41.1,357.7
Free Cashflow per Share,-1.58,-0.004,-0.34,0.028,0.13,0.72,-0.50,-1.16,,,0.018,-0.40,-0.025,-0.50,-0.19,-0.19,-0.28,-0.043,-0.030,0.26
