,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,218.5,274.9,244.3,-81.3,-110.2,-50.1,-129.8,-23.7,,,-24.3,-4.02,-70.9,-32.2,3.12,-0.22,5.56,-67.7,-56.5,-26.2
Gross Profit Margin,32.1%,30.3%,30.9%,21.6%,20.4%,17.0%,13.0%,19.4%,,,14.4%,18.9%,6.2%,10.2%,18.9%,20.3%,25.0%,-6.5%,5.2%,6.3%
Operating Margin,5.1%,6.7%,6.3%,-8.9%,-11.5%,-11.2%,-19.1%,-10.5%,,,-18.4%,-10.7%,-27.8%,-22.3%,-8.7%,-10.1%,-2.9%,-45.0%,-46.9%,-24.0%
Net Profit Margin,2.6%,5.3%,5.3%,-7.7%,-11.7%,-11.9%,-27.0%,-13.6%,,,-19.9%,-14.0%,-57.5%,-21.1%,-9.1%,-20.2%,-6.3%,-46.3%,-50.4%,-74.8%
Return on Assets,2.7%,6.6%,6.3%,-7.9%,-9.6%,-7.6%,-15.0%,-7.4%,,,-7.9%,-9.8%,-15.6%,-16.6%,-15.3%,-15.2%,-7.3%,-9.3%,-12.7%,-17.9%
Return on Equity,6.4%,15.1%,15.0%,-27.7%,-27.2%,-29.9%,-100.8%,-47.9%,,,-10.6%,-9.1%,-53.1%,-19.8%,-10.5%,-16.0%,-6.1%,-36.3%,-49.4%,-674.3%
Return on Total Capital,4.4%,11.4%,12.7%,-20.5%,-20.5%,-21.6%,-49.8%,-25.8%,,,-24.5%,-25.6%,-49.8%,-56.1%,-54.3%,-48.8%,-25.8%,-37.9%,-61.8%,-145.9%
SG&A to Sale,27.0%,23.6%,24.6%,30.5%,31.8%,28.3%,32.1%,29.9%,,,32.8%,29.6%,34.1%,32.5%,27.5%,30.4%,27.9%,38.5%,52.1%,30.3%
Depreciation & Amortisation,117.5,116.2,89.4,113.0,138.9,152.6,124.4,104.9,,,34.7,34.2,20.5,30.0,30.1,29.4,15.5,26.1,26.0,23.9
Tax Rate,49.6%,23.5%,23.9%,1.9%,3.4%,10.4%,-8.5%,-5.8%,,,-0.9%,6.1%,-26.0%,15.3%,18.8%,-38.2%,-102.1%,5.5%,3.1%,0.3%
Current Ratio,1.11,1.14,0.92,0.71,0.68,0.56,0.49,0.45,,,0.46,0.53,0.49,0.43,0.44,0.43,0.45,0.35,0.32,0.31
Quick Ratio,0.71,0.83,0.65,0.49,0.49,0.37,0.32,0.30,,,0.31,0.37,0.32,0.26,0.28,0.27,0.30,0.19,0.19,0.20
Days Inventory Outstanding,30.1,22.6,19.3,19.2,17.7,16.7,19.6,25.7,,,13.4,14.5,18.1,21.6,20.2,21.0,24.1,24.9,22.5,16.4
Days Sale Outstanding,85.1,101.7,96.9,103.4,127.1,96.3,108.3,115.1,,,97.8,108.2,108.3,89.4,99.2,103.3,115.8,77.9,88.5,111.5
Days Payable Outstanding,37.0,34.2,32.7,33.2,32.7,37.8,43.0,40.0,,,35.2,37.8,38.5,33.9,29.9,33.6,38.3,32.0,25.3,29.1
Cash Conversion Cycle,68.6,75.8,84.0,91.6,101.1,103.0,102.8,104.2,,,72.9,81.0,94.9,91.6,86.3,87.9,95.6,100.0,88.0,86.1
Debt to Asset Ratio,0.57,0.57,0.59,0.72,0.68,0.70,0.82,0.82,,,0.73,0.74,0.82,0.84,0.85,0.82,0.82,0.85,0.89,0.97
Debt to Equity Ratio,1.36,1.36,1.43,2.57,2.26,2.49,5.10,5.37,,,2.91,3.20,5.10,6.00,6.72,5.03,5.37,6.78,10.3,83.3
Interest Coverage Ratio,4.10,6.04,6.18,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,64.3,61.8,76.9,89.0,79.3,69.6,12.1,8.78,,,10.9,15.7,12.1,19.8,16.8,12.3,8.78,15.0,3.71,5.58
"Total Receivables, Net",457.7,662.2,649.9,618.8,756.6,475.7,394.1,388.0,,,410.1,429.4,394.1,315.2,346.7,342.7,388.0,246.0,246.9,285.3
Total Inventory,121.0,84.1,94.9,84.9,82.9,54.3,69.9,69.9,,,50.7,44.6,69.9,63.0,59.0,61.2,69.9,61.7,46.5,29.0
Total Current Assets,712.2,914.1,909.1,890.0,"1,055",722.6,590.7,588.7,,,615.5,612.8,590.7,517.4,542.8,546.9,588.7,446.0,420.0,444.9
"Property/Plant/Equipment, Total - Net",933.8,871.0,940.6,982.6,"1,590","1,424","1,340","1,450",,,"1,387","1,365","1,340","1,319","1,298","1,478","1,450","1,429","1,408","1,311"
Total Assets,"1,868","1,982","2,083","2,164","3,113","2,577","2,223","2,284",,,"2,409","2,377","2,223","2,133","2,127","2,285","2,284","2,117","2,065","1,992"
Accounts Payable,162.1,148.7,153.8,157.6,152.2,157.3,115.0,102.0,,,118.9,129.2,115.0,94.0,86.2,105.7,102.0,66.8,55.1,79.0
Accrued Expenses,78.8,101.3,87.3,148.3,95.0,70.4,93.0,66.6,,,57.6,51.5,93.0,69.6,73.7,68.4,66.6,62.0,55.2,61.6
Debt Due,174.1,337.7,507.0,700.4,"1,073",894.1,862.3,"1,006",,,995.7,837.1,862.3,908.4,948.2,973.9,"1,006","1,025","1,106","1,194"
Total Current Liabilities,641.6,798.8,992.4,"1,260","1,553","1,285","1,213","1,307",,,"1,330","1,158","1,213","1,197","1,235","1,267","1,307","1,267","1,325","1,437"
Long Term Debt,359.7,268.8,158.6,211.8,302.7,275.3,364.5,300.5,,,179.1,366.6,364.5,348.5,332.5,316.5,300.5,275.5,250.5,225.5
Total Liabilities,"1,073","1,137","1,226","1,560","2,103","1,797","1,814","1,881",,,"1,747","1,763","1,814","1,783","1,806","1,863","1,881","1,802","1,844","1,932"
Common Stock,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,,,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),291.7,338.1,359.7,107.3,-146.0,-356.7,-721.4,-884.8,,,-476.4,-526.7,-721.4,-780.2,-808.5,-867.7,-884.8,-969.1,"-1,056","-1,212"
Shareholders' Equity,791.7,838.1,859.7,607.3,931.4,720.6,356.0,350.3,,,601.0,550.7,356.0,297.1,268.9,370.8,350.3,266.0,179.5,23.2
Cash from Operating Activities,260.7,72.6,239.9,30.7,-314.4,200.7,-111.0,-92.9,,,-81.7,-18.7,-20.3,-20.5,-33.6,-13.0,-25.7,12.0,-67.7,-59.8
Cash from Investing Activities,-57.4,-52.8,-183.0,-173.9,-196.9,13.0,-3.90,9.85,,,17.3,-5.42,-6.38,-1.87,6.84,-1.22,6.10,0.74,-0.25,-1.01
Cash from Financing Activities,-199.5,-22.4,-41.8,175.9,501.5,-223.4,57.4,79.8,,,49.4,28.9,23.0,30.1,23.8,9.71,16.1,-6.54,56.6,62.7
Net Change in Cash,3.80,-2.54,15.1,32.7,-9.75,-9.73,-57.5,-3.31,,,-15.0,4.78,-3.59,7.70,-2.97,-4.54,-3.51,6.24,-11.3,1.87
Free Cashflows,226.8,28.8,96.5,-141.0,-364.8,193.3,-140.7,-96.8,,,-86.0,-19.4,-31.8,-22.5,-34.1,-14.1,-26.1,11.2,-67.9,-60.8
Free Cashflow per Share,0.45,0.058,0.19,-0.28,-0.73,0.39,-0.28,-0.19,,,-0.17,-0.039,-0.064,-0.045,-0.068,-0.028,-0.052,0.022,-0.14,-0.12
