,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,6.7%,8.4%,12.4%,11.4%,10.7%,10.8%,9.1%,8.7%,8.3%,,8.9%,9.3%,8.7%,8.1%,8.3%,8.1%,8.1%,8.8%,8.0%,9.4%
Depreciation & Amortisation,357.5,368.7,411.2,613.3,731.3,765.0,752.6,752.2,754.5,,184.8,191.9,190.8,184.7,184.6,192.4,192.0,185.5,188.6,187.9
Tax Rate,0.7%,2.5%,-4.4%,37.5%,1.6%,183.8%,1.7%,2.5%,1.7%,,6.3%,2.3%,1.9%,1.9%,1.7%,2.0%,2.1%,1.2%,1.1%,1.6%
Current Ratio,2.65,2.31,1.66,1.15,1.09,1.20,1.66,1.59,1.59,,1.75,1.64,1.55,1.59,1.63,1.50,1.53,1.59,1.92,2.10
Quick Ratio,1.00,0.65,0.52,0.40,0.42,0.48,0.69,0.59,0.62,,0.65,0.61,0.55,0.59,0.66,0.66,0.61,0.62,0.71,0.78
Days Inventory Outstanding,79.4,78.2,78.0,73.0,70.5,66.4,69.1,71.0,73.6,,74.8,78.8,76.9,76.4,75.1,75.1,81.2,82.8,79.7,83.6
Days Sale Outstanding,61.3,50.9,56.7,58.2,56.0,58.5,58.7,60.4,54.7,,56.8,60.2,57.6,60.4,62.8,60.0,56.6,54.7,51.8,51.1
Days Payable Outstanding,52.8,49.4,48.0,41.0,41.4,40.6,42.2,41.2,35.5,,44.6,41.6,41.0,41.4,39.4,39.5,38.7,36.5,33.9,31.3
Cash Conversion Cycle,70.2,90.0,86.7,83.9,82.8,86.1,84.9,87.6,91.3,,88.7,97.2,91.8,94.2,95.8,94.2,100.9,102.2,101.3,106.8
Debt to Asset Ratio,0.30,0.29,0.50,0.56,0.53,0.48,0.33,0.30,0.27,,0.31,0.32,0.31,0.30,0.28,0.27,0.27,0.27,0.25,0.25
Debt to Equity Ratio,0.43,0.42,1.02,1.28,1.12,0.91,0.49,0.44,0.37,,0.45,0.47,0.46,0.44,0.39,0.36,0.38,0.37,0.34,0.33
Interest Coverage Ratio,43.0,28.0,3.28,,1.44,4.57,8.27,13.0,18.2,,13.6,12.8,11.6,14.3,16.1,16.8,19.5,20.9,31.2,34.3
Cash and Short Term Investments,"1,396","1,682","1,562",985.4,969.1,"1,079",737.5,"1,335",869.2,,950.9,"1,135","1,396","1,335","1,122",522.1,590.3,869.2,995.6,779.1
"Total Receivables, Net","1,896","1,431","1,448","1,720","1,843","1,974","1,867","2,106","2,220",,"1,811","1,953","1,950","2,106","2,285","2,293","2,244","2,220","2,109","2,015"
Total Inventory,"1,732","1,624","1,741","2,167","1,850","1,769","1,766","2,131","2,527",,"2,044","2,063","2,061","2,131","2,169","2,348","2,713","2,527","2,490","2,549"
Total Current Assets,"5,459","5,117","4,882","5,004","4,767","4,913","4,471","5,652","5,716",,"4,917","5,243","5,479","5,652","5,671","5,263","5,639","5,716","5,735","5,451"
"Property/Plant/Equipment, Total - Net","5,979","6,360","11,448","14,096","10,950","10,513","9,714","9,062","9,527",,"9,622","9,444","9,267","9,062","9,261","9,243","9,127","9,527","9,890","10,148"
Total Assets,"11,933","11,939","16,512","19,581","16,166","15,631","14,399","15,136","15,851",,"14,769","14,946","15,042","15,136","15,514","15,164","15,551","15,851","16,061","15,985"
Accounts Payable,"1,089","1,032","1,041","1,154","1,206","1,008","1,149","1,113","1,135",,"1,125","1,044","1,157","1,113","1,142","1,235","1,177","1,135",998.4,885.9
Accrued Expenses,,,,,,,,,,,,,,,,,,,,
Debt Due,581.7,690.5,"1,500","2,658","2,810","2,626","1,216","2,086","2,016",,"1,323","1,854","2,084","2,086","1,905","1,881","2,160","2,016","1,476","1,272"
Total Current Liabilities,"2,062","2,218","2,948","4,334","4,363","4,088","2,700","3,566","3,606",,"2,803","3,198","3,533","3,566","3,471","3,499","3,691","3,606","2,987","2,599"
Long Term Debt,"1,505","1,251","5,302","6,589","4,150","3,314","2,004","1,001",594.2,,"1,763","1,510","1,143","1,001",844.9,507.7,529.9,594.2,"1,027","1,303"
Total Liabilities,"3,570","3,478","8,267","10,943","8,535","7,428","4,733","4,597","4,241",,"4,600","4,746","4,715","4,597","4,352","4,041","4,260","4,241","4,056","3,945"
Common Stock,800.0,800.0,800.0,800.0,800.0,800.0,900.0,900.0,900.0,,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
Additional Paid-In Capital,"1,370","1,370","1,370","1,370","1,370","1,370","1,908","1,908","1,908",,"1,908","1,908","1,908","1,908","1,908","1,908","1,908","1,908","1,908","1,908"
Retained Earnings (Accumulated Deficit),"6,482","6,498","6,790","6,198","6,555","6,352","7,718","8,406","10,108",,"7,845","7,802","8,007","8,406","8,943","9,163","9,435","10,108","10,747","11,187"
Shareholders' Equity,"8,336","8,320","8,144","8,527","7,625","8,191","9,642","10,514","11,579",,"10,143","10,178","10,304","10,514","11,134","11,092","11,260","11,579","11,972","12,007"
Cash from Operating Activities,"2,996","2,614",971.9,-169.6,"1,393","1,729","2,106","1,696","2,358",,328.8,287.5,714.1,366.1,555.0,542.0,297.9,963.2,830.8,565.0
Cash from Investing Activities,"-1,174",-790.5,"-5,881","-1,915",-330.1,-117.8,-199.6,-519.2,"-1,492",,-53.6,-67.4,-133.6,-264.7,-375.2,-354.1,-219.3,-543.7,-550.0,-495.5
Cash from Financing Activities,"-1,324","-1,210","4,870","1,260",-764.4,"-1,683","-2,144",-605.2,"-1,203",,-152.7,-47.0,-300.3,-105.1,-435.2,-687.9,9.37,-88.9,-91.3,-194.2
Net Change in Cash,519.6,450.8,-213.5,-488.9,-15.0,112.0,-345.7,599.4,-474.1,,207.6,191.6,266.2,-66.0,-229.5,-587.5,70.3,272.6,123.9,-215.0
Free Cashflows,"1,823","1,700","-4,927","-2,234",511.0,"1,605","1,889","1,147",915.2,,277.0,214.4,573.0,82.4,193.8,167.9,84.3,469.3,107.3,17.4
Free Cashflow per Share,2.28,2.12,-6.16,-2.79,0.64,2.01,2.10,1.27,1.02,,0.31,0.24,0.64,0.092,0.22,0.19,0.094,0.52,0.12,0.019
