,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,91.7,88.2,85.6,69.3,63.4,99.1,99.0,103.6,132.9,,89.0,97.0,91.4,103.6,697.0,125.6,143.9,132.3,147.1,148.2
Days Payable Outstanding,163.3,124.9,83.9,31.6,27.6,42.0,46.2,48.8,43.7,,54.8,41.3,31.6,39.0,46.3,43.9,42.4,48.5,47.8,36.8
Cash Conversion Cycle,-89.8,-53.8,38.5,45.6,43.5,47.3,29.0,46.3,54.2,,40.8,61.2,61.8,50.5,363.9,360.8,87.1,83.7,96.2,113.7
Debt to Asset Ratio,0.68,0.78,0.29,0.29,0.44,0.31,0.61,0.38,0.28,,0.60,0.57,0.39,0.38,0.22,0.20,0.21,0.28,0.27,0.27
Debt to Equity Ratio,2.14,3.48,0.42,0.40,0.80,0.49,2.63,0.84,0.46,,2.42,2.14,0.87,0.84,0.32,0.29,0.32,0.46,0.44,0.43
Interest Coverage Ratio,"1,093",862.7,552.6,"2,112",128.8,46.3,27.3,15.2,24.7,,11.3,13.5,14.1,24.3,27.1,20.1,25.9,26.2,16.0,15.3
Cash and Short Term Investments,497.6,381.3,"1,254","1,009",493.6,"1,658","1,210","1,905","2,516",,894.1,623.8,"2,151","1,905","1,990","5,225","5,259","2,516","2,143","1,830"
"Total Receivables, Net",354.7,484.3,673.4,607.0,523.0,656.4,854.5,"1,158","1,952",,824.9,947.0,943.6,"1,158","8,302","1,589","2,027","1,952","2,295","2,499"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,945.7,960.4,"1,995","1,630","1,042","2,647","2,613","3,705","5,332",,"2,395","2,171","3,694","3,705","10,956","7,582","8,115","5,332","5,361","5,257"
"Property/Plant/Equipment, Total - Net",253.7,227.9,473.4,922.7,"1,262","1,330","1,503","1,615","1,982",,"1,671","1,620","1,590","1,615","1,735","1,695","1,737","1,982","2,058","2,155"
Total Assets,"1,297","1,314","2,579","2,741","3,286","5,563","7,985","9,632","22,687",,"8,213","8,023","9,564","9,632","16,886","20,123","20,875","22,687","24,196","24,983"
Accounts Payable,421.3,465.7,127.0,105.3,94.7,107.8,213.3,197.5,349.1,,197.5,126.0,131.0,197.5,202.2,214.0,260.2,349.1,311.4,264.3
Accrued Expenses,315.0,340.2,296.0,363.4,317.7,293.1,401.5,573.6,843.5,,403.5,516.4,495.2,573.6,496.6,642.9,727.1,843.5,890.3,"1,020"
Debt Due,0.00,0.00,0.00,0.00,530.0,308.9,"1,024",274.0,"1,789",,976.8,896.8,372.5,274.0,320.1,164.4,318.5,"1,789","1,886","1,950"
Total Current Liabilities,870.1,"1,005",736.8,761.7,"1,433","1,506","2,808","2,048","4,618",,"2,841","2,527","1,923","2,048","2,124","2,388","2,786","4,618","4,709","4,706"
Long Term Debt,,,,,,173.0,"1,933","1,489","1,439",,"1,923","1,912","1,701","1,489","1,477","1,465","1,453","1,439","1,456","1,442"
Total Liabilities,883.4,"1,021",758.4,787.6,"1,457","1,728","4,880","3,706","6,240",,"4,918","4,584","3,765","3,706","3,773","4,035","4,429","6,240","6,602","6,748"
Common Stock,100.0,100.0,300.0,343.2,686.4,686.4,686.4,720.4,855.7,,686.4,686.4,720.4,720.4,721.4,855.7,855.7,855.7,856.1,856.1
Additional Paid-In Capital,,,862.5,862.5,862.9,865.3,865.4,"2,844","12,193",,865.4,865.4,"2,844","2,844","2,908","12,193","12,193","12,193","12,235","12,235"
Retained Earnings (Accumulated Deficit),279.0,157.4,623.1,748.9,278.5,682.4,856.7,"1,267","1,581",,"1,030","1,061","1,245","1,267","1,528","1,344","1,653","1,581","1,879","1,516"
Shareholders' Equity,413.7,293.1,"1,821","1,953","1,829","3,533","1,856","4,426","13,696",,"2,030","2,140","4,345","4,426","11,755","13,805","13,857","13,696","14,876","15,668"
Cash from Operating Activities,178.4,342.6,560.5,"1,292","1,070",732.0,957.3,"1,272","1,775",,207.9,322.0,262.6,479.7,347.4,198.3,405.8,822.4,77.5,180.9
Cash from Investing Activities,-50.3,-59.3,-304.0,"-1,029",-954.0,-208.7,"-3,687","-1,657","-10,990",,-299.3,-325.6,-393.5,-638.9,-249.6,"-7,080",-81.1,"-3,580",-416.2,345.9
Cash from Financing Activities,-200.2,-400.4,616.3,"-1,014",-432.0,431.9,"2,215",345.1,"9,971",,-81.9,-167.5,"1,259",-664.7,-127.8,"8,788",79.1,"1,233",35.8,-601.8
Net Change in Cash,-73.0,-116.3,872.6,-750.4,-316.4,955.5,-510.6,-41.5,748.6,,-173.6,-171.4,"1,128",-824.2,-29.9,"1,904",402.0,"-1,528",-290.5,-79.4
Free Cashflows,123.2,283.7,240.7,783.8,550.2,561.3,710.9,779.6,"1,231",,-14.8,206.0,187.4,401.1,302.2,109.8,318.8,499.1,-143.5,130.4
Free Cashflow per Share,0.018,0.041,0.035,0.11,0.080,0.082,0.10,0.11,0.14,,-0.002,0.030,0.026,0.056,0.042,0.013,0.037,0.058,-0.017,0.015
