,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",120.5,118.0,141.3,175.3,177.3,174.5,172.8,172.2,183.3,,40.6,42.1,41.4,48.6,43.6,45.0,45.4,49.2,52.1,47.9
Operating Income,196.6,166.2,245.7,231.9,212.5,173.6,279.5,341.1,253.3,,75.5,90.6,87.0,88.0,71.9,65.4,60.9,55.2,34.9,43.5
Net Income,139.1,96.7,165.9,148.7,131.9,97.7,176.6,208.2,143.6,,46.7,56.1,53.0,52.4,43.3,37.3,32.2,30.8,17.5,22.6
EBITDA,262.3,223.8,312.5,312.9,300.9,265.4,362.2,411.4,308.8,,94.5,109.0,104.2,103.7,87.0,79.6,74.7,67.5,48.1,56.7
Gross Profit Margin,12.9%,12.2%,13.2%,12.0%,11.4%,10.9%,14.0%,15.1%,13.2%,,14.2%,14.2%,16.0%,16.0%,13.5%,13.0%,13.3%,12.9%,12.0%,12.2%
Operating Margin,8.0%,7.2%,8.4%,6.8%,6.2%,5.4%,8.7%,10.0%,7.6%,,9.2%,9.7%,10.8%,10.3%,8.4%,7.7%,7.6%,6.8%,4.8%,5.8%
Net Profit Margin,5.7%,4.2%,5.7%,4.4%,3.9%,3.0%,5.5%,6.1%,4.3%,,5.7%,6.0%,6.6%,6.1%,5.0%,4.4%,4.0%,3.8%,2.4%,3.0%
Return on Assets,9.7%,6.4%,8.3%,6.2%,5.6%,4.2%,7.9%,9.0%,6.1%,,8.2%,8.7%,9.5%,9.2%,8.4%,7.6%,7.0%,6.1%,5.1%,4.5%
Return on Equity,16.5%,11.3%,13.7%,11.7%,9.9%,7.3%,12.5%,14.2%,9.9%,,3.2%,3.9%,3.7%,3.6%,2.9%,2.6%,2.3%,2.1%,1.2%,1.6%
Return on Total Capital,16.4%,11.1%,13.6%,11.6%,9.9%,7.3%,12.5%,14.2%,9.9%,,12.7%,14.0%,14.9%,14.2%,13.5%,12.8%,11.7%,9.9%,8.0%,7.3%
SG&A to Sale,4.9%,5.1%,4.8%,5.2%,5.2%,5.4%,5.4%,5.1%,5.5%,,5.0%,4.5%,5.2%,5.7%,5.1%,5.3%,5.7%,6.1%,7.2%,6.4%
Depreciation & Amortisation,65.7,57.5,66.8,81.0,88.4,91.8,82.7,70.4,55.5,,19.0,18.3,17.3,15.8,15.1,14.3,13.7,12.4,13.2,13.3
Tax Rate,16.1%,17.4%,11.9%,19.4%,20.3%,20.9%,19.9%,20.1%,19.8%,,20.0%,19.8%,19.9%,20.6%,19.9%,19.7%,19.5%,19.9%,19.2%,19.3%
Current Ratio,1.98,2.27,1.84,2.06,2.08,2.49,2.78,2.91,2.69,,2.93,2.81,3.30,2.91,2.65,2.78,2.52,2.69,2.94,2.82
Quick Ratio,0.99,1.07,0.82,0.94,0.92,1.18,1.09,1.10,1.06,,1.21,1.24,1.37,1.10,1.00,1.19,1.00,1.06,1.16,1.13
Days Inventory Outstanding,84.4,96.7,104.1,105.6,99.8,95.0,95.9,91.8,87.4,,102.2,94.1,87.3,83.0,87.2,93.4,92.1,91.4,92.3,92.7
Days Sale Outstanding,84.9,85.1,106.6,81.5,83.2,86.8,76.9,75.6,74.0,,80.7,84.8,73.8,75.6,81.8,81.6,75.6,74.0,74.6,77.4
Days Payable Outstanding,41.5,38.0,50.4,59.3,52.9,47.8,56.2,66.8,65.2,,62.6,56.6,54.2,59.7,69.6,64.8,59.0,61.4,59.5,59.6
Cash Conversion Cycle,127.3,149.5,120.4,135.9,133.9,140.0,110.6,97.8,102.6,,121.9,120.1,116.7,89.0,94.9,119.9,110.1,106.1,113.2,108.5
Debt to Asset Ratio,0.39,0.35,0.44,0.37,0.37,0.31,0.29,0.29,0.29,,0.28,0.29,0.25,0.29,0.32,0.29,0.31,0.29,0.27,0.28
Debt to Equity Ratio,0.69,0.62,0.88,0.67,0.66,0.50,0.46,0.46,0.47,,0.43,0.47,0.37,0.46,0.54,0.46,0.52,0.47,0.42,0.44
Interest Coverage Ratio,11.7,8.48,13.7,14.0,11.6,11.6,34.9,70.7,45.6,,45.9,65.3,71.5,151.8,54.1,50.2,36.5,44.1,30.2,50.0
Cash and Short Term Investments,34.0,53.8,157.8,68.9,154.8,182.1,258.8,493.8,318.7,,241.3,291.4,302.4,493.8,526.7,252.0,310.4,318.7,306.1,294.4
"Total Receivables, Net",570.6,541.5,855.4,758.2,778.5,762.2,679.8,706.0,673.1,,728.1,791.9,680.1,706.0,773.0,752.2,696.7,673.1,650.8,653.9
Total Inventory,525.2,553.9,896.0,831.7,823.8,664.4,792.7,663.3,716.4,,790.7,712.6,653.3,663.3,739.3,732.6,727.5,716.4,689.0,679.2
Total Current Assets,"1,144","1,156","1,916","1,666","1,765","1,614","1,737","1,866","1,714",,"1,765","1,801","1,639","1,866","2,047","1,747","1,751","1,714","1,650","1,632"
"Property/Plant/Equipment, Total - Net",332.7,349.5,447.9,549.0,545.5,519.2,448.5,412.1,544.3,,438.5,436.7,422.1,412.1,399.8,514.0,530.1,544.3,538.4,538.2
Total Assets,"1,493","1,523","2,460","2,297","2,396","2,217","2,271","2,362","2,346",,"2,290","2,324","2,146","2,362","2,526","2,339","2,358","2,346","2,278","2,264"
Accounts Payable,223.5,200.3,501.2,469.4,407.1,341.0,512.8,546.8,483.2,,457.0,447.6,400.3,546.8,572.6,448.6,486.1,483.2,422.9,457.3
Accrued Expenses,4.30,5.00,5.99,3.77,7.84,3.64,3.24,1.54,3.41,,13.1,16.4,17.6,1.54,14.4,18.8,20.9,3.41,15.3,20.0
Debt Due,309.3,269.8,474.2,281.0,383.7,256.4,54.7,35.8,92.2,,65.4,119.5,38.2,35.8,119.4,121.1,140.7,92.2,72.8,60.5
Total Current Liabilities,578.9,508.3,"1,039",809.9,848.0,647.5,624.4,640.9,637.7,,603.4,641.0,496.5,640.9,773.0,629.5,696.0,637.7,561.3,578.9
Long Term Debt,3.34,9.57,8.03,7.52,4.65,1.17,,,,,,,,,,,,,,
Total Liabilities,582.2,534.0,"1,073",845.4,875.3,678.7,655.4,677.4,679.1,,635.4,674.0,530.5,677.4,810.5,668.1,735.7,679.1,611.8,630.8
Common Stock,320.0,320.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0
Additional Paid-In Capital,330.7,330.7,519.7,519.7,519.7,519.7,519.7,519.7,519.7,,519.7,519.7,519.7,519.7,519.7,519.7,519.7,519.7,519.7,519.7
Retained Earnings (Accumulated Deficit),194.2,207.8,310.9,367.6,424.7,441.8,513.4,567.3,542.1,,560.1,539.6,516.0,567.3,610.6,552.2,511.6,542.1,559.6,513.3
Shareholders' Equity,844.9,858.4,"1,214","1,270","1,327","1,344","1,416","1,470","1,446",,"1,462","1,442","1,418","1,470","1,514","1,455","1,415","1,446","1,464","1,418"
Cash from Operating Activities,56.4,151.4,180.3,376.4,162.3,325.8,430.2,480.5,166.4,,0.46,87.5,195.1,197.5,-26.9,-52.3,163.2,82.4,41.7,83.4
Cash from Investing Activities,8.13,-57.9,-52.8,-85.2,-95.7,-48.0,-23.8,-10.3,-178.5,,10.2,-16.0,-0.91,-3.62,3.11,-128.3,-27.7,-25.6,-6.38,-13.9
Cash from Financing Activities,-75.8,-73.7,-94.1,-314.7,4.22,-234.9,-346.6,-218.6,-162.5,,-10.5,-22.5,-183.3,-2.36,57.1,-94.0,-77.2,-48.5,-47.3,-81.2
Net Change in Cash,-11.3,19.9,33.4,-23.3,70.9,42.8,59.8,251.5,-174.7,,0.085,49.0,11.0,191.4,33.4,-274.7,58.4,8.27,-12.0,-11.7
Free Cashflows,3.98,86.2,65.3,210.3,79.4,260.4,416.5,445.4,-22.9,,-8.40,69.8,192.4,191.5,-29.7,-180.8,133.5,54.1,33.9,68.4
Free Cashflow per Share,0.012,0.27,0.17,0.55,0.21,0.68,1.09,1.16,-0.060,,-0.022,0.18,0.50,0.50,-0.078,-0.47,0.35,0.14,0.088,0.18
