,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,194.2,288.5,298.0,290.5,306.3,250.8,317.2,253.9,,,74.4,91.8,48.0,56.7,65.3,72.0,59.9,52.4,38.0,43.4
"Selling/General/Administrative Expenses, Total",126.9,144.2,152.2,151.7,183.2,179.0,181.6,159.7,,,51.1,43.4,48.6,38.0,41.7,39.0,41.0,44.4,46.6,45.7
Operating Income,67.3,144.4,145.8,138.8,123.1,71.8,135.6,94.2,,,23.3,48.4,-0.68,18.7,23.6,33.0,18.9,8.05,-8.62,-2.37
Net Income,33.5,78.4,80.5,68.1,49.9,-2.20,32.9,14.5,,,0.70,16.4,-8.92,1.23,-0.85,11.6,2.54,-2.81,-15.6,-10.7
EBITDA,160.2,244.7,260.0,260.6,250.0,221.5,274.3,234.7,,,57.7,83.1,36.2,53.4,58.2,68.4,55.8,44.9,27.4,34.5
Gross Profit Margin,13.2%,17.8%,20.7%,18.2%,20.2%,20.1%,21.5%,21.5%,,,22.2%,24.1%,16.0%,20.4%,23.6%,21.6%,20.4%,18.1%,15.0%,14.6%
Operating Margin,4.6%,8.9%,10.1%,8.7%,8.1%,5.8%,9.2%,8.0%,,,6.9%,12.7%,-0.2%,6.7%,8.5%,9.9%,6.4%,2.8%,-3.4%,-0.8%
Net Profit Margin,2.3%,4.8%,5.6%,4.3%,3.3%,-0.2%,2.2%,1.2%,,,0.2%,4.3%,-3.0%,0.4%,-0.3%,3.5%,0.9%,-1.0%,-6.1%,-3.6%
Return on Assets,1.9%,3.9%,3.5%,2.5%,1.7%,-0.1%,1.0%,0.5%,,,0.4%,0.9%,1.0%,0.3%,0.2%,0.1%,0.5%,0.3%,-0.1%,-0.9%
Return on Equity,4.5%,9.4%,6.6%,5.3%,3.8%,-0.2%,2.2%,1.0%,,,0.0%,1.1%,-0.6%,0.1%,-0.1%,0.8%,0.2%,-0.2%,-1.0%,-0.7%
Return on Total Capital,3.4%,7.5%,5.2%,3.8%,2.6%,-0.1%,1.5%,0.7%,,,0.7%,1.4%,1.5%,0.4%,0.4%,0.1%,0.7%,0.5%,-0.2%,-1.4%
SG&A to Sale,8.7%,8.9%,10.6%,9.5%,12.1%,14.4%,12.3%,13.5%,,,15.2%,11.4%,16.2%,13.7%,15.0%,11.7%,14.0%,15.3%,18.3%,15.4%
Depreciation & Amortisation,92.8,100.3,114.2,121.8,126.9,149.7,138.7,140.5,,,34.4,34.8,36.9,34.7,34.6,35.3,36.9,36.9,36.0,36.9
Tax Rate,9.0%,11.8%,17.4%,17.5%,19.8%,2.1%,11.1%,18.0%,,,-33.1%,12.4%,30.8%,-18.8%,51.4%,13.0%,10.8%,10.4%,9.9%,24.7%
Current Ratio,1.07,1.02,1.30,1.10,0.77,0.66,1.09,1.08,,,0.92,1.09,1.09,1.02,1.02,1.04,1.08,1.09,1.05,1.01
Quick Ratio,0.56,0.49,0.50,0.43,0.36,0.30,0.61,0.60,,,0.48,0.62,0.61,0.52,0.52,0.56,0.60,0.62,0.58,0.57
Days Inventory Outstanding,77.0,75.5,100.9,95.7,91.0,111.7,88.2,85.6,,,84.7,79.1,73.2,81.2,98.0,103.3,91.8,81.7,81.5,82.7
Days Sale Outstanding,105.0,73.8,89.8,72.8,60.0,91.3,70.1,95.8,,,90.1,97.2,70.1,82.3,98.7,102.4,95.8,92.8,88.5,88.9
Days Payable Outstanding,20.7,45.7,58.4,51.3,49.9,70.7,54.7,46.0,,,58.3,48.3,40.9,38.7,44.8,47.1,48.8,49.7,49.4,46.6
Cash Conversion Cycle,114.9,111.2,133.0,121.7,117.5,106.8,130.5,127.1,,,126.7,124.9,126.8,123.1,144.0,160.7,141.1,127.6,124.7,132.0
Debt to Asset Ratio,0.50,0.45,0.42,0.45,0.46,0.52,0.42,0.39,,,0.45,0.45,0.42,0.42,0.43,0.41,0.39,0.38,0.37,0.37
Debt to Equity Ratio,1.35,1.07,0.88,1.00,1.05,1.31,0.86,0.78,,,1.01,0.97,0.86,0.86,0.90,0.85,0.78,0.74,0.73,0.71
Interest Coverage Ratio,1.44,2.73,3.04,2.51,2.04,1.20,2.19,1.76,,,1.38,3.03,,1.34,1.67,2.70,1.41,0.68,,
Cash and Short Term Investments,81.0,48.2,185.5,133.7,68.7,126.0,161.2,117.6,,,154.1,172.2,161.2,133.7,124.7,129.5,117.6,104.8,101.2,101.1
"Total Receivables, Net",421.8,327.3,354.8,317.8,249.6,311.4,283.2,310.5,,,350.9,399.7,283.2,291.5,334.1,333.2,310.5,303.9,284.0,276.3
Total Inventory,263.3,287.0,345.7,337.5,267.4,341.4,218.0,217.5,,,265.8,246.7,218.0,237.0,286.1,249.6,217.5,205.7,218.4,207.8
Total Current Assets,805.9,688.3,917.6,811.7,609.2,801.3,677.7,659.0,,,789.7,837.0,677.7,677.1,759.9,726.9,659.0,629.5,613.9,592.9
"Property/Plant/Equipment, Total - Net","1,135","1,231","1,529","1,925","2,264","2,390","2,326","2,241",,,"2,365","2,351","2,326","2,308","2,280","2,262","2,241","2,197","2,169","2,141"
Total Assets,"2,006","2,007","2,547","2,840","2,989","3,322","3,118","3,028",,,"3,304","3,300","3,118","3,108","3,168","3,122","3,028","2,963","2,910","2,864"
Accounts Payable,144.2,188.5,177.7,189.0,142.4,243.1,103.9,130.2,,,157.2,155.5,103.9,113.2,125.8,118.2,130.2,127.0,130.2,109.8
Accrued Expenses,18.6,20.1,15.2,15.3,18.5,25.6,29.6,25.2,,,20.1,21.2,29.6,20.9,23.1,24.7,25.2,22.7,21.0,27.4
Debt Due,551.4,429.0,414.1,463.9,599.7,885.1,437.3,410.1,,,626.0,546.9,437.3,462.1,530.3,505.3,410.1,392.9,393.2,402.6
Total Current Liabilities,756.5,672.3,705.4,738.0,792.5,"1,209",623.2,609.6,,,857.3,771.3,623.2,662.1,744.5,698.5,609.6,579.1,585.1,586.6
Long Term Debt,239.3,210.7,343.3,532.0,569.1,485.5,639.4,533.3,,,608.5,660.6,639.4,594.4,565.0,544.2,533.3,501.7,460.1,425.7
Total Liabilities,"1,006",898.3,"1,062","1,286","1,388","1,720","1,296","1,185",,,"1,502","1,470","1,296","1,290","1,348","1,284","1,185","1,123","1,088","1,052"
Common Stock,633.2,633.2,855.9,855.9,877.3,877.6,"1,035","1,056",,,"1,035","1,035","1,035","1,035","1,056","1,056","1,056","1,056","1,056","1,056"
Additional Paid-In Capital,,,84.2,84.2,84.2,84.1,84.1,84.1,,,84.1,84.1,84.1,84.1,84.1,84.1,84.1,84.1,84.1,84.1
Retained Earnings (Accumulated Deficit),113.8,202.8,271.9,340.5,364.8,352.8,382.4,373.6,,,373.1,389.5,382.4,383.6,359.5,371.1,373.6,370.8,355.2,344.5
Shareholders' Equity,747.0,836.1,"1,212","1,281","1,326","1,315","1,502","1,514",,,"1,492","1,509","1,502","1,503","1,500","1,511","1,514","1,511","1,496","1,485"
Cash from Operating Activities,-51.7,250.8,102.7,200.5,248.1,195.2,223.0,254.2,,,-31.0,80.1,107.7,27.3,-26.0,78.7,174.2,44.3,41.4,34.5
Cash from Investing Activities,-177.7,-66.1,-311.5,-53.1,-183.4,-224.1,7.59,-3.57,,,19.5,-41.8,59.5,28.5,-5.25,-11.0,-15.8,5.45,-15.9,20.2
Cash from Financing Activities,193.3,-217.8,346.1,-199.2,-165.5,65.5,-234.9,-253.6,,,39.8,-35.4,-198.5,-42.7,22.5,-63.0,-170.5,-62.2,-29.4,-55.0
Net Change in Cash,-36.1,-33.1,137.3,-51.9,-100.8,36.6,-4.38,-3.00,,,28.4,2.88,-31.2,13.2,-8.74,4.66,-12.1,-12.5,-3.91,-0.32
Free Cashflows,-341.6,108.1,-273.4,102.1,64.5,-48.7,158.0,184.6,,,-55.1,51.5,185.4,3.58,-68.1,67.3,181.9,40.9,24.9,39.9
Free Cashflow per Share,-5.06,1.60,-3.06,1.14,0.72,-0.54,1.50,1.75,,,-0.52,0.49,1.76,0.034,-0.64,0.64,1.72,0.39,0.24,0.38
