,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,50.8%,51.1%,49.7%,52.9%,47.1%,55.0%,54.7%,52.8%,,,46.8%,60.6%,56.9%,57.8%,45.6%,54.1%,52.6%,45.0%,51.6%,54.1%
Operating Margin,34.6%,35.1%,32.9%,39.3%,28.8%,37.5%,35.9%,29.8%,,,25.1%,46.7%,38.3%,39.9%,14.5%,32.6%,29.6%,26.2%,33.4%,41.4%
Net Profit Margin,23.5%,26.2%,20.5%,29.6%,22.8%,26.0%,30.7%,22.9%,,,24.6%,38.0%,26.1%,35.8%,20.7%,33.6%,7.8%,25.8%,32.7%,33.9%
Return on Assets,5.1%,7.2%,7.0%,10.0%,5.1%,4.6%,5.0%,3.3%,,,5.4%,6.7%,4.9%,5.3%,5.0%,3.9%,3.2%,2.7%,3.3%,4.7%
Return on Equity,11.4%,20.4%,18.2%,22.0%,10.9%,10.0%,11.2%,7.9%,,,2.1%,4.7%,2.5%,3.2%,1.5%,2.3%,0.9%,2.1%,3.1%,5.7%
Return on Total Capital,7.5%,12.0%,11.1%,15.0%,8.7%,8.2%,6.7%,4.5%,,,8.7%,10.5%,6.7%,7.5%,7.2%,5.5%,4.5%,3.8%,4.9%,6.8%
SG&A to Sale,16.2%,16.0%,16.7%,13.6%,18.2%,17.6%,18.8%,23.0%,,,21.8%,13.9%,18.5%,17.9%,31.0%,21.5%,23.0%,18.8%,18.1%,12.8%
Depreciation & Amortisation,202.2,228.4,276.6,351.8,307.8,327.4,316.4,314.8,,,79.1,81.5,76.8,74.8,79.2,76.9,83.8,80.2,74.0,77.6
Tax Rate,17.1%,14.9%,15.7%,12.0%,17.3%,18.3%,14.0%,17.0%,,,10.5%,15.4%,15.3%,15.2%,10.5%,13.1%,32.3%,11.8%,7.2%,12.9%
Current Ratio,1.27,1.47,1.50,2.48,2.23,1.74,4.64,2.66,,,2.58,2.41,4.64,3.79,3.17,3.17,2.66,2.63,2.28,2.19
Quick Ratio,0.054,0.083,0.23,0.31,0.12,0.12,0.83,0.36,,,0.11,0.11,0.83,0.66,0.33,0.38,0.36,0.27,0.30,0.17
Days Inventory Outstanding,906.0,781.3,620.9,720.6,"1,005","1,340","1,276","1,265",,,"1,496","1,342","1,307","1,170","1,218","1,398","1,325","1,285","1,238",929.1
Days Sale Outstanding,19.3,16.8,25.0,15.6,18.4,28.9,44.3,38.8,,,34.7,31.0,44.3,32.0,45.5,42.8,38.8,28.9,29.3,27.1
Days Payable Outstanding,30.0,27.7,27.3,29.5,29.5,37.9,42.5,38.0,,,36.7,36.0,41.8,39.4,37.3,35.6,31.7,30.9,28.0,23.1
Cash Conversion Cycle,895.9,763.4,610.5,713.4,"1,002","1,323","1,271","1,274",,,"1,490","1,337","1,306","1,169","1,223","1,415","1,331","1,291","1,238",930.2
Debt to Asset Ratio,0.53,0.58,0.54,0.45,0.47,0.46,0.49,0.53,,,0.47,0.47,0.49,0.48,0.49,0.51,0.53,0.52,0.52,0.52
Debt to Equity Ratio,1.39,1.64,1.44,0.98,1.07,1.03,1.14,1.35,,,1.04,1.07,1.14,1.11,1.15,1.27,1.35,1.32,1.30,1.28
Interest Coverage Ratio,4.54,5.14,6.98,8.21,5.03,6.48,7.21,5.40,,,4.94,13.0,7.19,8.54,2.39,4.39,6.30,3.63,5.94,10.9
Cash and Short Term Investments,"1,543","2,033","1,952","1,997","3,394","2,104","2,509","2,059",,,882.5,"1,531","2,509","2,252","1,524","1,462","2,059","1,857","1,587","2,009"
"Total Receivables, Net",203.4,264.0,507.9,321.3,269.3,365.1,556.4,473.0,,,451.5,470.2,556.4,434.4,600.6,488.6,473.0,346.4,380.1,461.4
Total Inventory,"5,261","6,705","5,976","8,003","7,555","7,642","6,892","7,667",,,"9,402","7,987","6,892","7,029","7,063","7,586","7,667","7,860","7,940","7,326"
Total Current Assets,"7,064","9,082","8,557","10,465","11,345","10,218","10,057","10,291",,,"10,828","10,091","10,057","9,811","9,293","9,641","10,291","10,209","10,063","9,912"
"Property/Plant/Equipment, Total - Net",748.6,"1,050","1,193","1,085","1,055","1,022","1,969","2,093",,,958.9,982.4,"1,969","2,004","2,050","2,072","2,093","2,091","2,089","2,091"
Total Assets,"20,749","21,014","22,203","22,137","25,451","26,596","29,280","33,021",,,"26,676","27,919","29,280","29,756","30,249","31,621","33,021","33,223","33,290","34,485"
Accounts Payable,172.0,253.0,304.0,269.0,188.0,242.0,242.0,196.0,,,232.0,234.0,242.0,227.0,204.0,169.0,196.0,177.0,181.0,198.0
Accrued Expenses,,4.00,2.00,4.00,3.00,4.00,4.00,10.0,,,6.00,8.00,4.00,6.00,7.00,11.0,10.0,16.0,14.0,9.00
Debt Due,"3,087","1,973","2,296","2,511","3,857","4,105",756.1,"1,770",,,"2,620","2,691",756.1,"1,150","1,535","1,299","1,770","1,522","1,540","2,634"
Total Current Liabilities,"5,545","6,188","5,707","4,211","5,096","5,863","2,168","3,866",,,"4,189","4,194","2,168","2,586","2,936","3,046","3,866","3,884","4,412","4,532"
Long Term Debt,"4,147","5,109","5,387","4,748","2,886","2,645","8,347","9,828",,,"4,455","5,182","8,347","7,992","8,109","9,457","9,828","9,784","9,256","9,631"
Total Liabilities,"10,930","12,108","12,012","9,922","11,951","12,356","14,308","17,452",,,"12,434","13,209","14,308","14,376","14,846","16,279","17,452","17,398","17,364","17,835"
Common Stock,"1,067","1,067","1,067","1,067","1,067","1,067","1,067","1,067",,,"1,067","1,067","1,067","1,067","1,067","1,067","1,067","1,067","1,067","1,067"
Additional Paid-In Capital,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,,,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6
Retained Earnings (Accumulated Deficit),"6,663","6,144","7,073","8,817","9,265","10,047","10,924","11,345",,,"10,234","10,607","10,924","11,338","11,173","11,229","11,345","11,642","11,877","12,462"
Shareholders' Equity,"7,891","7,376","8,318","10,114","11,170","11,948","12,556","12,967",,,"11,998","12,371","12,556","12,927","12,882","12,835","12,967","13,218","13,359","13,941"
Cash from Operating Activities,"1,899","3,293","2,835","2,856","1,160","1,648","1,036","1,871",,,185.8,821.5,-16.4,305.5,347.7,364.6,853.1,255.5,869.6,354.4
Cash from Investing Activities,"-2,892","-1,853","-3,085","-1,566","2,292","-2,027","-2,826","-3,017",,,-507.8,-919.5,"-1,179",-529.2,-283.2,"-1,443",-760.9,121.3,-460.7,-409.4
Cash from Financing Activities,"1,399","-1,135",-444.3,"-1,378","-1,460",-921.3,"1,640","1,039",,,331.1,558.8,"1,311",-35.8,-85.8,893.4,267.6,-365.7,-884.5,"1,136"
Net Change in Cash,391.9,337.8,-654.8,-108.0,"2,035","-1,298",-483.1,-122.7,,,16.2,662.0,-255.9,-306.5,184.5,-365.1,364.4,3.81,-517.5,"1,076"
Free Cashflows,"1,547","2,902","2,524","2,512","1,006","1,540",873.5,"1,603",,,156.4,762.3,-73.1,236.7,277.2,309.7,779.2,225.1,838.6,319.8
Free Cashflow per Share,1.45,2.72,2.37,2.35,0.94,1.44,0.82,1.50,,,0.15,0.71,-0.069,0.22,0.26,0.29,0.73,0.21,0.79,0.30
