,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,16.3%,17.9%,12.8%,12.3%,1.5%,3.3%,-5.6%,-25.7%,,,-1.7%,7.9%,28.7%,0.7%,-39.2%,0.1%,0.3%,0.3%,-12.3%,0.0%
Current Ratio,3.36,2.85,3.22,3.24,3.46,3.90,4.08,3.22,,,4.06,3.92,4.08,3.67,3.26,3.27,3.22,3.41,3.21,3.33
Quick Ratio,0.87,0.97,1.75,1.64,2.06,2.16,2.34,0.78,,,1.41,2.52,2.34,1.11,1.72,1.64,0.78,2.03,2.03,1.00
Days Inventory Outstanding,28.2,26.1,28.5,30.9,26.3,24.2,21.3,21.2,,,23.5,23.0,20.1,19.4,20.9,24.2,25.9,26.9,32.3,31.9
Days Sale Outstanding,45.2,54.7,45.9,49.8,42.5,48.3,43.0,51.3,,,52.1,53.5,43.0,72.8,58.5,56.1,51.3,78.7,54.9,65.0
Days Payable Outstanding,47.2,41.3,49.1,48.6,42.2,42.7,41.2,43.1,,,47.1,47.6,44.3,45.9,51.8,52.2,49.6,50.7,52.9,49.4
Cash Conversion Cycle,42.1,20.4,40.2,36.6,33.5,29.5,27.3,21.0,,,29.6,26.5,28.7,26.2,33.4,30.0,31.4,36.5,48.0,43.4
Debt to Asset Ratio,0.20,0.24,0.21,0.21,0.21,0.21,0.20,0.24,,,0.21,0.22,0.20,0.21,0.23,0.24,0.24,0.23,0.26,0.26
Debt to Equity Ratio,0.25,0.31,0.27,0.27,0.27,0.26,0.26,0.32,,,0.27,0.28,0.26,0.27,0.30,0.31,0.32,0.30,0.35,0.36
Interest Coverage Ratio,,,"15,585",,,,,,,,,,,,,,,,,
Cash and Short Term Investments,216.2,222.0,218.9,217.3,235.2,265.3,289.4,242.5,,,280.9,295.3,289.4,265.8,243.0,248.4,242.5,208.4,225.3,222.7
"Total Receivables, Net",97.0,154.2,114.5,101.7,87.3,90.0,79.5,91.5,,,95.9,99.9,79.5,131.6,106.0,100.0,91.5,144.5,99.7,120.7
Total Inventory,56.9,69.7,54.2,58.8,40.8,41.5,30.9,44.7,,,40.2,37.5,30.9,34.7,37.2,47.5,44.7,54.1,65.7,54.2
Total Current Assets,375.2,455.3,404.1,387.9,364.6,398.1,400.9,379.9,,,421.0,435.4,400.9,436.2,390.3,398.8,379.9,412.2,394.6,400.3
"Property/Plant/Equipment, Total - Net",279.5,273.4,268.9,258.8,240.8,206.1,183.7,184.5,,,194.1,187.0,183.7,201.3,202.2,192.3,184.5,176.3,171.6,169.2
Total Assets,728.6,810.6,763.5,735.1,700.5,703.5,696.7,658.0,,,700.4,713.0,696.7,740.3,692.1,679.9,658.0,686.9,664.0,651.5
Accounts Payable,78.5,121.9,91.5,86.5,73.5,72.0,67.8,85.7,,,78.5,82.6,67.8,87.1,91.3,91.0,85.7,100.3,95.7,89.9
Accrued Expenses,20.0,25.1,26.3,24.9,26.4,24.8,25.7,25.9,,,19.7,24.7,25.7,16.2,22.2,25.3,25.9,16.0,20.1,23.5
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,111.7,159.5,125.6,119.7,105.4,102.0,98.2,117.8,,,103.6,111.0,98.2,118.8,119.7,121.9,117.8,120.7,122.8,120.2
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,145.4,191.8,162.6,158.0,147.1,144.3,141.8,157.9,,,147.6,154.9,141.8,157.3,159.4,161.7,157.9,160.4,173.9,170.9
Common Stock,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,,,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Additional Paid-In Capital,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,,,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2,167.2
Retained Earnings (Accumulated Deficit),157.9,201.6,183.7,159.9,136.2,142.0,137.7,82.9,,,135.7,141.0,137.7,165.8,115.5,101.0,82.9,109.3,73.0,63.4
Shareholders' Equity,575.1,618.8,600.9,577.1,553.4,559.2,554.9,500.1,,,552.9,558.2,554.9,583.0,532.7,518.2,500.1,526.5,490.2,480.6
Cash from Operating Activities,99.7,93.6,114.3,79.0,66.6,41.0,52.0,-27.8,,,27.0,16.1,12.6,-20.9,-10.8,7.22,-3.38,-31.0,-19.4,3.71
Cash from Investing Activities,14.3,-24.7,-131.1,0.60,-36.9,16.9,-14.4,161.1,,,155.7,-131.7,11.6,147.2,-81.7,-1.87,97.5,-103.0,-13.7,143.6
Cash from Financing Activities,-50.0,-63.0,-91.2,-71.2,-46.7,-27.7,-33.5,-30.2,,,-33.5,0.00,0.000,,-30.2,0.00,0.000,,,
Net Change in Cash,64.0,5.84,-108.1,8.35,-17.1,30.2,4.12,103.0,,,149.2,-115.6,24.1,126.3,-122.7,5.34,94.1,-134.0,-33.1,147.3
Free Cashflows,70.9,47.3,66.8,38.9,36.5,27.1,21.4,-53.9,,,17.4,13.8,-6.09,-23.4,-30.0,5.58,-6.11,-33.7,-21.2,-3.09
Free Cashflow per Share,2.84,1.89,2.67,1.56,1.46,1.08,0.86,-2.16,,,0.70,0.55,-0.24,-0.94,-1.20,0.22,-0.24,-1.35,-0.85,-0.12
