,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Total Capital,22.9%,32.0%,32.7%,23.2%,3.0%,7.3%,5.3%,3.1%,,,6.8%,6.5%,5.3%,4.9%,4.2%,4.0%,3.1%,1.1%,0.0%,-2.6%
SG&A to Sale,16.8%,17.0%,16.1%,16.6%,18.8%,16.6%,17.8%,16.7%,,,17.5%,16.9%,20.5%,15.2%,16.5%,14.9%,21.9%,22.0%,21.6%,22.9%
Depreciation & Amortisation,,52.1,69.4,71.6,83.3,67.3,57.5,52.2,,,14.6,14.5,13.4,13.8,13.6,13.6,12.1,11.9,11.9,12.2
Tax Rate,28.2%,21.7%,18.8%,18.0%,24.3%,21.2%,15.7%,9.9%,,,17.5%,16.7%,6.0%,13.7%,8.4%,15.2%,35.5%,4.2%,55.3%,26.3%
Current Ratio,1.76,1.51,1.82,1.19,12.0,18.5,22.9,19.0,,,15.0,13.0,22.9,17.7,11.2,15.5,19.0,15.6,17.4,17.8
Quick Ratio,0.98,1.00,1.02,0.70,10.3,15.2,18.6,15.5,,,12.2,10.6,18.6,14.3,9.02,13.1,15.5,12.9,14.8,15.1
Days Inventory Outstanding,61.4,76.5,75.9,74.6,66.1,70.7,75.2,83.6,,,85.0,85.2,80.0,76.9,80.6,80.9,84.7,87.7,80.1,79.6
Days Sale Outstanding,89.5,80.2,85.5,79.8,89.3,98.2,89.7,84.9,,,95.1,102.6,89.7,95.8,90.2,108.6,84.9,92.0,98.3,103.6
Days Payable Outstanding,63.7,67.2,45.0,38.1,24.7,18.3,13.0,11.7,,,0.00,0.00,4.01,3.97,0.00,0.00,7.58,7.82,0.00,0.00
Cash Conversion Cycle,67.2,96.7,101.1,131.8,143.9,147.9,165.4,163.8,,,183.6,184.8,171.4,171.9,177.7,183.8,171.8,182.1,178.8,188.4
Debt to Asset Ratio,0.47,0.40,0.33,0.42,0.075,0.052,0.040,0.037,,,0.061,0.070,0.040,0.049,0.065,0.047,0.037,0.044,0.040,0.039
Debt to Equity Ratio,0.88,0.67,0.49,0.72,0.081,0.054,0.042,0.038,,,0.065,0.075,0.042,0.051,0.070,0.049,0.038,0.046,0.041,0.041
Interest Coverage Ratio,,,30.5,17.7,12.7,206.0,423.8,993.7,,,"2,119",701.4,239.2,975.0,749.2,"2,562",,,,
Cash and Short Term Investments,36.6,27.3,30.8,14.7,529.0,515.2,541.9,463.2,,,525.8,529.0,541.9,532.4,525.4,472.8,463.2,457.5,434.2,433.2
"Total Receivables, Net",111.4,120.9,168.0,141.0,130.3,143.6,124.6,105.0,,,133.4,146.8,124.6,132.2,119.8,141.3,105.0,105.8,111.1,107.3
Total Inventory,50.6,69.6,94.1,76.9,64.5,72.2,74.3,82.5,,,83.6,81.6,74.3,77.0,79.4,76.4,82.5,76.8,70.7,72.7
Total Current Assets,200.8,224.7,300.9,240.7,745.9,733.7,742.7,652.6,,,746.1,760.2,742.7,745.0,732.1,696.5,652.6,646.9,619.6,616.6
"Property/Plant/Equipment, Total - Net",233.8,205.7,340.0,290.4,289.4,298.8,256.9,257.0,,,283.0,269.9,256.9,245.5,263.5,255.7,257.0,249.9,245.1,234.6
Total Assets,468.1,567.4,677.5,613.1,"1,052","1,045","1,011","1,002",,,"1,043","1,039","1,011","1,033","1,039","1,016","1,002","1,001",980.3,970.9
Accounts Payable,61.0,44.7,52.4,34.9,17.9,17.5,7.80,14.2,,,,,7.80,,,,14.2,,,
Accrued Expenses,,26.2,9.49,35.7,7.97,9.54,14.8,11.7,,,7.04,7.16,14.8,7.40,7.52,8.24,11.7,7.89,8.02,8.14
Debt Due,45.4,58.6,70.6,123.9,28.0,3.73,1.34,0.19,,,1.99,1.69,1.34,0.94,0.67,0.43,0.19,0.11,0.11,0.11
Total Current Liabilities,113.8,148.6,165.1,202.0,61.9,39.6,32.4,34.4,,,49.9,58.4,32.4,42.0,65.2,45.1,34.4,41.4,35.6,34.7
Long Term Debt,92.7,68.4,48.1,43.9,4.97,1.48,0.36,0.17,,,0.70,0.63,0.36,0.25,0.22,0.19,0.17,0.14,0.11,0.088
Total Liabilities,219.0,227.7,224.0,256.9,78.5,53.9,40.4,37.0,,,64.0,72.8,40.4,50.2,67.5,47.6,37.0,44.2,38.9,38.2
Common Stock,98.8,98.8,98.8,225.0,300.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,57.2,57.2,57.2,57.2,619.2,619.2,619.2,619.2,,,619.2,619.2,619.2,619.2,619.2,619.2,619.2,619.2,619.2,619.2
Retained Earnings (Accumulated Deficit),93.1,183.7,297.5,74.1,54.1,72.3,51.8,46.4,,,59.6,47.1,51.8,63.6,52.4,49.6,46.4,37.8,22.2,13.5
Shareholders' Equity,249.1,339.7,453.5,356.3,973.3,991.5,971.0,965.5,,,978.8,966.3,971.0,982.7,971.6,968.8,965.5,957.0,941.4,932.7
Cash from Operating Activities,,173.7,166.4,204.1,116.8,119.5,108.2,66.9,,,26.2,34.8,9.72,20.6,17.9,14.2,14.2,8.32,-1.62,2.67
Cash from Investing Activities,,-123.5,-92.4,-59.2,-542.9,-18.2,-26.1,-58.2,,,3.97,-0.98,-1.76,-19.5,-6.54,-30.1,-2.04,-14.3,3.69,-3.61
Cash from Financing Activities,,-59.5,-70.5,-161.0,430.0,-63.0,-75.9,-37.4,,,-43.8,-30.6,-0.64,-0.53,-18.3,-18.3,-0.27,-0.11,-12.0,-0.026
Net Change in Cash,,-9.30,3.53,-16.1,3.94,38.2,6.20,-28.7,,,-13.6,3.16,7.32,0.53,-6.98,-34.2,11.9,-6.09,-9.96,-0.96
Free Cashflows,,154.7,73.0,146.4,80.2,42.9,92.9,15.3,,,20.1,34.4,7.85,19.5,10.8,-16.8,1.76,3.25,-12.5,-1.75
Free Cashflow per Share,,0.13,0.061,0.12,0.067,0.036,0.077,0.013,,,0.017,0.029,0.007,0.016,0.009,-0.014,0.001,0.003,-0.010,-0.001
