,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Sale Outstanding,34.6,39.8,75.0,78.7,62.3,67.2,66.8,68.5,,,61.1,68.6,66.8,66.0,56.2,63.8,69.4,67.6,66.1,70.5
Days Payable Outstanding,28.7,28.2,24.9,25.4,24.3,21.3,22.2,24.2,,,20.5,21.9,23.4,22.9,22.7,23.7,25.4,25.6,24.8,25.1
Cash Conversion Cycle,8.54,16.7,39.6,53.6,56.5,48.9,47.9,46.0,,,48.2,47.5,50.6,50.0,44.3,42.0,46.3,49.8,47.1,48.4
Debt to Asset Ratio,0.23,0.28,0.27,0.26,0.27,0.25,0.25,0.26,,,0.24,0.24,0.25,0.24,0.24,0.23,0.26,0.25,0.25,0.24
Debt to Equity Ratio,0.32,0.42,0.40,0.38,0.39,0.37,0.36,0.37,,,0.34,0.34,0.36,0.34,0.35,0.32,0.37,0.36,0.37,0.34
Interest Coverage Ratio,143.7,927.8,"1,543","2,608","2,463","20,639","28,750","55,134",,,"47,263","18,980","30,192","49,468","46,560","65,581","62,590","93,821","96,816","172,783"
Cash and Short Term Investments,734.2,"1,028",495.6,294.8,936.6,"1,067","1,562","1,751",,,"1,114","1,478","1,562","2,006","1,773","1,992","1,751","2,174","1,616","1,978"
"Total Receivables, Net",676.2,881.4,"1,811","2,110","1,712","1,877","2,016","2,252",,,"1,757","2,033","2,016","2,052","1,773","2,029","2,252","2,234","2,237","2,436"
Total Inventory,127.3,107.7,127.8,130.5,103.9,115.3,134.1,142.2,,,113.5,118.8,134.1,116.7,121.2,119.3,142.2,113.3,114.6,119.5
Total Current Assets,"1,555","2,054","2,474","2,569","2,777","3,084","3,733","4,164",,,"3,022","3,668","3,733","4,201","3,692","4,173","4,164","4,545","3,997","4,568"
"Property/Plant/Equipment, Total - Net","4,586","4,872","5,474","7,001","7,034","7,090","7,124","7,415",,,"7,170","7,151","7,124","7,139","7,270","7,318","7,415","7,495","7,536","7,504"
Total Assets,"6,230","7,038","8,068","9,747","9,975","10,393","11,105","11,880",,,"10,399","11,043","11,105","11,592","11,213","11,766","11,880","12,481","11,968","12,531"
Accounts Payable,391.5,378.7,376.8,480.9,364.0,398.1,458.1,545.1,,,388.5,441.8,458.1,442.3,455.8,487.8,545.1,518.6,533.3,551.0
Accrued Expenses,323.0,373.3,412.3,440.7,672.5,693.5,756.4,824.1,,,579.5,725.5,756.4,667.6,693.2,731.9,824.1,713.0,778.4,848.2
Debt Due,23.4,10.8,2.12,3.72,0.83,0.84,0.32,0.33,,,0.43,0.52,0.32,0.31,0.32,0.33,0.33,0.34,0.28,0.20
Total Current Liabilities,"1,103","1,202","1,329","1,445","1,584","1,496","1,660","1,856",,,"1,369","1,505","1,660","1,629","1,572","1,584","1,856","1,829","1,778","1,763"
Long Term Debt,11.8,1.44,2.94,6.65,0.85,0.011,0.45,0.12,,,,0.53,0.45,0.37,0.28,0.20,0.12,0.029,,
Total Liabilities,"1,440","1,967","2,184","2,550","2,675","2,638","2,799","3,057",,,"2,521","2,653","2,799","2,786","2,725","2,730","3,057","3,108","3,043","3,025"
Common Stock,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
Additional Paid-In Capital,120.1,120.1,120.1,120.1,120.1,120.1,120.1,120.1,,,120.1,120.1,120.1,120.1,120.1,120.1,120.1,120.1,120.1,120.1
Retained Earnings (Accumulated Deficit),"1,775","2,320","3,100","3,831","3,898","4,265","4,776","5,230",,,"4,385","4,879","4,776","5,280","4,940","5,458","5,230","5,750","5,311","5,856"
Shareholders' Equity,"4,484","4,713","5,488","6,756","6,823","7,216","7,725","8,176",,,"7,336","7,828","7,725","8,228","7,888","8,406","8,176","8,696","8,256","8,801"
Cash from Operating Activities,"1,321","1,385","1,459","1,969","2,054","1,940","2,255","2,469",,,522.2,597.7,663.5,623.2,587.6,537.2,721.0,656.3,532.2,663.4
Cash from Investing Activities,-657.2,-465.9,"-1,523","-1,573",-80.8,"-1,294",-625.7,"-1,140",,,-205.1,-225.4,-83.0,-180.8,-37.7,-309.7,-611.7,-35.2,-356.9,-405.5
Cash from Financing Activities,-684.5,-495.6,-274.8,-589.6,"-1,351","-1,035","-1,143","-1,384",,,-634.0,-10.5,-498.7,-0.099,-783.7,-0.087,-600.1,-0.088,-933.8,-0.088
Net Change in Cash,-21.0,423.3,-339.0,-193.7,622.6,-389.3,486.2,-54.9,,,-316.9,361.8,81.7,442.3,-233.8,227.4,-490.7,621.0,-758.6,257.8
Free Cashflows,989.5,756.2,575.5,514.5,"1,498","1,368","1,615","1,590",,,288.2,465.7,533.7,457.6,327.4,310.5,494.3,458.1,312.4,491.0
Free Cashflow per Share,9.89,7.56,5.75,5.14,15.0,13.7,16.2,15.9,,,2.88,4.66,5.34,4.58,3.27,3.11,4.94,4.58,3.12,4.91
