,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Total Capital,10.7%,7.7%,7.8%,6.8%,7.9%,9.0%,7.8%,9.8%,,,8.9%,6.2%,7.8%,7.5%,8.1%,9.2%,9.8%,9.3%,9.6%,8.9%
SG&A to Sale,16.6%,17.0%,17.6%,18.4%,19.5%,19.9%,20.9%,21.6%,,,24.1%,20.0%,18.1%,22.6%,23.8%,20.0%,20.3%,26.0%,27.5%,21.9%
Depreciation & Amortisation,196.9,250.9,306.8,306.7,294.4,284.2,252.3,219.7,,,65.6,62.2,58.2,56.7,56.7,55.8,55.2,53.9,55.4,58.6
Tax Rate,26.5%,17.5%,14.6%,15.5%,13.0%,13.6%,9.7%,12.9%,,,1.4%,12.9%,12.0%,0.0%,5.5%,15.3%,16.7%,-24.7%,11.0%,11.9%
Current Ratio,1.02,0.90,0.96,1.07,1.22,1.36,1.85,2.46,,,1.36,1.44,1.85,2.04,1.71,1.70,2.46,2.64,1.83,1.90
Quick Ratio,0.54,0.41,0.44,0.53,0.54,0.69,0.92,1.25,,,0.60,0.77,0.92,0.96,0.78,0.83,1.25,1.05,0.80,0.89
Days Inventory Outstanding,75.1,84.9,89.8,82.6,83.9,79.0,72.8,72.1,,,72.1,75.5,72.8,68.8,75.3,86.5,81.0,76.0,85.2,91.0
Days Sale Outstanding,77.0,67.6,70.1,67.7,60.8,70.4,64.3,68.0,,,59.2,79.6,64.3,57.4,60.3,78.4,68.0,53.4,67.4,76.8
Days Payable Outstanding,34.1,33.6,33.4,34.4,33.9,31.0,31.4,32.1,,,31.5,35.8,33.8,29.4,32.5,39.5,37.1,31.2,34.6,37.5
Cash Conversion Cycle,104.5,127.3,121.7,115.3,119.9,112.0,112.7,106.1,,,97.1,109.6,116.6,102.5,97.8,114.4,120.4,108.4,105.2,128.4
Debt to Asset Ratio,0.42,0.43,0.44,0.39,0.34,0.32,0.24,0.20,,,0.32,0.32,0.24,0.22,0.26,0.28,0.20,0.20,0.27,0.27
Debt to Equity Ratio,0.81,0.82,0.85,0.69,0.57,0.51,0.35,0.28,,,0.52,0.51,0.35,0.30,0.38,0.43,0.28,0.28,0.41,0.41
Interest Coverage Ratio,9.20,4.55,3.20,3.67,5.92,12.7,9.45,27.2,,,,14.2,25.7,,6.40,54.8,45.3,,0.36,34.9
Cash and Short Term Investments,37.2,55.1,29.3,89.3,95.0,140.7,48.6,61.0,,,208.6,63.8,48.6,71.2,54.1,82.9,61.0,213.5,113.7,175.7
"Total Receivables, Net","1,106",929.3,988.4,"1,007",850.0,"1,013",872.4,897.1,,,862.5,"1,119",872.4,753.7,786.6,"1,017",897.1,695.8,879.8,"1,001"
Total Inventory,862.9,985.1,"1,030",915.1,911.4,814.8,700.7,727.1,,,823.5,814.3,700.7,686.6,813.5,875.4,727.1,752.7,897.3,863.5
Total Current Assets,"2,077","2,048","2,155","2,070","1,941","2,029","1,765","1,781",,,"1,969","2,112","1,765","1,620","1,734","2,105","1,781","1,777","2,030","2,157"
"Property/Plant/Equipment, Total - Net","1,693","1,942","1,915","1,790","1,655","1,650","1,563","1,571",,,"1,584","1,557","1,563","1,571","1,586","1,583","1,571","1,560","1,616","1,602"
Total Assets,"5,038","5,977","5,583","5,683","5,310","5,429","5,054","4,877",,,"5,299","5,444","5,054","4,921","4,991","5,355","4,877","4,886","5,162","5,241"
Accounts Payable,387.6,344.3,405.8,405.4,331.2,346.3,307.9,327.6,,,381.7,395.0,307.9,284.3,364.1,406.8,327.6,279.9,390.5,335.8
Accrued Expenses,167.0,110.0,129.9,158.0,150.6,202.8,128.5,144.9,,,128.7,199.8,128.5,70.4,108.0,155.6,144.9,87.0,143.8,192.7
Debt Due,"1,275","1,721","1,603","1,294","1,020",850.9,440.4,138.7,,,867.0,801.1,440.4,359.1,439.7,571.4,138.7,195.6,481.0,521.1
Total Current Liabilities,"2,042","2,281","2,239","1,934","1,589","1,487",956.5,723.9,,,"1,445","1,467",956.5,794.8,"1,015","1,240",723.9,672.4,"1,111","1,138"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"2,137","2,560","2,434","2,203","1,828","1,736","1,230",992.1,,,"1,706","1,735","1,230","1,070","1,289","1,526",992.1,990.7,"1,405","1,424"
Common Stock,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,,,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9
Additional Paid-In Capital,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,,,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8
Retained Earnings (Accumulated Deficit),"1,282","1,418","1,523","1,620","1,746","1,909","2,005","2,172",,,"1,821","1,884","2,005","2,038","1,915","2,027","2,172","2,189","2,082","2,175"
Shareholders' Equity,"2,630","3,129","2,869","3,194","3,203","3,404","3,520","3,557",,,"3,304","3,410","3,520","3,540","3,390","3,508","3,557","3,566","3,443","3,494"
Cash from Operating Activities,77.2,290.8,398.7,612.0,543.6,567.8,466.5,487.4,,,122.4,-64.2,290.3,159.2,96.7,-56.8,288.6,126.1,-117.5,54.6
Cash from Investing Activities,-904.1,-555.9,-175.0,-127.9,-125.7,-220.9,48.9,12.2,,,-14.5,-16.2,55.2,-54.0,-7.69,-46.8,120.7,-29.0,-61.9,-33.9
Cash from Financing Activities,816.7,284.1,-249.6,-432.8,-405.5,-319.2,-594.0,-488.8,,,-91.1,-66.0,-360.6,-81.4,-106.5,131.7,-432.7,56.9,87.5,40.0
Net Change in Cash,-10.2,19.1,-25.8,51.3,12.4,27.7,-78.5,10.9,,,16.9,-146.3,-15.1,22.5,-17.1,28.8,-23.4,153.4,-99.8,62.0
Free Cashflows,-754.8,-197.0,170.7,442.4,353.8,292.3,308.8,277.5,,,82.2,-94.2,223.7,103.9,26.6,-101.7,249.0,94.9,-231.3,19.2
Free Cashflow per Share,-5.03,-1.31,1.14,2.95,2.36,1.95,2.06,1.85,,,0.55,-0.63,1.49,0.69,0.18,-0.68,1.66,0.63,-1.54,0.13
