,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt to Equity Ratio,0.42,0.50,0.47,0.80,2.57,4.17,2.21,1.44,,,3.92,3.08,2.21,2.05,2.15,2.18,1.44,4.01,3.57,2.22
Interest Coverage Ratio,934.4,"1,498",170.6,,,,27.4,,,,,197.6,52.6,,5.78,,,,15.1,99.4
Cash and Short Term Investments,983.5,608.8,435.1,214.9,214.5,223.9,135.2,63.6,,,158.3,124.8,135.2,111.9,104.3,82.5,63.6,51.9,67.3,108.0
"Total Receivables, Net",214.9,263.5,180.1,171.8,143.6,101.6,98.4,69.3,,,106.5,116.9,98.4,102.7,68.6,57.9,69.3,68.5,118.5,79.0
Total Inventory,11.9,21.1,9.00,9.11,2.30,0.12,,,,,0.081,0.089,,,,,,,,
Total Current Assets,"1,318","1,079",798.7,487.0,447.8,422.1,279.5,169.0,,,348.4,292.4,279.5,252.9,219.0,188.9,169.0,166.1,228.4,238.2
"Property/Plant/Equipment, Total - Net",124.9,151.3,156.6,123.8,88.7,48.9,25.7,22.7,,,34.9,30.2,25.7,20.2,17.2,17.3,22.7,30.3,27.4,25.2
Total Assets,"1,869","2,045","1,741","1,292",794.6,581.9,409.0,325.7,,,499.7,434.3,409.0,383.4,360.4,334.9,325.7,315.5,385.6,395.7
Accounts Payable,43.9,49.9,36.0,41.8,55.7,58.7,34.5,22.5,,,34.5,23.4,34.5,42.8,27.8,15.3,22.5,12.7,11.3,20.3
Accrued Expenses,42.8,63.1,108.0,86.1,57.0,44.1,45.3,34.2,,,90.5,59.5,45.3,34.0,34.6,36.4,34.2,34.3,77.3,53.8
Debt Due,2.63,3.67,12.9,61.0,62.3,34.6,24.5,15.2,,,14.8,29.5,24.5,26.7,25.8,22.7,15.2,16.3,24.4,16.2
Total Current Liabilities,538.8,588.2,468.8,524.6,560.8,449.4,277.7,164.6,,,380.6,313.9,277.7,257.3,222.5,205.0,164.6,192.1,242.6,217.1
Long Term Debt,0.67,2.23,,,,4.39,0.18,1.38,,,4.02,0.52,0.18,0.052,,1.63,1.38,6.99,9.56,8.86
Total Liabilities,550.4,643.8,522.8,561.0,575.6,467.9,286.3,180.2,,,400.4,330.2,286.3,266.2,236.9,217.0,180.2,228.2,277.5,252.5
Common Stock,315.9,307.4,307.4,307.4,307.4,409.9,409.9,409.9,,,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9
Additional Paid-In Capital,796.8,796.8,796.8,796.8,796.8,796.8,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),268.7,194.0,12.3,-404.5,-875.6,"-1,090",-274.5,-259.1,,,-304.1,-299.4,-274.5,-278.3,-293.7,-294.5,-259.1,-326.4,-306.0,-269.5
Shareholders' Equity,"1,315","1,290","1,114",698.8,224.0,112.3,129.8,125.2,,,102.1,107.3,129.8,130.0,110.4,99.3,125.2,56.9,77.7,113.9
Cash from Operating Activities,462.6,542.2,333.5,31.6,56.6,67.5,3.43,-11.5,,,-13.9,-16.2,13.3,-24.9,28.9,-18.4,2.96,-16.1,20.9,55.7
Cash from Investing Activities,-186.6,-456.5,-231.1,-152.3,-91.4,-43.3,-69.6,-57.3,,,-33.9,-25.3,0.16,-4.60,-31.3,-0.97,-20.4,4.22,-11.5,-8.25
Cash from Financing Activities,-253.8,-317.9,-238.3,41.3,-0.89,76.7,-14.3,-3.60,,,-11.0,10.8,-5.68,2.03,-0.99,-2.28,-2.35,0.74,7.10,-9.02
Net Change in Cash,17.8,-233.4,-129.8,-72.5,-31.9,102.7,-88.7,-71.6,,,-57.3,-33.5,10.3,-23.3,-7.57,-21.8,-18.9,-11.7,15.4,40.7
Free Cashflows,401.2,481.8,266.5,1.39,27.3,63.1,-2.64,-26.5,,,-16.5,-18.0,11.9,-26.0,27.5,-20.4,-7.50,-19.8,20.4,55.2
Free Cashflow per Share,1.31,1.57,0.87,0.005,0.089,0.15,-0.006,-0.065,,,-0.040,-0.044,0.029,-0.063,0.067,-0.050,-0.018,-0.048,0.050,0.13
