,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Assets,303.5,336.9,329.7,344.7,367.9,385.7,399.0,409.7,,,387.5,392.9,399.0,403.8,411.9,409.5,409.7,410.0,410.4,414.0
Accounts Payable,12.6,12.6,7.14,6.46,6.06,4.33,5.81,4.66,,,4.97,5.96,5.81,3.99,8.85,5.03,4.66,4.15,4.26,7.25
Accrued Expenses,8.97,16.2,14.2,14.1,19.5,16.9,17.1,15.6,,,15.1,15.5,17.1,16.5,16.6,16.2,15.6,15.1,17.2,15.5
Debt Due,0.00,5.19,0.60,3.24,10.4,9.15,1.58,0.17,,,6.14,5.17,1.58,0.094,1.49,0.00,0.17,0.85,1.09,1.06
Total Current Liabilities,28.2,40.0,25.8,40.1,46.5,42.5,36.0,33.9,,,37.1,36.5,36.0,33.6,41.7,35.0,33.9,33.7,37.9,38.6
Long Term Debt,,2.33,2.02,1.76,0.042,0.008,,,,,,,,,,,,,,
Total Liabilities,36.4,50.9,36.4,51.7,59.9,52.1,46.6,45.0,,,47.9,47.6,46.6,44.4,52.5,45.9,45.0,45.4,52.9,54.2
Common Stock,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Additional Paid-In Capital,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,,,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5
Retained Earnings (Accumulated Deficit),29.1,47.6,54.9,54.5,69.4,95.1,113.6,126.0,,,100.9,106.6,113.6,120.7,120.7,124.9,126.0,125.9,118.9,121.2
Shareholders' Equity,266.8,285.5,292.8,292.4,307.4,333.0,351.6,363.9,,,338.8,344.5,351.6,358.7,358.6,362.8,363.9,363.7,356.8,359.0
Cash from Operating Activities,20.6,14.5,25.0,43.2,44.5,28.5,43.7,32.3,,,5.65,9.78,14.5,4.66,5.65,7.83,14.2,9.96,5.58,10.2
Cash from Investing Activities,-9.37,-22.6,-28.1,-40.5,-56.6,-7.47,-5.02,-0.48,,,-4.09,-0.009,-0.21,-0.027,-0.007,-0.020,-0.42,-0.032,-0.070,-0.19
Cash from Financing Activities,-5.14,-5.11,-10.6,-3.01,2.68,-8.04,-15.0,-7.43,,,-10.0,-1.14,-3.59,-1.51,-4.61,-1.49,0.17,0.67,-4.28,-0.055
Net Change in Cash,6.76,-13.3,-13.4,-0.28,-9.36,13.0,23.6,24.4,,,-8.48,8.63,10.7,3.12,1.05,6.24,13.9,10.5,1.29,9.96
Free Cashflows,11.3,-7.14,-3.12,1.13,-13.7,21.0,43.1,31.8,,,5.59,9.76,14.3,4.63,5.63,7.80,13.7,9.93,5.50,10.0
Free Cashflow per Share,1.13,-0.71,-0.31,0.11,-1.37,2.10,4.31,3.18,,,0.56,0.98,1.43,0.46,0.56,0.78,1.37,0.99,0.55,1.00
