,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Common Stock,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,,,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0
Additional Paid-In Capital,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,,,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8,88.8
Retained Earnings (Accumulated Deficit),200.9,201.7,191.3,161.4,143.3,117.6,76.4,47.1,,,98.0,92.4,76.4,68.8,65.4,61.8,47.1,41.7,33.8,26.6
Shareholders' Equity,625.3,627.1,616.6,586.8,568.6,542.4,501.2,471.8,,,522.8,517.2,501.2,493.6,490.2,486.6,471.8,466.5,458.5,451.3
Cash from Operating Activities,222.4,-2.85,37.3,-0.57,77.1,12.8,13.3,30.7,,,-4.86,15.2,8.45,3.35,5.51,19.3,2.50,2.66,-1.44,-4.45
Cash from Investing Activities,-3.44,-151.6,-4.84,80.6,21.2,3.25,-1.17,-41.9,,,-0.41,-0.30,-0.31,-0.17,-0.17,-0.39,-41.2,-0.28,-0.30,-1.24
Cash from Financing Activities,-144.0,47.2,-53.7,-98.0,-60.4,-13.5,-13.0,-12.3,,,-3.25,-3.02,-3.19,-3.15,-3.13,-3.06,-2.95,-3.05,-2.75,-2.96
Net Change in Cash,74.9,-107.2,-21.2,-18.0,37.9,2.48,-0.85,-23.6,,,-8.52,11.9,4.95,0.023,2.21,15.8,-41.6,-0.67,-4.49,-8.66
Free Cashflows,219.2,-3.21,36.7,-1.25,76.9,11.6,13.1,30.5,,,-4.75,15.2,8.30,3.35,5.45,19.3,2.41,2.63,-1.51,-4.46
Free Cashflow per Share,0.65,-0.010,0.11,-0.004,0.23,0.035,0.039,0.091,,,-0.014,0.045,0.025,0.010,0.016,0.057,0.007,0.008,-0.004,-0.013
