,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,14.0%,16.9%,10.6%,5.4%,5.8%,6.0%,7.3%,6.1%,,,7.5%,4.6%,8.9%,5.8%,5.5%,4.6%,8.2%,5.5%,5.4%,5.0%
Depreciation & Amortisation,626.6,569.3,591.6,928.3,"2,339","1,582","1,202","1,326",,,272.9,319.1,342.3,324.0,328.1,336.1,349.6,325.2,330.3,333.2
Tax Rate,0.0%,2.2%,1.8%,0.3%,5.0%,0.8%,10.1%,6.9%,,,-0.7%,0.0%,26.3%,3.5%,256.5%,10.6%,11.7%,11.0%,15.5%,15.5%
Current Ratio,0.85,0.96,0.94,0.54,0.76,1.51,1.58,1.44,,,1.20,1.37,1.58,2.48,1.84,1.78,1.44,1.74,1.65,1.46
Quick Ratio,0.043,0.20,0.24,0.17,0.13,0.043,0.22,0.20,,,0.16,0.19,0.22,1.23,0.43,0.49,0.20,0.22,0.19,0.19
Days Inventory Outstanding,450.6,505.3,257.7,163.0,227.8,361.6,319.3,258.5,,,486.1,519.4,325.1,285.1,269.3,262.9,260.3,234.4,224.2,224.2
Days Sale Outstanding,27.5,135.6,77.4,66.2,63.7,56.1,55.5,55.0,,,70.2,87.1,55.5,309.6,48.4,50.1,55.0,50.7,51.8,49.9
Days Payable Outstanding,36.9,37.9,32.0,39.1,34.5,27.8,31.6,46.0,,,0.00,0.00,23.2,23.0,1.04,0.83,26.2,25.2,1.76,1.67
Cash Conversion Cycle,437.4,558.9,294.2,191.0,260.3,410.6,327.2,262.9,,,547.4,601.1,334.9,470.2,446.8,311.3,265.6,285.5,274.8,274.6
Debt to Asset Ratio,0.74,0.73,0.69,0.66,0.67,0.67,0.61,0.61,,,0.61,0.62,0.61,0.60,0.63,0.61,0.61,0.61,0.62,0.60
Debt to Equity Ratio,4.23,3.69,3.26,4.28,4.26,4.34,2.15,2.17,,,2.11,2.22,2.15,2.08,2.35,2.25,2.17,2.19,2.30,2.06
Interest Coverage Ratio,1.01,0.64,,1.66,2.00,1.59,2.12,1.94,,,0.96,1.52,4.45,1.83,1.43,1.74,2.75,1.97,1.31,1.48
Cash and Short Term Investments,272.0,250.6,140.6,"1,001","1,461",410.5,"2,129","2,481",,,353.2,437.5,"2,129","1,808","8,106","5,389","2,481","3,792","5,820","3,702"
"Total Receivables, Net",476.9,"2,293","1,948","2,105","2,075","1,510","1,715","1,817",,,"1,429","1,631","1,715","10,183","1,669","1,778","1,817","1,747","1,825","1,762"
Total Inventory,"6,026","7,061","4,733","3,700","7,590","7,549","6,764","6,252",,,"7,754","7,806","6,764","6,748","6,689","6,854","6,252","6,133","6,102","6,215"
Total Current Assets,"9,362","10,862","7,540","7,325","12,308","52,571","12,235","12,733",,,"10,639","11,682","12,235","20,463","18,719","16,126","12,733","14,114","16,187","13,390"
"Property/Plant/Equipment, Total - Net","12,089","17,908","19,290","19,803","20,093","22,164","22,353","21,320",,,"22,515","22,375","22,353","22,207","21,984","21,654","21,320","21,069","20,816","20,649"
Total Assets,"25,857","33,813","31,890","69,739","76,023","76,976","45,829","44,760",,,"44,305","45,242","45,829","45,620","46,742","45,287","44,760","47,132","49,057","48,176"
Accounts Payable,614.1,367.0,"1,099",925.4,785.4,377.5,"1,038","1,277",,,,,"1,038",51.8,,43.0,"1,277",55.3,40.7,50.8
Accrued Expenses,297.8,450.7,248.9,152.4,199.6,173.7,306.7,360.2,,,131.1,164.0,306.7,128.9,127.1,183.8,360.2,297.1,356.2,299.4
Debt Due,"4,091","6,488","3,794","10,722","13,594","8,042","5,297","6,192",,,"7,229","6,279","5,297","6,289","7,659","6,573","6,192","5,710","7,155","7,138"
Total Current Liabilities,"11,024","11,303","8,046","13,514","16,174","34,716","7,722","8,869",,,"8,831","8,550","7,722","8,264","10,160","9,081","8,869","8,101","9,825","9,167"
Long Term Debt,"8,153","12,935","13,888","29,833","31,922","17,003","19,871","17,990",,,"17,872","19,129","19,871","18,884","18,754","18,351","17,990","20,336","20,290","19,113"
Total Liabilities,"19,260","24,536","22,078","45,737","50,665","51,829","27,990","27,171",,,"26,943","27,938","27,990","27,500","29,255","27,767","27,171","28,826","30,598","28,896"
Common Stock,"1,160","1,370","1,432","1,755","1,967","2,020","2,020","2,020",,,"2,020","2,020","2,020","2,020","2,020","2,020","2,020","2,020","2,020","2,020"
Additional Paid-In Capital,"1,992","2,607","2,788","4,686","5,471","5,622","5,622","5,622",,,"5,622","5,622","5,622","5,622","5,622","5,622","5,622","5,622","5,622","5,622"
Retained Earnings (Accumulated Deficit),"1,392","2,586","2,354","4,237","4,465","4,290","5,400","4,859",,,"5,162","4,972","5,400","5,553","4,679","4,610","4,859","5,267","5,432","6,127"
Shareholders' Equity,"4,557","6,645","6,768","10,681","11,905","11,932","13,043","12,512",,,"12,798","12,603","13,043","13,195","12,433","12,338","12,512","13,144","13,330","14,032"
Cash from Operating Activities,"1,707","-3,515","2,916","1,023","2,733","2,177","2,063","2,039",,,-70.1,838.8,741.5,-196.9,"1,341",275.6,619.0,353.7,728.3,-185.3
Cash from Investing Activities,"-2,855","-4,978","-2,094","-8,683","-7,435","-3,894","-1,793",481.3,,,-337.2,-856.3,-245.7,-57.0,"-1,839","2,460",-83.4,"-1,129",-196.2,"-1,492"
Cash from Financing Activities,"1,162","8,464",-920.6,"8,263","5,404",981.4,18.9,"-2,330",,,399.0,101.7,-233.9,-22.2,484.9,"-1,899",-894.4,"1,815",961.5,"-1,157"
Net Change in Cash,19.0,-21.4,-110.0,602.7,695.3,"-1,028",288.9,189.6,,,-8.26,84.3,261.9,-276.1,-12.7,837.4,-358.9,"1,040","1,494","-2,835"
Free Cashflows,"-1,304","-8,652","-1,108",-567.7,"1,641","-1,216",873.0,"1,468",,,-411.6,713.6,412.6,-308.9,"1,189",91.3,496.7,199.6,655.3,-318.7
Free Cashflow per Share,-1.10,-6.19,-0.76,-0.32,0.83,-0.60,0.43,0.73,,,-0.20,0.35,0.20,-0.15,0.59,0.045,0.25,0.099,0.32,-0.16
