,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,,3.1%,4.6%,8.6%,7.5%,9.2%,10.3%,10.4%,,,7.8%,9.7%,10.3%,11.5%,9.9%,9.9%,11.7%,9.6%,8.3%,8.9%
Depreciation & Amortisation,,25.1,31.4,40.6,57.2,65.8,63.6,67.3,,,15.7,15.9,16.0,16.6,16.8,17.0,16.9,16.5,16.3,15.8
Tax Rate,,16.4%,17.4%,18.4%,17.6%,15.7%,19.5%,28.8%,,,16.0%,15.0%,21.7%,46.6%,16.1%,72.9%,40.4%,-0.4%,31.2%,27.1%
Current Ratio,,2.38,3.44,2.48,3.19,4.41,3.18,2.54,,,3.67,3.58,3.18,4.10,3.60,2.87,2.54,2.56,2.39,2.64
Quick Ratio,,0.28,1.09,0.42,0.68,1.37,0.69,0.41,,,0.76,0.76,0.69,0.61,0.77,0.74,0.41,0.22,0.48,0.69
Days Inventory Outstanding,,67.6,69.4,72.5,80.9,83.3,93.2,132.7,,,92.9,92.9,107.5,101.8,97.4,100.4,131.6,161.6,134.1,112.4
Days Sale Outstanding,,8.88,32.4,21.7,28.4,48.3,37.6,32.8,,,31.9,32.9,37.6,22.4,33.9,45.0,32.8,17.4,38.3,48.8
Days Payable Outstanding,,38.3,30.1,21.8,25.7,29.4,30.6,25.8,,,26.8,23.9,25.4,24.2,18.1,24.1,26.3,24.5,30.5,28.2
Cash Conversion Cycle,,38.2,71.7,77.1,74.8,95.6,107.3,147.4,,,88.1,107.7,112.0,112.3,108.2,109.4,150.5,160.5,125.9,136.6
Debt to Asset Ratio,,0.33,0.21,0.28,0.22,0.16,0.22,0.29,,,0.19,0.19,0.22,0.17,0.19,0.25,0.29,0.29,0.31,0.28
Debt to Equity Ratio,,0.50,0.27,0.39,0.28,0.19,0.28,0.40,,,0.24,0.23,0.28,0.20,0.24,0.33,0.40,0.40,0.45,0.39
Interest Coverage Ratio,,,196.2,366.6,45.3,57.1,106.8,9.40,,,236.1,72.4,81.8,9.31,14.9,2.08,6.25,,2.57,4.47
Cash and Short Term Investments,,353.3,125.3,260.4,318.7,473.5,307.1,202.8,,,392.4,339.3,307.1,358.4,311.5,278.2,202.8,277.6,302.8,301.8
"Total Receivables, Net",,82.3,288.4,185.3,257.3,427.4,295.6,249.4,,,273.8,277.0,295.6,186.0,273.4,358.8,249.4,125.3,292.7,363.1
Total Inventory,,562.5,497.9,504.1,724.7,465.2,730.2,"1,040",,,612.4,649.1,730.2,660.2,655.8,715.9,"1,040","1,039",807.2,699.4
Total Current Assets,,"1,035",934.4,"1,090","1,318","1,381","1,369","1,525",,,"1,316","1,302","1,369","1,257","1,281","1,392","1,525","1,476","1,450","1,392"
"Property/Plant/Equipment, Total - Net",,272.6,374.8,521.0,642.6,622.0,629.6,590.8,,,600.9,678.2,629.6,606.1,625.7,589.8,590.8,569.4,533.7,520.1
Total Assets,,"1,312","1,312","1,613","1,962","2,012","2,007","2,121",,,"1,925","1,988","2,007","1,871","1,915","1,990","2,121","2,051","1,989","1,917"
Accounts Payable,,318.7,141.2,159.7,231.5,187.9,204.2,140.5,,,203.1,121.3,204.2,126.3,118.9,209.7,140.5,174.4,245.0,133.2
Accrued Expenses,,,92.2,36.3,61.3,81.1,71.8,46.1,,,5.96,8.29,71.8,,,2.56,46.1,,0.46,1.45
Debt Due,,0.00,0.00,219.3,93.3,0.00,106.1,366.0,,,66.7,145.3,106.1,125.3,174.3,201.6,366.0,358.4,319.7,324.2
Total Current Liabilities,,434.3,271.6,438.7,412.9,313.0,430.6,601.0,,,358.6,364.1,430.6,306.9,355.8,484.9,601.0,576.7,607.6,526.5
Long Term Debt,,0.00,,,,,,,,,,,,,,,,,,
Total Liabilities,,439.1,276.3,448.5,423.1,323.5,440.0,610.6,,,369.0,373.8,440.0,316.3,365.6,494.4,610.6,586.4,616.8,535.8
Common Stock,,958.4,1.00,931.0,"1,012","1,012","1,012","1,012",,,"1,012","1,012","1,012","1,012","1,012","1,012","1,012","1,012","1,012","1,012"
Additional Paid-In Capital,,,958.4,,60.4,60.4,60.4,60.4,,,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4,60.4
Retained Earnings (Accumulated Deficit),,139.6,298.5,22.3,255.3,419.0,491.9,428.3,,,376.8,433.7,491.9,497.8,422.5,423.0,428.3,404.4,358.9,367.4
Shareholders' Equity,,872.8,"1,036","1,164","1,538","1,689","1,567","1,511",,,"1,556","1,614","1,567","1,554","1,550","1,495","1,511","1,465","1,372","1,381"
Cash from Operating Activities,,199.7,2.69,314.2,205.3,435.9,26.1,-237.1,,,29.6,-36.3,18.1,37.8,4.76,-53.4,-226.2,85.2,118.9,-3.60
Cash from Investing Activities,,-109.2,-102.3,-131.9,-166.6,-53.5,-151.0,-28.5,,,-41.9,-92.8,-11.3,-6.20,-2.95,-5.60,-13.8,-5.81,-1.47,-1.86
Cash from Financing Activities,,-109.7,-97.5,-123.0,-1.39,-207.2,-5.41,154.0,,,-52.0,77.7,-31.1,20.4,-62.9,31.8,164.7,-4.11,-81.6,2.96
Net Change in Cash,,-19.4,-197.2,57.9,37.4,176.3,-166.3,-104.3,,,-28.7,-53.1,-32.1,51.2,-46.9,-33.3,-75.4,74.8,25.2,-1.02
Free Cashflows,,59.6,-131.7,180.8,36.8,381.1,-128.7,-266.9,,,-13.1,-129.5,5.63,31.3,1.54,-59.4,-240.3,78.9,117.1,-5.77
Free Cashflow per Share,,0.59,-1.30,1.79,0.36,3.77,-1.27,-2.64,,,-0.13,-1.28,0.056,0.31,0.015,-0.59,-2.37,0.78,1.16,-0.057
