,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net",469.2,518.0,467.1,425.8,362.4,408.6,501.8,443.1,,,439.2,481.2,501.8,535.0,516.4,494.0,443.1,465.1,496.1,430.9
Total Inventory,"1,205","1,084",968.4,932.9,922.0,784.7,984.2,"1,099",,,880.5,887.7,984.2,950.1,949.4,995.2,"1,099","1,085",994.2,977.0
Total Current Assets,"1,705","1,627","1,454","1,490","1,455","1,580","1,751","1,783",,,"1,598","1,613","1,751","1,813","1,712","1,728","1,783","1,821","1,724","1,616"
"Property/Plant/Equipment, Total - Net",668.1,708.7,775.4,735.7,798.5,765.3,753.2,768.0,,,776.4,763.5,753.2,741.2,748.6,776.7,768.0,772.0,768.0,837.5
Total Assets,"2,377","2,360","2,232","2,229","2,314","2,406","2,565","2,611",,,"2,435","2,437","2,565","2,614","2,521","2,565","2,611","2,653","2,553","2,514"
Accounts Payable,204.8,213.8,204.5,171.7,147.7,171.8,229.5,209.5,,,177.6,178.1,229.5,179.8,156.2,206.0,209.5,190.9,147.5,125.5
Accrued Expenses,,,,,,,,,,,,,,,,,,,,
Debt Due,440.0,210.1,25.0,1.66,7.48,0.39,17.8,2.56,,,0.39,3.29,17.8,9.68,1.73,3.72,2.56,0.55,0.00,17.1
Total Current Liabilities,763.6,516.3,300.2,237.6,219.1,250.2,331.9,301.0,,,261.4,276.7,331.9,306.0,256.2,301.1,301.0,285.0,235.4,212.2
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,788.8,561.5,318.5,255.8,253.1,286.5,375.8,349.3,,,303.8,319.8,375.8,351.3,302.5,348.7,349.3,334.6,299.7,277.7
Common Stock,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,,,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0
Additional Paid-In Capital,262.3,275.2,275.2,275.2,275.2,275.2,275.2,275.2,,,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2
Retained Earnings (Accumulated Deficit),738.2,924.1,"1,040","1,099","1,131","1,190","1,259","1,332",,,"1,201","1,188","1,259","1,333","1,289","1,286","1,332","1,387","1,320","1,304"
Shareholders' Equity,"1,588","1,798","1,914","1,973","2,061","2,119","2,189","2,262",,,"2,131","2,117","2,189","2,263","2,218","2,216","2,262","2,318","2,253","2,236"
Cash from Operating Activities,147.4,441.5,450.7,300.6,281.5,365.2,84.6,255.7,,,41.7,29.0,18.0,65.7,63.7,114.6,11.7,50.9,68.2,124.1
Cash from Investing Activities,-96.0,-100.7,-119.4,-100.1,-185.4,-229.7,73.1,-39.7,,,71.6,21.0,-26.3,-43.8,51.0,-44.0,-2.89,-57.5,48.8,-58.9
Cash from Financing Activities,-52.3,-337.0,-336.4,-161.3,-121.4,-144.9,-152.2,-206.0,,,-95.4,-71.3,14.5,-8.12,-124.6,-72.2,-1.17,-2.01,-117.2,-46.5
Net Change in Cash,-0.88,3.80,-5.14,39.3,-25.2,-9.36,5.44,9.96,,,17.9,-21.3,6.15,13.8,-9.85,-1.64,7.67,-8.64,-0.19,18.7
Free Cashflows,45.7,332.5,301.2,265.1,195.2,324.7,26.4,174.8,,,7.94,24.6,11.5,61.2,39.6,70.5,3.52,31.2,55.3,36.2
Free Cashflow per Share,0.088,0.63,0.57,0.50,0.37,0.61,0.050,0.33,,,0.015,0.046,0.022,0.12,0.075,0.13,0.007,0.059,0.10,0.068
