,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit,897.8,502.0,415.8,432.4,918.6,914.3,"1,168","1,156",,,262.0,303.2,263.2,208.4,286.2,345.5,316.1,231.6,193.4,179.7
"Selling/General/Administrative Expenses, Total",581.9,535.4,507.8,544.1,558.7,628.7,659.7,659.6,,,136.6,159.8,162.3,139.6,168.1,163.3,188.5,137.8,144.4,114.7
Operating Income,315.9,-33.3,-92.0,-111.7,359.9,285.6,507.9,496.5,,,125.4,143.4,100.9,68.7,118.0,182.1,127.6,93.8,49.0,64.9
Net Income,229.9,9.79,-198.7,-128.9,182.6,154.6,418.0,362.2,,,94.4,112.0,105.9,26.6,92.3,146.6,96.7,59.6,22.1,34.1
EBITDA,486.5,165.7,127.0,100.5,569.5,474.3,693.5,690.9,,,170.8,189.5,149.1,115.8,166.7,232.5,178.7,143.2,99.9,116.7
Gross Profit Margin,8.5%,4.9%,4.5%,5.6%,11.3%,9.8%,11.8%,11.8%,,,11.3%,12.6%,9.9%,8.8%,12.3%,13.8%,12.2%,9.6%,9.7%,9.4%
Operating Margin,3.0%,-0.3%,-1.0%,-1.4%,4.4%,3.1%,5.1%,5.1%,,,5.4%,6.0%,3.8%,2.9%,5.1%,7.3%,4.9%,3.9%,2.4%,3.4%
Net Profit Margin,2.2%,0.1%,-2.1%,-1.7%,2.3%,1.7%,4.2%,3.7%,,,4.1%,4.7%,4.0%,1.1%,4.0%,5.9%,3.7%,2.5%,1.1%,1.8%
Return on Assets,4.3%,0.2%,-2.9%,-2.1%,3.0%,2.5%,6.4%,5.4%,,,5.1%,6.5%,6.1%,5.0%,5.0%,5.5%,5.5%,6.2%,5.2%,3.5%
Return on Equity,11.8%,0.5%,-10.3%,-7.0%,9.1%,7.0%,16.5%,13.1%,,,4.0%,4.6%,4.2%,1.0%,3.7%,5.5%,3.5%,2.1%,0.8%,1.2%
Return on Total Capital,9.0%,0.4%,-10.2%,-5.0%,5.5%,4.3%,10.9%,8.9%,,,10.0%,11.3%,10.9%,9.2%,8.3%,9.1%,8.9%,9.8%,8.4%,5.1%
SG&A to Sale,5.5%,5.2%,5.5%,7.0%,6.9%,6.7%,6.7%,6.7%,,,5.9%,6.6%,6.1%,5.9%,7.2%,6.5%,7.3%,5.7%,7.2%,6.0%
Depreciation & Amortisation,170.5,199.0,219.0,212.2,209.6,188.7,185.6,194.5,,,45.4,46.1,48.2,47.1,48.7,50.3,51.2,49.4,50.9,51.8
Tax Rate,0.7%,66.7%,5.2%,-22.2%,3.9%,-13.9%,-12.8%,-1.3%,,,-1.4%,-5.0%,-62.7%,24.8%,-14.3%,-0.5%,-1.2%,5.4%,-9.2%,8.8%
Current Ratio,1.00,0.88,0.80,0.98,1.29,1.35,1.41,1.59,,,1.24,1.43,1.41,1.35,1.52,1.60,1.59,1.64,1.52,1.86
Quick Ratio,0.23,0.28,0.27,0.26,0.41,0.46,0.42,0.49,,,0.34,0.33,0.42,0.44,0.49,0.50,0.49,0.64,0.49,0.58
Days Inventory Outstanding,77.7,93.8,98.6,112.4,115.1,95.8,102.1,106.4,,,103.0,116.4,119.3,107.7,104.9,103.4,100.6,90.8,85.5,87.0
Days Sale Outstanding,25.8,44.4,47.0,40.7,50.3,46.5,43.9,41.9,,,38.0,33.7,43.9,46.9,47.9,43.4,41.9,48.7,39.2,36.6
Days Payable Outstanding,14.9,15.1,17.4,19.9,18.7,18.5,19.4,19.1,,,22.6,21.8,20.2,17.4,17.9,18.3,19.9,19.2,17.7,18.3
Cash Conversion Cycle,91.4,112.3,130.5,141.1,143.5,119.0,129.6,129.2,,,122.4,130.2,142.2,136.7,134.9,130.9,123.1,119.1,113.6,108.5
Debt to Asset Ratio,0.67,0.70,0.71,0.69,0.67,0.65,0.63,0.58,,,0.65,0.65,0.63,0.62,0.63,0.60,0.58,0.55,0.55,0.53
Debt to Equity Ratio,1.99,2.33,2.40,2.26,2.06,1.85,1.68,1.37,,,1.84,1.83,1.68,1.61,1.70,1.48,1.37,1.21,1.23,1.12
Interest Coverage Ratio,2.12,,,,2.12,1.91,3.70,3.75,,,3.88,3.90,2.82,2.06,3.38,5.36,4.25,3.30,1.83,2.56
Cash and Short Term Investments,39.3,67.3,107.6,34.5,51.8,66.5,38.6,96.8,,,56.6,67.2,38.6,58.2,50.6,58.4,96.8,29.2,102.9,101.6
"Total Receivables, Net",741.9,"1,254","1,201",865.8,"1,115","1,191","1,189","1,124",,,"1,060",943.0,"1,189","1,251","1,280","1,171","1,124","1,311","1,020",894.8
Total Inventory,"2,444","2,590","2,220","2,294","2,231","2,198","2,682","2,354",,,"2,695","3,020","2,682","2,451","2,549","2,411","2,354","1,950","1,995","1,816"
Total Current Assets,"3,225","3,922","3,529","3,234","3,475","3,493","3,948","3,648",,,"3,868","4,074","3,948","3,817","3,938","3,751","3,648","3,372","3,187","2,871"
"Property/Plant/Equipment, Total - Net","2,580","3,047","2,952","2,711","2,627","2,675","2,660","2,689",,,"2,624","2,641","2,660","2,682","2,674","2,655","2,689","2,682","2,767","2,796"
Total Assets,"5,825","7,055","6,539","5,990","6,175","6,326","6,811","6,542",,,"6,654","6,878","6,811","6,695","6,807","6,604","6,542","6,256","6,154","5,932"
Accounts Payable,358.2,450.4,396.6,400.4,336.5,520.0,408.5,495.8,,,511.6,557.4,408.5,418.9,433.2,446.4,495.8,415.5,401.2,400.1
Accrued Expenses,,,,,114.8,118.4,120.8,126.3,,,126.4,108.3,120.8,59.4,81.5,106.1,126.3,126.7,144.1,80.3
Debt Due,"2,569","3,871","3,902","2,778","2,124","1,834","2,153","1,550",,,"2,358","2,052","2,153","2,204","1,953","1,692","1,550","1,409","1,466",979.8
Total Current Liabilities,"3,212","4,458","4,421","3,302","2,695","2,588","2,809","2,291",,,"3,112","2,851","2,809","2,821","2,596","2,351","2,291","2,051","2,098","1,547"
Long Term Debt,595.7,284.6,22.0,720.0,"1,308","1,346","1,291","1,313",,,"1,022","1,420","1,291","1,136","1,522","1,418","1,313","1,208","1,103","1,398"
Total Liabilities,"3,874","4,938","4,615","4,154","4,157","4,108","4,272","3,777",,,"4,312","4,444","4,272","4,130","4,285","3,936","3,777","3,431","3,389","3,135"
Common Stock,361.8,361.8,361.8,361.8,361.8,361.8,542.7,542.7,,,361.8,361.8,542.7,542.7,542.7,542.7,542.7,542.7,542.7,542.7
Additional Paid-In Capital,552.8,552.8,552.8,552.8,552.8,552.8,552.8,552.8,,,552.8,552.8,552.8,552.8,552.8,552.8,552.8,552.8,552.8,552.8
Retained Earnings (Accumulated Deficit),857.7,874.7,680.8,628.6,811.2,890.6,"1,031","1,257",,,"1,015",925.6,"1,031","1,057","1,014","1,161","1,257","1,317","1,204","1,238"
Shareholders' Equity,"1,951","2,117","1,924","1,835","2,018","2,217","2,539","2,765",,,"2,342","2,433","2,539","2,565","2,522","2,668","2,765","2,825","2,765","2,797"
Cash from Operating Activities,-262.5,-492.2,418.8,386.6,213.9,495.5,-6.73,"1,013",,,-172.3,-21.4,108.4,160.5,100.5,388.2,364.0,219.4,309.1,339.9
Cash from Investing Activities,-316.8,-393.2,-117.9,-26.1,-113.8,-125.6,-193.6,-241.5,,,-33.3,-43.4,-86.5,-56.1,-53.0,-49.0,-83.5,-45.7,-62.8,-133.6
Cash from Financing Activities,583.6,913.3,-260.5,-409.0,-71.2,-355.3,172.4,-713.6,,,217.4,75.4,-50.4,-84.8,-55.1,-331.5,-242.1,-241.2,-171.8,-205.0
Net Change in Cash,4.35,28.0,40.3,-48.4,28.8,14.7,-27.9,58.1,,,11.8,10.6,-28.5,19.6,-7.59,7.72,38.4,-67.6,73.7,-1.39
Free Cashflows,-591.1,-901.7,292.3,242.5,96.2,410.7,-202.8,779.7,,,-210.1,-66.0,21.1,104.6,47.3,345.7,282.1,173.5,240.9,276.5
Free Cashflow per Share,-1.09,-1.66,0.54,0.45,0.18,0.76,-0.37,1.44,,,-0.39,-0.12,0.039,0.19,0.087,0.64,0.52,0.32,0.44,0.51
