,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,24.9%,26.9%,21.4%,17.0%,17.6%,17.3%,15.3%,18.5%,,,14.9%,11.1%,15.6%,16.8%,19.7%,18.4%,19.2%,18.0%,18.7%,18.5%
Net Profit Margin,18.1%,21.7%,18.9%,13.8%,14.2%,15.6%,12.5%,15.3%,,,11.9%,9.3%,13.2%,13.9%,16.0%,15.0%,16.3%,14.5%,15.1%,14.9%
Return on Assets,18.7%,21.3%,18.2%,13.6%,14.8%,15.6%,13.1%,16.5%,,,15.8%,13.9%,13.4%,12.5%,14.3%,16.2%,16.6%,16.1%,16.4%,17.1%
Return on Equity,20.6%,23.0%,19.9%,15.4%,16.4%,17.3%,14.9%,18.2%,,,3.4%,2.8%,4.2%,4.1%,5.1%,4.5%,5.1%,4.3%,5.0%,4.4%
Return on Total Capital,20.6%,23.0%,19.9%,15.4%,16.4%,17.3%,14.9%,18.2%,,,19.1%,15.5%,14.9%,13.7%,17.1%,18.0%,18.2%,17.7%,19.6%,18.9%
SG&A to Sale,16.6%,16.1%,18.0%,19.0%,20.1%,20.0%,22.6%,19.8%,,,18.8%,22.0%,32.6%,17.1%,14.4%,14.9%,30.8%,17.2%,15.5%,14.9%
Depreciation & Amortisation,85.5,88.0,86.9,92.4,111.6,118.7,122.4,117.6,,,30.6,30.9,31.1,29.9,30.2,29.8,27.7,28.6,29.4,29.8
Tax Rate,30.4%,23.4%,20.1%,20.2%,20.4%,19.9%,19.2%,19.3%,,,20.2%,18.8%,17.9%,19.2%,19.1%,19.1%,19.8%,19.5%,19.3%,19.3%
Current Ratio,5.54,6.42,6.63,6.34,5.96,5.61,4.98,5.74,,,4.51,4.13,4.98,5.10,4.27,4.74,5.74,5.38,4.90,5.92
Quick Ratio,3.21,3.12,2.37,2.93,2.92,2.43,1.76,2.12,,,1.29,1.30,1.76,1.42,1.39,1.79,2.12,1.68,1.83,2.27
Days Inventory Outstanding,58.5,64.4,67.5,73.1,73.4,77.9,88.8,94.5,,,98.2,106.5,102.0,95.5,93.1,95.7,96.8,95.4,90.9,88.0
Days Sale Outstanding,36.2,36.0,38.5,37.1,40.2,39.1,41.2,42.1,,,35.4,40.5,41.2,40.7,41.6,41.3,42.1,42.5,40.7,40.7
Days Payable Outstanding,18.0,16.7,15.5,16.2,17.4,18.3,18.9,19.1,,,22.1,23.8,23.0,23.3,25.4,26.1,23.4,22.2,24.2,22.5
Cash Conversion Cycle,78.6,84.4,89.1,93.7,94.2,100.1,108.9,116.6,,,115.3,118.1,122.9,109.8,109.3,109.8,119.6,112.5,109.1,107.3
Debt to Asset Ratio,0.11,0.095,0.091,0.089,0.097,0.100,0.11,0.10,,,0.11,0.12,0.11,0.11,0.12,0.12,0.10,0.12,0.12,0.11
Debt to Equity Ratio,0.13,0.10,0.100,0.098,0.11,0.11,0.12,0.12,,,0.12,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.14,0.12
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,875.3,844.3,762.8,580.0,669.9,607.1,452.8,577.4,,,273.6,311.5,452.8,591.2,332.5,443.3,577.4,750.6,510.9,602.9
"Total Receivables, Net",262.5,260.8,279.4,271.9,304.3,284.4,310.9,329.4,,,257.6,296.6,310.9,306.3,322.9,321.0,329.4,334.8,325.3,327.9
Total Inventory,259.6,272.3,322.1,364.1,328.2,382.5,450.1,463.1,,,489.5,505.7,450.1,448.6,455.0,473.9,463.1,463.5,432.8,441.5
Total Current Assets,"1,431","1,426","1,393","1,272","1,310","1,274","1,214","1,370",,,"1,032","1,126","1,214","1,346","1,110","1,238","1,370","1,549","1,269","1,372"
"Property/Plant/Equipment, Total - Net","1,038","1,127","1,131","1,156","1,136","1,073","1,119","1,051",,,"1,147","1,156","1,119","1,124","1,105","1,081","1,051","1,038","1,022",999.2
Total Assets,"2,616","2,749","2,761","2,632","2,651","2,658","2,610","2,683",,,"2,435","2,543","2,610","2,736","2,482","2,587","2,683","2,842","2,582","2,662"
Accounts Payable,71.0,66.7,70.1,81.9,82.6,84.8,92.0,92.5,,,98.4,123.9,92.0,126.9,119.6,134.2,92.5,123.3,115.6,107.5
Accrued Expenses,52.6,64.8,66.1,59.3,68.1,78.3,96.5,73.7,,,73.5,109.1,96.5,,,,73.7,,,
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,258.3,222.2,210.0,200.7,219.9,227.0,243.7,238.7,,,228.6,272.6,243.7,264.2,259.8,261.4,238.7,288.0,258.9,231.9
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,292.7,260.7,250.3,235.4,257.5,265.1,285.5,280.2,,,269.9,315.5,285.5,308.6,303.1,306.3,280.2,331.3,315.3,290.5
Common Stock,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,,,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0
Additional Paid-In Capital,615.6,615.6,615.6,615.6,615.6,615.6,615.6,615.6,,,615.6,615.6,615.6,615.6,615.6,615.6,615.6,615.6,615.6,615.6
Retained Earnings (Accumulated Deficit),"1,347","1,513","1,534","1,421","1,417","1,418","1,349","1,428",,,"1,189","1,252","1,349","1,451","1,203","1,305","1,428","1,535","1,291","1,396"
Shareholders' Equity,"2,323","2,489","2,511","2,397","2,394","2,393","2,325","2,403",,,"2,165","2,228","2,325","2,427","2,179","2,280","2,403","2,511","2,267","2,371"
Cash from Operating Activities,571.1,589.2,474.3,380.0,573.3,464.6,388.7,516.0,,,41.9,69.0,163.5,155.3,111.1,116.9,132.6,183.6,156.8,100.5
Cash from Investing Activities,-227.0,-46.4,136.8,-173.8,-108.2,-44.0,20.9,-91.5,,,37.6,-51.1,-82.3,33.0,20.1,-116.1,-28.6,19.6,-40.1,-58.5
Cash from Financing Activities,-378.0,-439.2,-478.8,-486.0,-396.0,-414.0,-414.0,-360.0,,,-414.0,0.00,0.00,,-360.0,0.00,0.00,,-356.4,0.00
Net Change in Cash,-34.0,103.6,132.3,-279.9,69.0,6.60,-4.41,64.5,,,-334.5,17.9,81.3,188.3,-228.7,0.83,104.0,203.2,-239.7,42.0
Free Cashflows,471.7,403.0,387.8,260.8,474.9,349.8,258.3,466.3,,,-3.66,41.5,141.0,137.8,98.9,110.8,118.9,172.8,145.8,91.4
Free Cashflow per Share,1.31,1.12,1.08,0.72,1.32,0.97,0.72,1.30,,,-0.010,0.12,0.39,0.38,0.27,0.31,0.33,0.48,0.40,0.25
