,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,54.2%,54.0%,41.5%,29.8%,31.5%,34.3%,30.7%,26.4%,,,34.5%,31.0%,19.4%,33.5%,32.9%,22.5%,16.5%,29.0%,18.9%,26.9%
Net Profit Margin,40.1%,43.2%,37.1%,27.4%,28.5%,31.0%,27.9%,24.5%,,,30.8%,27.7%,19.1%,29.0%,28.3%,22.5%,17.1%,26.2%,15.0%,22.1%
Return on Assets,4.4%,5.0%,4.2%,3.3%,3.6%,3.7%,3.2%,2.6%,,,3.7%,3.4%,3.1%,3.0%,2.9%,2.6%,2.6%,2.5%,2.1%,2.2%
Return on Equity,10.3%,10.5%,8.1%,5.9%,6.6%,7.2%,6.4%,5.4%,,,1.9%,1.6%,1.1%,1.7%,1.7%,1.2%,0.9%,1.5%,0.8%,1.3%
Return on Total Capital,5.4%,5.6%,4.8%,4.1%,4.7%,4.3%,3.5%,4.9%,,,3.9%,3.6%,3.5%,3.4%,4.3%,3.7%,4.9%,4.6%,2.8%,3.0%
SG&A to Sale,56.8%,56.7%,64.5%,67.4%,67.7%,63.8%,64.2%,66.4%,,,62.9%,65.2%,67.1%,66.3%,66.1%,64.1%,69.4%,70.7%,74.9%,77.2%
Depreciation & Amortisation,6.72,6.58,6.73,5.17,5.22,4.98,5.00,4.98,,,1.19,1.17,1.46,1.28,1.27,1.24,1.19,1.16,1.16,1.16
Tax Rate,30.7%,23.3%,20.3%,21.2%,20.0%,20.2%,21.3%,22.2%,,,21.2%,22.1%,20.8%,22.5%,24.0%,21.9%,18.2%,19.5%,32.5%,21.6%
Current Ratio,4.99,9.98,8.61,4.43,3.73,4.48,9.51,2.01,,,20.8,21.7,9.51,8.68,2.82,3.20,2.01,2.04,4.07,3.47
Quick Ratio,4.86,9.67,8.32,4.26,3.51,4.15,8.81,1.86,,,20.1,21.2,8.81,8.53,2.75,2.97,1.86,1.86,3.81,3.25
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,"3,019","2,811","2,668","2,417","2,335","2,588","2,432","2,505",,,"2,569","2,601","2,429","2,589","2,644","2,528","2,503","2,476","2,522","2,579"
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,13.0,24.1,21.6,19.6,20.8,51.4,53.7,33.8,,,26.5,29.6,32.2,33.7,37.0,35.6,34.9,37.8,42.3,46.8
Debt to Asset Ratio,0.58,0.52,0.48,0.45,0.47,0.53,0.51,0.52,,,0.52,0.52,0.51,0.51,0.53,0.53,0.52,0.51,0.49,0.49
Debt to Equity Ratio,1.40,1.09,0.92,0.83,0.88,1.11,1.06,1.08,,,1.09,1.07,1.06,1.06,1.14,1.13,1.08,1.04,0.97,0.96
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,24.2,25.9,31.0,30.8,126.9,181.0,43.0,35.8,,,75.4,47.1,43.0,35.6,34.0,36.8,35.8,87.0,60.6,46.6
"Total Receivables, Net","2,535","2,490","2,485","2,456","2,608","3,066","3,100","3,225",,,"3,223","3,261","3,100","3,361","3,424","3,277","3,225","3,165","3,162","3,178"
Total Inventory,,4.57,2.28,3.43,4.64,2.33,1.71,5.07,,,,3.90,1.71,2.36,1.67,5.07,5.07,5.07,3.41,2.56
Total Current Assets,"2,604","2,570","2,572","2,559","2,771","3,308","3,349","3,476",,,"3,324","3,342","3,349","3,421","3,503","3,539","3,476","3,465","3,374","3,386"
"Property/Plant/Equipment, Total - Net",60.9,59.7,57.2,101.0,102.3,103.5,109.0,104.5,,,102.0,101.1,109.0,107.8,106.7,105.6,104.5,104.2,103.2,102.3
Total Assets,"2,676","2,658","2,655","2,690","2,948","3,493","3,599","3,730",,,"3,560","3,582","3,599","3,671","3,753","3,792","3,730","3,721","3,628","3,639"
Accounts Payable,33.0,36.8,27.9,29.1,22.6,44.8,45.9,39.9,,,40.8,59.4,45.9,,,,39.9,,,
Accrued Expenses,50.9,59.8,47.9,47.7,46.0,51.1,65.0,59.5,,,58.9,63.8,65.0,8.46,8.42,10.0,59.5,6.30,5.36,5.10
Debt Due,407.8,139.4,201.2,482.1,645.5,605.4,210.0,"1,599",,,25.9,6.04,210.0,238.0,"1,074",963.1,"1,599","1,565",712.2,873.1
Total Current Liabilities,521.7,257.4,298.5,577.1,742.0,738.8,352.1,"1,731",,,160.2,153.7,352.1,393.9,"1,243","1,105","1,731","1,697",829.7,977.1
Long Term Debt,"1,029","1,118",961.9,635.0,629.1,"1,090","1,481",189.6,,,"1,682","1,681","1,481","1,480",736.2,893.2,189.6,186.7,946.4,785.3
Total Liabilities,"1,560","1,387","1,271","1,222","1,382","1,840","1,850","1,937",,,"1,857","1,851","1,850","1,890","1,996","2,014","1,937","1,901","1,791","1,778"
Common Stock,400.0,400.0,400.0,440.0,484.0,484.0,532.4,532.4,,,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4,532.4
Additional Paid-In Capital,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,,,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2
Retained Earnings (Accumulated Deficit),551.2,706.6,819.0,862.8,916.8,"1,004","1,052","1,095",,,"1,006","1,034","1,052","1,083","1,059","1,080","1,095","1,122","1,140","1,163"
Shareholders' Equity,"1,116","1,272","1,384","1,468","1,566","1,653","1,750","1,793",,,"1,703","1,732","1,750","1,780","1,756","1,777","1,793","1,820","1,838","1,861"
Cash from Operating Activities,102.4,201.2,100.0,58.6,21.1,-217.1,-102.2,-78.0,,,-53.1,-15.4,-36.9,-64.8,-39.0,-43.5,69.3,76.6,93.0,20.9
Cash from Investing Activities,-18.1,-24.8,-0.42,-8.03,-168.6,-112.6,60.5,29.6,,,284.6,-161.9,30.3,31.1,-0.005,1.37,-2.89,12.2,-33.4,-33.1
Cash from Financing Activities,-84.2,-174.7,-94.6,-50.7,153.0,389.7,-11.5,41.2,,,-11.0,-21.4,2.46,26.3,37.4,44.9,-67.4,-37.6,-86.0,-1.89
Net Change in Cash,0.19,1.75,5.06,-0.17,5.43,59.9,-53.3,-7.18,,,220.6,-198.6,-4.13,-7.39,-1.56,2.76,-0.98,51.2,-26.4,-14.0
Free Cashflows,82.2,195.8,95.4,9.61,14.5,-223.3,-113.3,-78.5,,,-53.2,-15.6,-46.8,-64.9,-39.1,-43.6,69.2,75.3,92.7,20.7
Free Cashflow per Share,0.077,0.18,0.090,0.009,0.014,-0.21,-0.11,-0.074,,,-0.050,-0.015,-0.044,-0.061,-0.037,-0.041,0.065,0.071,0.087,0.019
