,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,-58.6,9.24,153.2,182.0,-211.5,72.9,37.4,-78.7,,,13.7,1.19,-3.05,-16.8,-37.2,-32.4,7.74,12.8,-41.8,-15.8
Gross Profit Margin,13.9%,16.5%,18.6%,10.8%,-1.0%,9.9%,8.5%,1.7%,,,8.7%,7.4%,6.9%,2.4%,-1.2%,0.1%,5.0%,6.8%,0.6%,2.6%
Operating Margin,-10.6%,-0.1%,8.7%,4.1%,-13.0%,1.5%,-1.3%,-8.0%,,,-0.2%,-3.5%,-4.3%,-7.9%,-12.7%,-10.7%,-2.2%,-1.4%,-15.9%,-8.2%
Net Profit Margin,-29.4%,18.0%,16.7%,5.7%,6.0%,5.3%,-6.0%,-7.7%,,,-4.6%,-8.5%,-10.5%,-9.2%,-5.1%,-11.3%,-5.4%,-3.6%,-14.1%,-11.2%
Return on Assets,-24.0%,14.1%,9.6%,3.7%,2.2%,1.5%,-1.8%,-2.3%,,,-0.3%,-0.9%,-1.7%,-2.3%,-2.3%,-2.5%,-2.2%,-2.0%,-2.7%,-2.8%
Return on Equity,-36.6%,17.2%,7.0%,3.8%,2.6%,1.7%,-2.2%,-3.2%,,,-0.3%,-0.7%,-1.0%,-0.8%,-0.5%,-1.2%,-0.7%,-0.5%,-1.5%,-1.5%
Return on Total Capital,-36.3%,17.2%,7.0%,3.8%,2.5%,1.7%,-2.1%,-2.8%,,,-0.4%,-1.0%,-2.1%,-2.7%,-2.9%,-3.1%,-2.8%,-2.6%,-3.5%,-3.7%
SG&A to Sale,24.5%,18.5%,12.5%,7.9%,14.3%,9.9%,11.2%,11.2%,,,10.9%,12.2%,12.1%,11.5%,12.8%,12.3%,8.8%,9.4%,18.5%,12.2%
Depreciation & Amortisation,39.6,10.5,19.0,48.5,45.4,49.2,61.1,77.2,,,14.5,15.9,16.6,17.5,18.3,20.9,20.5,22.3,26.8,28.0
Tax Rate,-1.7%,0.0%,-4.1%,23.7%,3.2%,-1.8%,12.2%,-6.2%,,,13.6%,17.0%,7.8%,-0.2%,-1.0%,-2.9%,-28.0%,3.0%,2.7%,0.8%
Current Ratio,2.19,3.87,5.71,2.78,2.10,1.35,0.93,0.96,,,1.47,1.43,0.93,1.09,0.91,0.79,0.96,0.92,0.81,0.75
Quick Ratio,0.49,1.47,3.56,1.15,1.14,0.74,0.42,0.41,,,0.63,0.61,0.42,0.45,0.35,0.27,0.41,0.40,0.30,0.31
Days Inventory Outstanding,49.5,56.6,56.9,54.5,80.5,83.9,97.9,102.9,,,101.0,108.9,113.2,118.3,122.0,122.4,117.2,100.0,97.8,92.9
Days Sale Outstanding,67.4,117.3,151.7,52.2,64.6,118.6,91.5,93.2,,,99.1,93.7,91.5,93.8,89.0,76.0,93.2,87.5,66.5,69.9
Days Payable Outstanding,39.2,46.9,60.2,40.5,46.3,62.5,71.3,71.7,,,80.3,73.4,74.6,76.1,79.3,76.4,76.3,71.7,63.5,53.1
Cash Conversion Cycle,97.3,100.1,75.5,74.9,123.8,103.4,125.5,107.8,,,137.4,129.8,133.9,133.2,127.9,129.1,116.4,117.7,116.1,112.5
Debt to Asset Ratio,0.33,0.19,0.13,0.15,0.097,0.17,0.22,0.31,,,0.20,0.21,0.22,0.25,0.28,0.29,0.31,0.32,0.34,0.34
Debt to Equity Ratio,0.50,0.23,0.15,0.17,0.11,0.21,0.28,0.45,,,0.26,0.27,0.28,0.33,0.40,0.41,0.45,0.48,0.51,0.52
Interest Coverage Ratio,,,277.9,131.3,,1.40,,,,,,,,,,,,,,
Cash and Short Term Investments,122.4,308.5,"1,611",847.6,175.8,108.5,29.8,38.4,,,123.4,46.5,29.8,29.3,27.2,15.9,38.4,33.8,26.5,2.23
"Total Receivables, Net",171.0,283.7,642.4,465.8,351.1,515.4,441.9,497.2,,,469.7,447.8,441.9,435.4,429.0,381.4,497.2,520.6,395.0,421.7
Total Inventory,91.3,137.5,254.9,613.8,269.0,387.6,477.2,602.1,,,472.7,523.3,477.2,552.3,577.4,627.4,602.1,550.7,570.3,503.9
Total Current Assets,759.8,745.5,"2,577","1,980",815.8,"1,032",989.5,"1,176",,,"1,096","1,049",989.5,"1,060","1,130","1,103","1,176","1,182","1,066","1,009"
"Property/Plant/Equipment, Total - Net",74.2,33.2,"1,040","1,770","1,797","2,057","2,502","2,708",,,"2,291","2,378","2,502","2,639","2,807","2,897","2,708","2,943","2,968","2,948"
Total Assets,"1,123","1,139","4,261","5,793","5,120","5,820","6,229","6,724",,,"6,130","6,176","6,229","6,339","6,459","6,775","6,724","6,529","6,242","6,144"
Accounts Payable,87.5,102.2,312.8,332.5,174.9,314.1,315.9,435.8,,,328.0,343.3,315.9,346.2,387.8,364.2,435.8,390.9,336.7,278.0
Accrued Expenses,57.5,59.6,75.0,85.9,32.7,79.4,80.5,122.6,,,76.0,77.6,80.5,92.5,97.5,106.8,122.6,134.9,160.8,161.5
Debt Due,2.32,2.14,2.02,168.9,78.8,197.3,473.9,486.5,,,100.9,124.3,473.9,398.9,575.0,740.7,486.5,601.4,653.3,767.9
Total Current Liabilities,346.2,192.6,450.9,712.5,387.6,765.6,"1,060","1,225",,,744.7,735.0,"1,060",968.7,"1,239","1,390","1,225","1,288","1,320","1,352"
Long Term Debt,4.65,2.53,0.51,,82.2,206.6,277.8,816.3,,,470.7,543.7,277.8,563.2,554.7,509.6,816.3,786.5,726.8,683.9
Total Liabilities,370.3,212.9,569.1,843.1,498.3,999.4,"1,365","2,078",,,"1,249","1,313","1,365","1,562","1,827","1,944","2,078","2,113","2,094","2,086"
Common Stock,"15,314","15,314","112,433","4,728","4,728","4,728","4,588","4,588",,,"4,588","4,588","4,588","4,588","4,588","4,588","4,588","4,588","4,588","4,588"
Additional Paid-In Capital,31.7,31.7,31.7,71.1,71.1,71.1,120.3,120.3,,,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3
Retained Earnings (Accumulated Deficit),-528.5,-368.4,-109.8,75.9,134.1,218.1,116.0,-32.5,,,197.3,161.0,116.0,75.8,53.7,-2.69,-32.5,-56.4,-118.1,-176.7
Shareholders' Equity,744.2,925.8,"3,692","4,950","4,622","4,821","4,829","4,614",,,"4,881","4,862","4,829","4,742","4,599","4,797","4,614","4,384","4,120","4,033"
Cash from Operating Activities,5.40,-29.8,-132.7,90.6,-29.5,-69.8,41.5,-175.3,,,65.2,-126.9,93.0,-85.2,-30.9,-94.9,35.7,-57.5,29.8,-65.3
Cash from Investing Activities,-507.8,105.9,"-1,605","-1,404",-320.1,-69.8,-361.8,-294.4,,,-86.0,-136.9,-102.7,-125.8,-65.6,-36.9,-66.0,-32.3,33.1,-30.7
Cash from Financing Activities,360.4,-2.31,"2,290","1,163",-61.5,112.5,291.5,478.4,,,73.8,186.9,-7.00,210.5,94.4,120.5,52.9,85.2,-70.3,71.7
Net Change in Cash,-142.0,73.8,552.8,-150.5,-411.2,-27.1,-28.8,8.67,,,53.1,-77.0,-16.7,-0.48,-2.13,-11.3,22.6,-4.62,-7.31,-24.3
Free Cashflows,-7.50,-38.7,-635.5,-687.8,-676.0,-267.9,-403.8,-541.8,,,-29.4,-256.1,-46.0,-227.1,-99.4,-185.3,-30.0,-89.8,39.3,-96.0
Free Cashflow per Share,-0.015,-0.076,-0.17,-0.12,-0.12,-0.050,-0.075,-0.10,,,-0.005,-0.047,-0.009,-0.042,-0.018,-0.034,-0.006,-0.017,0.007,-0.018
