,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net","4,377","4,502","3,444","2,566","2,816","3,397","3,694","3,915","4,484",,"3,015","3,694","3,815","4,107","3,419","3,915","4,105","4,217","3,527","4,484"
Total Inventory,313.2,251.8,206.5,195.4,237.9,261.1,277.4,331.4,334.7,,287.9,277.4,300.6,319.9,295.0,331.4,316.2,304.1,351.9,334.7
Total Current Assets,"31,954","37,129","43,532","46,440","51,925","64,158","71,655","77,068","80,787",,"66,609","71,655","73,061","67,425","69,729","77,068","78,979","71,513","75,267","80,787"
"Property/Plant/Equipment, Total - Net","90,014","88,662","91,406","94,282","95,253","91,692","93,625","96,334","104,069",,"91,861","93,625","93,063","94,123","94,432","96,334","95,178","95,429","96,568","104,069"
Total Assets,"150,599","149,049","153,061","153,789","159,624","172,216","178,410","187,709","198,382",,"172,209","178,410","180,253","175,491","178,936","187,709","188,409","181,144","185,835","198,382"
Accounts Payable,"1,042","1,259","1,256","1,444","1,150","1,370","1,955","1,720","1,509",,983.4,"1,955",945.6,935.8,787.4,"1,720",770.0,871.0,676.2,"1,509"
Accrued Expenses,"7,595","8,197","9,689","8,781","6,779","9,566","8,883","10,585","12,163",,,"8,883",,,,"10,585",,,,"12,163"
Debt Due,"5,518","5,445","4,460","3,971","4,228","4,797","4,282","4,223","3,181",,"4,334","4,282","4,115","4,381","4,487","4,223","4,057","3,805","3,729","3,181"
Total Current Liabilities,"16,567","17,418","19,452","17,965","15,854","19,693","20,728","23,203","26,182",,"16,763","20,728","16,875","18,795","18,181","23,203","18,004","19,274","18,549","26,182"
Long Term Debt,"58,039","51,407","39,210","33,930","30,598","27,853","21,709","15,962","12,419",,"23,362","21,709","21,202","19,791","17,466","15,962","15,395","13,978","13,381","12,419"
Total Liabilities,"78,322","71,254","61,321","56,541","50,812","51,902","46,721","43,439","43,843",,"44,491","46,721","42,365","42,871","39,987","43,439","37,731","37,643","36,386","43,843"
Common Stock,"14,286","14,286","14,286","14,286","14,286","14,286","14,286","14,286","14,286",,"14,286","14,286","14,286","14,286","14,286","14,286","14,286","14,286","14,286","14,286"
Additional Paid-In Capital,"12,568","12,568","12,568","12,568","12,568","12,568","12,568","12,568","12,568",,"12,568","12,568","12,568","12,568","12,568","12,568","12,568","12,568","12,568","12,568"
Retained Earnings (Accumulated Deficit),"45,113","50,470","64,246","69,451","81,124","92,288","103,324","116,209","126,237",,"99,426","103,324","109,543","104,528","110,962","116,209","122,585","115,233","121,116","126,237"
Shareholders' Equity,"72,132","77,643","91,579","97,044","108,588","120,058","131,376","143,903","153,899",,"127,422","131,376","137,558","132,272","138,592","143,903","150,247","142,952","148,835","153,899"
Cash from Operating Activities,"16,742","16,086","20,584","18,941","24,906","30,326","27,102","33,818","32,916",,"6,278","7,995","5,138","9,664","8,119","10,897","3,977","10,149","7,612","11,179"
Cash from Investing Activities,"-7,419","-9,653","-8,791","-5,932","-16,079","-14,722","-8,423","-15,608","-11,578",,"-7,138",-915.3,"-7,351","4,014","-7,095","-5,176","-4,143","4,627","-5,110","-6,951"
Cash from Financing Activities,"-7,662","-7,959","-8,833","-12,584","-12,778","-12,803","-15,247","-18,926","-20,008",,-849.4,"-1,846",-620.1,"-14,119","-2,445","-1,742",-942.8,"-16,682",-715.4,"-1,668"
Net Change in Cash,"1,661","-1,526","2,960",424.6,"-3,951","2,800","3,431",-715.7,"1,330",,"-1,709","5,234","-2,832",-440.9,"-1,422","3,979","-1,109","-1,906","1,786","2,559"
Free Cashflows,"13,374","10,720","18,204","11,332","18,555","25,489","21,956","24,068","23,180",,"4,568","6,674","1,553","8,209","5,446","8,860","2,283","9,146","5,248","6,503"
Free Cashflow per Share,0.94,0.75,1.27,0.79,1.30,1.78,1.54,1.68,1.62,,0.32,0.47,0.11,0.57,0.38,0.62,0.16,0.64,0.37,0.46
