,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Property/Plant/Equipment, Total - Net",178.3,166.6,164.5,145.5,138.0,123.7,117.8,106.7,,,111.8,120.5,117.8,115.3,111.5,110.0,106.7,104.7,102.6,87.1
Total Assets,"3,311","3,700","4,438","5,213","5,014","5,097","4,765","4,250",,,"4,966","4,866","4,765","4,713","4,565","4,479","4,250","4,149","4,097","4,061"
Accounts Payable,121.0,156.5,172.2,233.7,157.4,155.0,133.5,80.5,,,47.5,59.7,133.5,47.0,39.8,28.2,80.5,24.7,29.0,34.2
Accrued Expenses,28.9,55.2,53.5,71.7,60.8,18.9,38.9,37.0,,,34.0,29.9,38.9,45.5,46.0,26.2,37.0,17.3,11.3,11.5
Debt Due,165.9,389.1,679.0,"1,004","1,523","1,583","1,006","1,133",,,928.6,978.2,"1,006","1,173","1,155","1,085","1,133","1,038",909.9,832.0
Total Current Liabilities,543.0,710.0,"1,045","1,516","1,893","1,896","1,310","1,382",,,"1,218","1,263","1,310","1,479","1,449","1,430","1,382","1,291","1,142","1,062"
Long Term Debt,403.6,597.8,968.7,"1,207",567.5,648.5,879.6,162.3,,,"1,186","1,028",879.6,649.6,510.7,430.3,162.3,117.1,259.1,283.2
Total Liabilities,"1,092","1,467","2,142","2,843","2,563","2,632","2,276","1,664",,,"2,495","2,383","2,276","2,217","2,050","1,953","1,664","1,531","1,526","1,473"
Common Stock,"1,186","1,186","1,186","1,186","1,186","1,245","1,245","1,245",,,"1,245","1,245","1,245","1,245","1,245","1,245","1,245","1,245","1,245","1,245"
Additional Paid-In Capital,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,,,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5,577.5
Retained Earnings (Accumulated Deficit),455.0,469.4,533.2,607.0,688.0,642.5,666.5,762.8,,,649.1,660.3,666.5,673.3,692.9,703.6,762.8,795.6,748.7,763.2
Shareholders' Equity,"2,219","2,233","2,297","2,370","2,452","2,465","2,489","2,586",,,"2,472","2,483","2,489","2,496","2,516","2,526","2,586","2,618","2,572","2,586"
Cash from Operating Activities,320.3,-312.1,-521.2,-385.1,344.4,-37.4,477.2,723.8,,,88.5,145.1,139.9,130.7,148.8,184.0,260.3,206.6,-5.27,117.9
Cash from Investing Activities,-9.65,-12.0,-21.9,-41.3,-16.8,-8.11,-8.65,-4.52,,,-1.34,-3.21,-1.97,-0.78,-1.14,-0.56,-2.04,-2.37,-4.54,7.13
Cash from Financing Activities,-262.7,290.7,528.5,407.7,-309.9,29.0,-459.9,-711.8,,,-76.5,-138.6,-153.7,-91.1,-184.2,-189.3,-247.2,-161.6,-44.9,-70.4
Net Change in Cash,48.0,-33.4,-14.5,-18.6,17.7,-16.5,8.71,7.50,,,10.7,3.30,-15.8,38.9,-36.5,-5.85,11.0,42.6,-54.7,54.6
Free Cashflows,307.6,-323.5,-535.5,-390.2,338.0,-48.6,471.5,719.4,,,87.2,142.0,139.1,129.9,147.7,183.4,258.4,205.9,-5.90,117.2
Free Cashflow per Share,0.25,-0.26,-0.43,-0.31,0.27,-0.039,0.38,0.58,,,0.070,0.11,0.11,0.10,0.12,0.15,0.21,0.17,-0.005,0.094
