,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Cost of Revenue, Total",241.0,230.4,284.7,383.1,450.3,661.0,739.3,"1,103",,,185.2,182.1,183.4,243.8,249.2,237.3,372.8,355.6,380.7,322.2
Gross Profit,60.7,71.0,94.2,109.1,159.6,196.5,249.1,363.0,,,27.6,68.9,85.0,79.0,88.2,105.6,90.2,103.2,145.2,156.9
"Selling/General/Administrative Expenses, Total",151.4,104.5,103.1,112.1,120.3,229.6,331.5,321.4,,,114.4,72.3,89.5,66.6,87.3,80.7,87.0,78.6,102.7,117.7
Operating Income,-90.7,-33.5,-8.89,-2.99,39.3,-33.1,-82.4,41.5,,,-86.7,-3.43,-4.53,12.4,0.93,24.9,3.23,24.6,42.4,39.2
Net Income,-83.7,-1.25,3.06,-7.41,39.1,84.4,374.8,172.9,,,209.6,37.4,74.8,56.1,47.1,13.1,56.5,33.5,33.7,17.9
EBITDA,-77.0,-15.4,28.5,57.2,141.6,135.0,62.6,215.6,,,-31.6,25.6,6.08,69.3,56.6,82.4,52.2,72.3,90.9,83.6
Gross Profit Margin,20.1%,23.6%,24.9%,22.2%,26.2%,22.9%,25.2%,24.8%,,,13.0%,27.5%,31.7%,24.5%,26.1%,30.8%,19.5%,22.5%,27.6%,32.7%
Operating Margin,-30.1%,-11.1%,-2.3%,-0.6%,6.4%,-3.9%,-8.3%,2.8%,,,-40.7%,-1.4%,-1.7%,3.9%,0.3%,7.3%,0.7%,5.4%,8.1%,8.2%
Net Profit Margin,-27.7%,-0.4%,0.8%,-1.5%,6.4%,9.8%,37.9%,11.8%,,,98.4%,14.9%,27.9%,17.4%,14.0%,3.8%,12.2%,7.3%,6.4%,3.7%
Return on Assets,-12.3%,-0.2%,0.4%,-0.8%,3.5%,4.5%,11.0%,3.7%,,,11.0%,8.8%,9.4%,8.9%,5.0%,4.2%,3.5%,2.8%,2.4%,2.3%
Return on Equity,-17.1%,-0.3%,0.6%,-1.6%,7.8%,6.2%,19.8%,9.5%,,,12.6%,2.1%,4.0%,3.0%,2.6%,0.7%,3.1%,1.8%,1.9%,1.0%
Return on Total Capital,-17.1%,-0.3%,0.6%,-1.3%,6.0%,4.9%,12.1%,5.1%,,,13.6%,11.1%,12.1%,11.9%,6.9%,5.9%,5.1%,4.1%,3.6%,3.6%
SG&A to Sale,50.2%,34.7%,27.2%,22.8%,19.7%,26.8%,33.5%,21.9%,,,53.7%,28.8%,33.3%,20.6%,25.9%,23.5%,18.8%,17.1%,19.5%,24.6%
Depreciation & Amortisation,13.7,18.1,37.4,60.2,102.3,168.1,145.0,174.1,,,55.2,29.1,10.6,56.8,55.7,57.5,48.9,47.7,48.4,44.4
Tax Rate,-22.1%,58.8%,10.7%,-829.3%,15.2%,15.9%,15.1%,22.1%,,,22.2%,3.4%,-6.3%,30.5%,8.6%,27.1%,20.7%,12.0%,19.0%,0.2%
Current Ratio,3.42,2.58,0.44,0.28,0.27,0.77,1.00,0.49,,,1.28,1.43,1.00,0.83,0.59,0.55,0.49,0.49,0.48,0.47
Quick Ratio,2.37,2.15,0.35,0.19,0.22,0.49,0.90,0.40,,,1.11,1.28,0.90,0.71,0.50,0.44,0.40,0.40,0.37,0.37
Days Inventory Outstanding,5.83,8.96,9.60,6.10,2.36,0.47,0.042,0.006,,,0.16,0.12,0.019,0.014,0.018,0.012,0.004,0.74,1.41,1.94
Days Sale Outstanding,95.1,110.0,94.0,63.1,67.1,88.6,112.3,145.2,,,76.4,91.6,112.3,111.0,115.8,118.2,145.2,139.6,145.5,137.9
Days Payable Outstanding,141.5,150.6,105.2,69.3,52.8,35.5,39.6,52.0,,,36.7,39.0,43.0,44.4,55.0,61.8,62.5,80.0,75.2,56.3
Cash Conversion Cycle,-25.6,-32.4,6.43,5.05,14.2,29.8,50.1,36.3,,,40.9,42.2,55.5,60.8,41.4,51.5,49.7,44.4,69.8,88.8
Debt to Asset Ratio,0.23,0.22,0.42,0.56,0.58,0.48,0.55,0.65,,,0.49,0.53,0.55,0.56,0.59,0.61,0.65,0.67,0.70,0.70
Debt to Equity Ratio,0.30,0.28,0.73,1.28,1.36,0.91,1.22,1.86,,,0.98,1.15,1.22,1.29,1.43,1.59,1.86,1.99,2.29,2.38
Interest Coverage Ratio,,,,,1.67,,,0.81,,,,,,1.24,0.078,1.91,0.20,1.34,2.07,1.57
Cash and Short Term Investments,380.0,234.5,19.5,28.0,11.2,429.7,627.2,165.6,,,743.1,938.4,627.2,475.2,220.2,216.8,165.6,119.5,124.6,103.3
"Total Receivables, Net",78.6,90.8,97.6,85.1,112.1,208.2,304.1,583.2,,,192.9,237.8,304.1,320.9,374.2,411.8,583.2,612.5,713.8,727.7
Total Inventory,4.87,6.45,8.53,4.27,1.56,0.15,0.022,0.013,,,0.45,0.054,0.022,0.037,0.050,0.010,0.013,4.91,5.49,9.72
Total Current Assets,485.2,335.5,132.5,129.6,141.9,668.5,989.1,865.3,,,971.1,"1,214",989.1,853.1,677.3,744.7,865.3,848.9,987.0,982.1
"Property/Plant/Equipment, Total - Net",67.6,146.8,472.1,659.3,750.1,"1,612","2,869","3,803",,,"2,056","2,283","2,869","3,073","3,263","3,454","3,803","4,050","4,261","4,452"
Total Assets,636.4,627.1,834.6,"1,056","1,184","2,589","4,207","5,205",,,"3,292","3,774","4,207","4,310","4,374","4,705","5,205","5,524","5,936","6,156"
Accounts Payable,99.3,90.9,73.3,72.2,58.2,70.4,90.2,224.3,,,76.2,84.0,90.2,103.1,155.7,153.6,224.3,308.0,246.4,194.9
Accrued Expenses,1.76,8.01,51.0,47.4,43.4,74.1,160.5,160.7,,,85.1,118.9,160.5,108.7,122.0,122.9,160.7,54.4,114.7,123.7
Debt Due,0.00,0.00,133.4,315.6,380.7,582.2,484.8,"1,208",,,462.2,466.6,484.8,600.9,686.9,882.2,"1,208","1,181","1,566","1,681"
Total Current Liabilities,141.7,129.8,301.9,466.2,528.0,865.8,989.8,"1,754",,,761.0,849.5,989.8,"1,025","1,145","1,366","1,754","1,726","2,067","2,107"
Long Term Debt,,,44.6,120.0,146.5,352.5,"1,205","1,544",,,765.7,"1,060","1,205","1,291","1,339","1,430","1,544","1,864","1,970","2,131"
Total Liabilities,146.3,135.8,352.2,592.3,682.2,"1,236","2,311","3,382",,,"1,627","2,017","2,311","2,424","2,567","2,884","3,382","3,678","4,133","4,336"
Common Stock,250.0,250.0,250.0,250.0,250.0,500.0,500.0,500.0,,,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Additional Paid-In Capital,272.1,272.1,272.1,272.1,272.1,770.2,770.2,770.2,,,770.2,770.2,770.2,770.2,770.2,770.2,770.2,770.2,770.2,770.2
Retained Earnings (Accumulated Deficit),-31.6,-32.2,-29.2,-36.0,3.03,83.8,420.9,530.0,,,306.9,344.4,420.9,476.9,461.1,474.3,530.0,563.5,530.9,548.8
Shareholders' Equity,490.1,491.3,482.5,463.3,501.8,"1,353","1,891","1,821",,,"1,665","1,752","1,891","1,881","1,800","1,809","1,821","1,844","1,801","1,819"
Cash from Operating Activities,-11.7,-66.8,49.9,59.1,88.8,116.7,65.6,106.2,,,4.32,-3.12,-6.45,74.7,-35.3,-18.7,85.4,5.92,-67.8,-34.2
Cash from Investing Activities,-3.89,-9.62,-187.0,-207.9,-62.5,-631.6,129.0,-460.2,,,267.4,-86.9,152.9,-61.1,-4.76,-152.3,-242.1,-105.0,-156.1,-139.3
Cash from Financing Activities,-7.50,,103.0,161.0,-42.4,720.5,-364.2,355.0,,,-242.8,84.2,-188.1,7.90,1.21,176.7,169.2,88.9,254.9,149.8
Net Change in Cash,-23.0,-76.4,-34.0,12.1,-16.1,205.6,-169.6,0.96,,,28.9,-5.77,-41.7,21.5,-38.8,5.72,12.6,-10.2,30.9,-23.7
Free Cashflows,-24.9,-146.6,-231.1,-110.3,35.5,116.7,65.6,106.2,,,186.6,17.0,7.75,74.7,-374.1,-141.5,547.1,5.92,-67.8,-334.1
Free Cashflow per Share,-0.100,-0.59,-0.92,-0.44,0.14,0.23,0.13,0.21,,,0.37,0.034,0.016,0.15,-0.75,-0.28,1.09,0.012,-0.14,-0.67
