,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Accrued Expenses,4.47,5.00,4.44,5.42,7.07,9.90,13.5,13.9,,,28.0,31.0,13.5,26.5,29.0,33.3,13.9,35.5,47.0,40.7
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,,,0.00,0.00,0.00,0.00,4.18,0.79,0.89,0.00,0.00,0.00
Total Current Liabilities,134.8,120.3,141.3,136.4,160.5,155.4,148.5,155.3,,,221.5,198.9,148.5,239.3,207.2,198.9,155.3,191.8,171.1,181.7
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,184.4,180.9,206.4,200.4,214.4,208.4,190.8,198.0,,,278.8,257.6,190.8,283.7,252.1,245.9,198.0,235.9,219.6,230.5
Common Stock,178.5,178.5,178.5,178.5,178.5,178.5,178.5,178.5,,,178.5,178.5,178.5,178.5,178.5,178.5,178.5,178.5,178.5,178.5
Additional Paid-In Capital,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,,,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3,225.3
Retained Earnings (Accumulated Deficit),834.2,941.5,"1,049","1,133","1,210","1,302","1,351","1,401",,,"1,298","1,318","1,351","1,383","1,338","1,373","1,401","1,445","1,409","1,450"
Shareholders' Equity,"1,238","1,345","1,453","1,537","1,614","1,705","1,754","1,804",,,"1,701","1,722","1,754","1,786","1,741","1,776","1,804","1,848","1,812","1,853"
Cash from Operating Activities,146.1,179.8,216.4,173.9,155.7,135.5,114.0,169.5,,,13.0,-22.7,37.6,78.5,16.3,54.0,19.9,52.2,67.3,57.8
Cash from Investing Activities,227.0,-267.1,-42.3,-273.2,-5.95,276.5,-299.2,273.9,,,91.2,30.9,-485.4,10.2,-63.9,-56.5,384.0,350.7,-765.4,-97.2
Cash from Financing Activities,-80.3,-79.7,-89.0,-97.6,-97.5,-88.6,-88.4,-78.9,,,-88.3,-0.015,0.000,,-75.5,-3.41,-0.013,-0.98,-75.1,-0.19
Net Change in Cash,292.8,-167.0,85.2,-196.8,52.2,323.4,-273.6,363.6,,,15.9,8.15,-447.8,88.7,-123.1,-5.88,403.9,402.0,-773.2,-39.6
Free Cashflows,142.6,176.2,78.0,168.5,148.2,124.6,109.7,166.4,,,11.9,-24.6,37.1,77.9,15.3,53.2,19.1,52.0,66.9,57.8
Free Cashflow per Share,7.99,9.87,4.37,9.44,8.30,6.98,6.15,9.32,,,0.67,-1.38,2.08,4.36,0.86,2.98,1.07,2.92,3.75,3.24
