,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,13.8%,12.7%,12.9%,13.3%,13.5%,13.5%,14.1%,12.9%,,,13.8%,12.4%,17.0%,11.9%,11.1%,12.2%,16.1%,12.5%,13.9%,11.6%
Depreciation & Amortisation,95.7,99.5,107.5,131.6,158.7,207.4,250.2,272.0,,,62.1,65.6,61.1,64.8,65.4,70.7,71.1,77.9,79.3,81.5
Tax Rate,29.8%,23.3%,20.2%,19.7%,19.6%,17.6%,18.8%,19.6%,,,18.8%,18.1%,20.0%,18.9%,16.5%,20.2%,24.9%,22.5%,23.9%,19.9%
Current Ratio,1.44,1.58,5.19,3.51,2.51,1.22,1.30,1.23,,,1.30,1.26,1.30,1.43,1.40,1.23,1.23,1.34,1.15,1.10
Quick Ratio,0.85,0.81,3.50,1.73,1.48,0.70,0.76,0.74,,,0.83,0.77,0.76,0.84,0.84,0.71,0.74,0.82,0.75,0.72
Days Inventory Outstanding,18.4,19.0,17.7,16.8,16.6,15.7,15.8,15.5,,,14.9,14.7,15.6,16.2,15.4,15.0,15.9,16.2,15.7,15.3
Days Sale Outstanding,61.6,64.2,91.9,101.4,92.1,76.6,72.8,76.9,,,87.8,86.6,72.8,82.5,83.3,80.1,76.9,86.2,85.1,91.5
Days Payable Outstanding,23.3,23.6,25.7,25.9,24.4,23.1,23.7,22.2,,,20.5,22.5,24.4,23.8,22.3,23.2,24.0,22.5,21.9,22.6
Cash Conversion Cycle,49.0,48.6,61.4,78.9,80.5,70.0,64.0,62.9,,,81.2,76.7,69.9,69.0,75.6,70.3,70.2,74.2,78.2,77.9
Debt to Asset Ratio,0.24,0.27,0.12,0.14,0.17,0.29,0.30,0.34,,,0.29,0.30,0.30,0.30,0.31,0.35,0.34,0.35,0.38,0.40
Debt to Equity Ratio,0.39,0.38,0.13,0.16,0.20,0.41,0.45,0.55,,,0.42,0.44,0.45,0.46,0.48,0.56,0.55,0.55,0.63,0.71
Interest Coverage Ratio,88.0,289.6,263.1,495.4,819.0,72.7,44.7,33.1,,,45.5,47.2,35.0,52.6,46.8,27.8,18.0,24.9,15.4,30.6
Cash and Short Term Investments,102.8,233.4,"1,126",678.5,439.8,442.9,415.6,494.4,,,393.7,426.7,415.6,503.7,501.7,539.0,494.4,542.9,458.0,540.9
"Total Receivables, Net",240.7,329.5,562.6,749.0,800.5,766.9,776.6,933.1,,,895.2,899.3,776.6,913.0,955.2,945.0,933.1,"1,081","1,099","1,253"
Total Inventory,59.5,65.3,75.0,86.6,103.1,109.6,118.9,141.6,,,101.1,105.6,118.9,121.9,115.4,125.7,141.6,144.2,144.5,146.9
Total Current Assets,405.7,638.6,"1,767","1,522","1,353","1,335","1,332","1,592",,,"1,416","1,460","1,332","1,564","1,597","1,633","1,592","1,797","1,728","1,968"
"Property/Plant/Equipment, Total - Net",754.7,759.2,"1,082","1,557","1,987","2,936","3,385","3,831",,,"3,127","3,247","3,385","3,479","3,596","3,705","3,831","3,889","3,897","4,020"
Total Assets,"1,249","1,550","2,994","3,266","3,560","4,518","4,951","5,708",,,"4,786","4,937","4,951","5,284","5,434","5,613","5,708","5,983","5,929","6,263"
Accounts Payable,68.6,86.1,117.4,132.2,146.6,165.1,177.2,197.0,,,142.1,174.8,177.2,177.7,166.6,206.5,197.0,199.6,204.8,224.8
Accrued Expenses,73.1,109.9,102.6,105.2,140.1,148.7,175.6,197.3,,,201.7,240.5,175.6,201.9,226.0,269.9,197.3,236.9,268.6,310.4
Debt Due,52.0,92.8,1.12,32.3,54.4,648.1,453.4,631.6,,,559.9,564.1,453.4,462.8,520.5,648.7,631.6,641.6,805.5,"1,022"
Total Current Liabilities,281.8,405.2,340.5,434.0,540.0,"1,096","1,024","1,295",,,"1,085","1,163","1,024","1,091","1,138","1,329","1,295","1,343","1,503","1,781"
Long Term Debt,,,3.90,7.15,31.1,159.6,408.7,595.6,,,242.9,251.0,408.7,454.4,511.6,572.7,595.6,655.2,641.5,605.6
Total Liabilities,296.1,423.3,355.8,461.3,590.6,"1,294","1,478","1,965",,,"1,370","1,458","1,478","1,592","1,697","1,951","1,965","2,072","2,238","2,531"
Common Stock,438.0,880.0,"1,100","1,100","1,100","1,100","1,100","1,100",,,"1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100","1,100"
Additional Paid-In Capital,13.2,13.2,"1,146","1,146","1,146","1,146","1,146","1,146",,,"1,146","1,146","1,146","1,146","1,146","1,146","1,146","1,146","1,146","1,146"
Retained Earnings (Accumulated Deficit),301.7,233.4,392.6,554.2,718.9,884.4,"1,054","1,317",,,"1,024","1,060","1,054","1,247","1,293","1,224","1,317","1,496","1,289","1,338"
Shareholders' Equity,752.9,"1,127","2,639","2,800","2,965","3,130","3,300","3,563",,,"3,270","3,306","3,300","3,493","3,539","3,470","3,563","3,742","3,535","3,584"
Cash from Operating Activities,258.4,410.7,309.0,445.7,697.5,705.3,910.3,742.9,,,164.5,331.8,262.3,166.5,191.3,242.3,142.9,153.6,178.2,255.9
Cash from Investing Activities,-126.1,-154.3,"-1,041",25.8,-608.3,"-1,028",-588.3,-689.2,,,-122.3,-175.3,-188.2,-128.2,-176.1,-197.0,-214.1,-172.7,-56.8,-181.5
Cash from Financing Activities,-105.5,-125.8,994.3,-288.6,-327.9,324.0,-349.4,2.91,,,-20.0,-123.4,-85.2,49.9,-17.1,-7.91,4.24,67.7,-206.2,8.41
Net Change in Cash,26.7,130.6,262.2,182.8,-238.7,1.57,-27.4,56.6,,,22.3,33.1,-11.1,88.2,-1.98,37.4,-66.9,48.5,-84.8,82.8
Free Cashflows,130.5,257.4,-124.9,-134.5,101.7,-311.0,242.3,49.9,,,14.3,151.0,72.7,11.7,14.9,73.0,-49.8,-6.32,118.9,80.6
Free Cashflow per Share,0.012,0.023,-0.011,-0.012,0.009,-0.028,0.022,0.005,,,0.001,0.014,0.007,0.001,0.001,0.007,-0.005,-0.001,0.011,0.007
