,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Assets,"72,956","110,389","131,120","160,687","179,812","197,255","200,333","206,428",,,"202,596","202,564","200,333","207,532","212,360","207,733","206,428","217,691","209,538","208,168"
Accounts Payable,317.6,"1,226","1,260",791.1,632.5,"2,140","3,244","4,081",,,"2,661","3,091","3,244","2,728","2,782","3,668","4,081","3,705","3,726","3,096"
Accrued Expenses,96.3,646.3,706.3,543.1,"1,054",902.6,934.6,"1,059",,,860.0,"1,097",934.6,"1,010","1,065","1,077","1,059",,,
Debt Due,535.7,"11,724","6,991","15,681","11,015","8,112","11,059","27,428",,,"6,271","12,031","11,059","10,382","5,703","5,724","27,428","13,796","13,594","13,479"
Total Current Liabilities,"1,716","14,772","10,788","18,734","15,919","13,393","17,472","33,945",,,"11,039","17,916","17,472","15,559","10,546","11,670","33,945","19,951","19,616","20,155"
Long Term Debt,"11,530","24,171","42,241","59,688","78,314","92,715","87,881","64,645",,,"97,214","89,665","87,881","83,856","90,576","87,059","64,645","87,908","80,132","77,837"
Total Liabilities,"14,423","45,388","60,868","86,468","102,062","114,657","113,476","105,577",,,"116,894","116,051","113,476","106,809","108,813","106,291","105,577","114,618","106,405","104,580"
Common Stock,"5,265","5,265","5,265","5,265","5,265","5,265","5,265","5,265",,,"5,265","5,265","5,265","5,265","5,265","5,265","5,265","5,265","5,265","5,265"
Additional Paid-In Capital,"8,649","8,649","8,649","8,649","8,649","8,649","8,649","8,649",,,"8,649","8,649","8,649","8,649","8,649","8,649","8,649","8,649","8,649","8,649"
Retained Earnings (Accumulated Deficit),"43,212","49,821","53,637","58,014","59,043","63,941","72,218","88,290",,,"68,724","70,398","72,218","92,389","88,183","88,971","88,290","91,945","94,051","95,163"
Shareholders' Equity,"57,978","64,160","69,343","73,264","77,242","81,973","86,238","100,239",,,"85,092","85,906","86,238","100,116","102,937","100,829","100,239","102,472","102,529","102,975"
Cash from Operating Activities,"3,201","4,210","5,458","7,963","6,303","9,159","11,020","11,253",,,"1,668","2,528","3,502","2,207","3,242","2,678","3,127","2,383","3,169","2,555"
Cash from Investing Activities,"-1,586","-14,134","-9,289","-28,302","-7,303","-17,047","-2,896","31,589",,,-123.3,"1,022",-605.8,"33,260",-246.4,"2,011","-3,437","-23,567","6,536",98.7
Cash from Financing Activities,-990.4,"5,781","6,207","20,661","2,547","3,696","-5,167","-15,714",,,350.7,"-3,586","-3,104","-3,688","-3,890","-6,201","-1,934","9,794","-8,886","-4,926"
Net Change in Cash,653.6,"-4,254","2,836",-124.8,"1,892","-4,263","2,299","28,090",,,"1,852",-90.6,-669.9,"31,664",958.0,"-2,316","-2,216","-11,939",40.4,"-2,287"
Free Cashflows,"3,124","3,853","-8,150","-3,214","-4,908","-4,253","7,078","10,121",,,14.5,"1,551","2,818","1,498","2,924","2,669","3,030","2,285","3,105","2,484"
Free Cashflow per Share,5.93,7.32,-15.5,-6.11,-9.32,-8.08,13.4,19.2,,,0.027,2.95,5.35,2.85,5.55,5.07,5.76,4.34,5.90,4.72
