,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Inventory Outstanding,89.5,149.3,163.2,86.1,48.7,41.9,45.6,72.8,74.1,,70.3,60.0,54.7,75.5,101.4,98.3,85.3,98.2,105.3,89.5
Days Sale Outstanding,36.7,22.0,26.2,20.8,40.4,21.4,19.3,25.1,26.8,,28.2,19.3,19.2,20.6,38.7,25.1,38.8,47.5,34.3,26.7
Days Payable Outstanding,34.4,46.4,39.0,22.5,21.4,17.4,16.6,22.1,16.1,,30.1,25.5,24.1,31.3,35.8,28.7,25.1,33.3,29.6,21.0
Cash Conversion Cycle,77.1,139.6,148.0,88.6,54.1,59.7,48.5,82.4,88.5,,70.2,64.5,45.5,67.6,95.2,114.8,86.3,109.5,120.1,106.4
Debt to Asset Ratio,0.26,0.18,0.31,0.15,0.18,0.12,0.14,0.14,0.14,,0.17,0.14,0.14,0.14,0.16,0.14,0.16,0.18,0.17,0.14
Debt to Equity Ratio,0.36,0.22,0.44,0.18,0.22,0.13,0.16,0.16,0.16,,0.20,0.16,0.17,0.16,0.18,0.16,0.19,0.22,0.20,0.16
Interest Coverage Ratio,23.2,10.1,,,,205.7,"3,306",,,,"7,031",,"3,812",,"1,082",,,,,
Cash and Short Term Investments,54.5,229.0,13.8,357.6,148.0,522.2,944.1,889.2,351.0,,747.2,944.1,939.1,713.8,695.2,889.2,804.1,523.7,377.3,351.0
"Total Receivables, Net",294.6,149.5,177.9,201.6,407.8,241.2,187.6,165.5,142.4,,270.8,187.6,186.5,171.3,278.7,165.5,239.5,277.1,191.9,142.4
Total Inventory,809.0,977.4,"1,252",441.6,498.5,363.9,397.7,484.2,423.0,,604.6,397.7,501.4,583.0,706.4,484.2,521.8,601.5,672.5,423.0
Total Current Assets,"1,182","1,392","1,474","1,009","1,103","1,133","1,546","1,551",926.3,,"1,638","1,546","1,650","1,486","1,705","1,551","1,586","1,412","1,253",926.3
"Property/Plant/Equipment, Total - Net",736.7,812.1,878.7,813.8,745.7,698.0,639.6,600.7,591.3,,659.0,639.6,623.5,618.2,610.1,600.7,596.5,595.7,592.2,591.3
Total Assets,"3,188","2,860","3,887","2,823","2,780","2,792","2,815","2,766","1,998",,"2,947","2,815","2,891","2,782","2,864","2,766","2,830","2,585","2,343","1,998"
Accounts Payable,293.3,261.8,270.6,171.0,241.9,115.2,161.7,106.5,91.0,,264.2,161.7,235.4,213.6,241.5,106.5,190.0,191.2,166.6,91.0
Accrued Expenses,71.5,55.7,81.7,61.4,37.8,62.9,78.8,61.9,41.4,,,78.8,0.95,1.99,5.64,61.9,2.96,3.46,4.58,41.4
Debt Due,120.8,26.5,656.4,25.8,51.5,0.62,0.00,101.2,1.77,,1.26,0.00,0.00,0.76,0.00,101.2,100.0,100.0,20.0,1.77
Total Current Liabilities,591.8,375.4,"1,061",315.9,444.4,252.3,312.2,303.7,169.8,,423.9,312.2,337.5,299.1,362.9,303.7,374.2,381.6,282.8,169.8
Long Term Debt,216.4,100.1,75.9,50.1,,,,1.70,0.99,,,,,,,1.70,,,,0.99
Total Liabilities,841.2,512.4,"1,196",430.3,509.7,326.4,390.9,386.5,276.1,,500.6,390.9,415.5,381.2,444.1,386.5,451.7,462.4,386.7,276.1
Common Stock,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Additional Paid-In Capital,360.8,360.8,360.8,360.8,360.8,360.8,360.8,360.8,360.8,,360.8,360.8,360.8,360.8,360.8,360.8,360.8,360.8,360.8,360.8
Retained Earnings (Accumulated Deficit),"1,776","1,776","2,119","1,838","1,748","1,935","1,994","1,953","1,310",,"2,000","1,994","2,045","1,974","1,997","1,953","1,961","1,705","1,544","1,310"
Shareholders' Equity,"2,347","2,347","2,690","2,393","2,270","2,465","2,424","2,380","1,722",,"2,446","2,424","2,475","2,401","2,419","2,380","2,378","2,123","1,957","1,722"
Cash from Operating Activities,128.1,81.0,-280.5,621.1,-52.4,490.7,501.4,-10.6,-279.9,,251.6,229.0,22.4,-76.7,-42.1,85.9,-55.5,-67.4,-183.2,26.3
Cash from Investing Activities,-263.1,398.3,-356.5,703.8,-129.7,-157.5,246.7,-110.8,190.4,,-38.8,-30.8,-27.3,60.9,24.6,-168.9,-27.4,51.7,117.7,48.4
Cash from Financing Activities,2.41,-304.8,421.8,-981.0,-29.0,-67.3,-325.6,-110.9,-271.3,,-136.5,-0.019,-0.016,-210.2,-0.33,99.7,-0.91,-168.7,-0.71,-101.0
Net Change in Cash,-132.6,174.5,-215.2,343.8,-211.1,266.0,422.5,-232.3,-360.7,,76.2,198.1,-4.93,-226.1,-17.9,16.6,-83.9,-184.4,-66.2,-26.3
Free Cashflows,-67.1,-42.7,-420.8,585.4,-208.7,305.0,324.3,-183.7,-469.9,,209.0,190.3,-12.5,-121.1,-84.4,34.4,-96.1,-116.1,-228.6,-29.1
Free Cashflow per Share,-3.20,-2.03,-20.0,27.9,-9.94,14.5,15.4,-8.75,-22.4,,9.95,9.06,-0.60,-5.77,-4.01,1.64,-4.58,-5.53,-10.9,-1.39
